Amplicon_number,SNP_coverage(%)
1,3.7735849056603774
2,6.60377358490566
3,9.433962264150944
4,12.264150943396226
5,15.09433962264151
6,17.92452830188679
7,20.754716981132077
8,23.58490566037736
9,26.41509433962264
10,29.245283018867923
11,31.132075471698112
12,33.0188679245283
13,34.90566037735849
14,36.79245283018868
15,38.67924528301887
16,40.56603773584906
17,42.45283018867924
18,44.339622641509436
19,46.22641509433962
20,48.113207547169814
21,50.0
22,51.886792452830186
23,53.77358490566038
24,55.660377358490564
25,57.54716981132076
26,59.43396226415094
27,61.32075471698113
28,63.20754716981132
29,65.09433962264151
30,66.98113207547169
31,68.86792452830188
32,70.75471698113208
33,72.64150943396226
34,74.52830188679245
35,76.41509433962264
36,78.30188679245283
37,80.18867924528303
38,82.0754716981132
39,83.01886792452831
40,83.9622641509434
41,84.90566037735849
42,85.84905660377359
43,86.79245283018868
44,87.73584905660378
45,88.67924528301887
46,89.62264150943396
47,90.56603773584906
48,91.50943396226415
49,92.45283018867924
50,93.39622641509435
51,94.33962264150944
52,95.28301886792453
53,96.22641509433963
54,97.16981132075472
55,98.11320754716981
56,99.05660377358491
57,100.0
