Amplicon_number,SNP_coverage(%)
1,16.041242237896014
2,30.529122246783132
3,42.98238016516477
4,55.00935783064021
5,63.662621021039115
6,63.734922972062066
7,63.766178502973034
8,69.78493935297286
9,75.08068069274307
10,75.17331756749124
11,79.48469796989677
12,82.73075431269841
13,85.08772260151457
14,87.31213731345532
15,89.70036113318245
16,91.46611034332129
17,92.91516194507311
18,93.81592375156748
19,94.42069944606162
20,94.99158360101373
21,95.57263521782846
22,96.02489898438353
23,96.48431763150859
24,96.90796187578374
25,97.30373974310214
26,97.62006077882758
27,97.90550285630364
28,98.2557154315711
29,98.45228636091477
30,98.69931802690988
31,98.9207427519177
32,99.08191585107305
33,99.2479843948289
34,99.37187680048804
35,99.46263081192832
36,99.56204599458488
37,99.62192104777577
38,99.67690065636616
39,99.71644078583182
40,99.76690152248328
41,99.81397310518051
42,99.84070976415255
43,99.86744642312458
44,99.8892876374961
45,99.91075227920604
