,l,n,Cab,Car,Cbrown,Cw,Canth,prot,Cbc
340,739,1.4382,0.000612349,0,0.08337,0.02469,0,0,2.68222
341,740,1.438,0.000567642,0,0.08239,0.02532,0,0,2.68222
342,741,1.4378,0.00052722,0,0.08155,0.02583,0,0,2.68222
343,742,1.4377,0.00048994,0,0.0807,0.02623,0,0,2.68222
344,743,1.4375,0.000456364,0,0.07985,0.02652,0,0,2.68222
345,744,1.4374,0.000425665,0,0.07901,0.02672,0,0,2.68222
346,745,1.4372,0.000398123,0,0.07816,0.02689,0,0,2.68222
347,746,1.4371,0.000373159,0,0.07732,0.02702,0,0,2.68222
348,747,1.437,0.000351044,0,0.07647,0.02713,0,0,2.68222
349,748,1.4368,0.000331411,0,0.07562,0.02722,0,0,2.68222
350,749,1.4367,0.000313711,0,0.07478,0.02728,0,0,2.68222
351,750,1.4366,0.000298414,0,0.07393,0.02733,0,0,2.68222
352,751,1.4364,0.000283146,0,0.07319,0.02738,0,0,2.68222
353,752,1.4363,0.00026796,0,0.07245,0.02741,0,0,2.68222
354,753,1.4361,0.000252885,0,0.07171,0.02745,0,0,2.68222
355,754,1.436,0.000237952,0,0.07097,0.02748,0,0,2.68222
356,755,1.4358,0.000223193,0,0.07023,0.02751,0,0,2.68222
357,756,1.4357,0.000208636,0,0.06949,0.02754,0,0,2.68222
358,757,1.4356,0.000194314,0,0.06875,0.02758,0,0,2.68222
359,758,1.4354,0.000180256,0,0.06801,0.02763,0,0,2.68222
360,759,1.4353,0.000166494,0,0.06727,0.02767,0,0,2.68222
361,760,1.4352,0.000153058,0,0.06653,0.02771,0,0,2.68222
362,761,1.4351,0.000139979,0,0.06586,0.02773,0,0,2.68222
363,762,1.435,0.000127287,0,0.06519,0.02773,0,0,2.68222
364,763,1.4349,0.000115013,0,0.06452,0.02774,0,0,2.68222
365,764,1.4348,0.000103187,0,0.06385,0.02774,0,0,2.68222
366,765,1.4347,9.18E-05,0,0.06318,0.02773,0,0,2.68222
367,766,1.4346,8.10E-05,0,0.06251,0.0277,0,0,2.68222
368,767,1.4345,7.07E-05,0,0.06184,0.02766,0,0,2.68222
369,768,1.4345,6.10E-05,0,0.06117,0.02761,0,0,2.68222
370,769,1.4344,5.19E-05,0,0.0605,0.02757,0,0,2.68222
371,770,1.4343,4.34E-05,0,0.05983,0.02754,0,0,2.68222
372,771,1.4343,3.55E-05,0,0.05913,0.02752,0,0,2.68222
373,772,1.4342,2.84E-05,0,0.05843,0.02748,0,0,2.68222
374,773,1.4342,2.20E-05,0,0.05773,0.02741,0,0,2.68222
375,774,1.4341,1.63E-05,0,0.05704,0.02731,0,0,2.68222
376,775,1.4341,1.15E-05,0,0.05634,0.0272,0,0,2.68222
377,776,1.4341,7.43E-06,0,0.05564,0.0271,0,0,2.68222
378,777,1.4341,4.23E-06,0,0.05494,0.02701,0,0,2.68222
379,778,1.434,1.90E-06,0,0.05424,0.0269,0,0,2.68222
380,779,1.434,4.80E-07,0,0.05354,0.02675,0,0,2.68222
381,780,1.434,1.05E-13,0,0.05284,0.02659,0,0,2.68222
382,781,1.434,0,0,0.05226,0.02645,0,0,2.68222
383,782,1.434,0,0,0.05167,0.02633,0,0,2.68222
384,783,1.434,0,0,0.05109,0.02624,0,0,2.68222
385,784,1.434,0,0,0.0505,0.02613,0,0,2.68222
386,785,1.434,0,0,0.04992,0.02593,0,0,2.68222
387,786,1.434,0,0,0.04933,0.02558,0,0,2.68222
388,787,1.4341,0,0,0.04874,0.02523,0,0,2.68222
389,788,1.4341,0,0,0.04816,0.02513,0,0,2.68222
390,789,1.4342,0,0,0.04757,0.02501,0,0,2.68222
391,790,1.4342,0,0,0.04699,0.02466,0,0,2.68222
392,791,1.4342,0,0,0.04646,0.02447,0,0,2.68222
393,792,1.4342,0,0,0.04594,0.02412,0,0,2.68222
394,793,1.4343,0,0,0.04542,0.02389,0,0,2.68222
395,794,1.4343,0,0,0.0449,0.02374,0,0,2.68222
396,795,1.4343,0,0,0.04437,0.02355,0,0,2.68222
397,796,1.4343,0,0,0.04385,0.02337,0,0,2.68222
398,797,1.4344,0,0,0.04333,0.02318,0,0,2.68222
399,798,1.4344,0,0,0.04281,0.02304,0,0,2.68222
400,799,1.4345,0,0,0.04228,0.02281,0,0,2.68222
401,800,1.4345,0,0,0.04176,0.02246,0,0,2.68222
402,801,1.4345,0,0,0.04128,0.02243,0,0,2.68222
403,802,1.4346,0,0,0.04081,0.02238,0,0,2.68222
404,803,1.4346,0,0,0.04033,0.02222,0,0,2.68222
405,804,1.4347,0,0,0.03985,0.02204,0,0,2.68222
406,805,1.4347,0,0,0.03937,0.02201,0,0,2.68222
407,806,1.4347,0,0,0.03889,0.02204,0,0,2.68222
408,807,1.4347,0,0,0.03841,0.02196,0,0,2.68222
409,808,1.4347,0,0,0.03793,0.02177,0,0,2.68222
410,809,1.4347,0,0,0.03746,0.0219,0,0,2.68222
411,810,1.4347,0,0,0.03698,0.02188,0,0,2.68222
412,811,1.4347,0,0,0.03657,0.02188,0,0,2.68222
413,812,1.4347,0,0,0.03615,0.02198,0,0,2.68222
414,813,1.4347,0,0,0.03574,0.0221,0,0,2.68222
415,814,1.4347,0,0,0.03533,0.02223,0,0,2.68222
416,815,1.4347,0,0,0.03492,0.02233,0,0,2.68222
417,816,1.4347,0,0,0.03451,0.02248,0,0,2.68222
418,817,1.4347,0,0,0.03409,0.02276,0,0,2.68222
419,818,1.4347,0,0,0.03368,0.02304,0,0,2.68222
420,819,1.4347,0,0,0.03327,0.02311,0,0,2.68222
421,820,1.4347,0,0,0.03286,0.02329,0,0,2.68222
422,821,1.4347,0,0,0.03249,0.02388,0,0,2.68222
423,822,1.4347,0,0,0.03212,0.02446,0,0,2.68222
424,823,1.4347,0,0,0.03175,0.02475,0,0,2.68222
425,824,1.4347,0,0,0.03139,0.02516,0,0,2.68222
426,825,1.4347,0,0,0.03102,0.0262,0,0,2.68222
427,826,1.4347,0,0,0.03065,0.02769,0,0,2.68222
428,827,1.4347,0,0,0.03028,0.0283,0,0,2.68222
429,828,1.4348,0,0,0.02991,0.02914,0,0,2.68222
430,829,1.4348,0,0,0.02954,0.03108,0,0,2.68222
431,830,1.4348,0,0,0.02918,0.03214,0,0,2.68222
432,831,1.4348,0,0,0.02885,0.03297,0,0,2.68222
433,832,1.4348,0,0,0.02852,0.03459,0,0,2.68222
434,833,1.4348,0,0,0.02819,0.03606,0,0,2.68222
435,834,1.4348,0,0,0.02786,0.03662,0,0,2.68222
436,835,1.4348,0,0,0.02753,0.03702,0,0,2.68222
437,836,1.4348,0,0,0.0272,0.03788,0,0,2.68222
438,837,1.4348,0,0,0.02688,0.03829,0,0,2.68222
439,838,1.4348,0,0,0.02655,0.03854,0,0,2.68222
440,839,1.4348,0,0,0.02622,0.03909,0,0,2.68222
441,840,1.4348,0,0,0.02589,0.03949,0,0,2.68222
442,841,1.4348,0,0,0.02559,0.03972,0,0,2.68222
443,842,1.4348,0,0,0.02529,0.04,0,0,2.68222
444,843,1.4348,0,0,0.02499,0.0404,0,0,2.68222
445,844,1.4348,0,0,0.02469,0.04057,0,0,2.68222
446,845,1.4348,0,0,0.0244,0.04075,0,0,2.68222
447,846,1.4348,0,0,0.0241,0.04115,0,0,2.68222
448,847,1.4348,0,0,0.0238,0.04127,0,0,2.68222
449,848,1.4347,0,0,0.0235,0.04149,0,0,2.68222
450,849,1.4347,0,0,0.0232,0.04204,0,0,2.68222
451,850,1.4347,0,0,0.0229,0.04199,0,0,2.68222
452,851,1.4347,0,0,0.02264,0.04223,0,0,2.68222
453,852,1.4347,0,0,0.02238,0.04254,0,0,2.68222
454,853,1.4347,0,0,0.02212,0.04272,0,0,2.68222
455,854,1.4347,0,0,0.02186,0.0428,0,0,2.68222
456,855,1.4347,0,0,0.02159,0.04306,0,0,2.68222
457,856,1.4347,0,0,0.02133,0.0436,0,0,2.68222
458,857,1.4347,0,0,0.02107,0.04369,0,0,2.68222
459,858,1.4346,0,0,0.02081,0.04379,0,0,2.68222
460,859,1.4346,0,0,0.02055,0.04433,0,0,2.68222
461,860,1.4346,0,0,0.02029,0.04454,0,0,2.68222
462,861,1.4346,0,0,0.02006,0.04466,0,0,2.68222
463,862,1.4346,0,0,0.01983,0.04505,0,0,2.68222
464,863,1.4345,0,0,0.01961,0.04527,0,0,2.68222
465,864,1.4345,0,0,0.01938,0.04552,0,0,2.68222
466,865,1.4345,0,0,0.01915,0.04605,0,0,2.68222
467,866,1.4345,0,0,0.01893,0.04658,0,0,2.68222
468,867,1.4345,0,0,0.0187,0.04691,0,0,2.68222
469,868,1.4345,0,0,0.01847,0.04705,0,0,2.68222
470,869,1.4345,0,0,0.01825,0.04713,0,0,2.68222
471,870,1.4345,0,0,0.01802,0.04752,0,0,2.68222
472,871,1.4345,0,0,0.01782,0.04833,0,0,2.68222
473,872,1.4345,0,0,0.01762,0.04867,0,0,2.68222
474,873,1.4344,0,0,0.01742,0.04894,0,0,2.68222
475,874,1.4344,0,0,0.01723,0.0496,0,0,2.68222
476,875,1.4344,0,0,0.01703,0.05006,0,0,2.68222
477,876,1.4344,0,0,0.01683,0.0505,0,0,2.68222
478,877,1.4343,0,0,0.01663,0.05115,0,0,2.68222
479,878,1.4343,0,0,0.01643,0.05153,0,0,2.68222
480,879,1.4342,0,0,0.01623,0.05204,0,0,2.68222
481,880,1.4342,0,0,0.01604,0.05298,0,0,2.68222
482,881,1.4342,0,0,0.01586,0.05346,0,0,2.68222
483,882,1.4342,0,0,0.01568,0.05386,0,0,2.68222
484,883,1.4341,0,0,0.01551,0.05465,0,0,2.68222
485,884,1.4341,0,0,0.01533,0.05528,0,0,2.68222
486,885,1.4341,0,0,0.01516,0.05566,0,0,2.68222
487,886,1.4341,0,0,0.01498,0.05596,0,0,2.68222
488,887,1.4341,0,0,0.01481,0.05653,0,0,2.68222
489,888,1.434,0,0,0.01463,0.05745,0,0,2.68222
490,889,1.434,0,0,0.01446,0.05789,0,0,2.68222
491,890,1.434,0,0,0.01428,0.05831,0,0,2.68222
492,891,1.434,0,0,0.01414,0.05924,0,0,2.68222
493,892,1.4339,0,0,0.014,0.05982,0,0,2.68222
494,893,1.4339,0,0,0.01385,0.06009,0,0,2.68222
495,894,1.4338,0,0,0.01371,0.06035,0,0,2.68222
496,895,1.4338,0,0,0.01357,0.06094,0,0,2.68222
497,896,1.4338,0,0,0.01343,0.06185,0,0,2.68222
498,897,1.4338,0,0,0.01328,0.06226,0,0,2.68222
499,898,1.4337,0,0,0.01314,0.06269,0,0,2.68222
500,899,1.4337,0,0,0.013,0.0636,0,0,2.68222
501,900,1.4337,0,0,0.01286,0.06407,0,0,2.68222
502,901,1.4337,0,0,0.01275,0.06458,0,0,2.68222
503,902,1.4336,0,0,0.01265,0.06562,0,0,2.68222
504,903,1.4336,0,0,0.01255,0.06636,0,0,2.68222
505,904,1.4335,0,0,0.01245,0.06672,0,0,2.68222
506,905,1.4335,0,0,0.01235,0.06699,0,0,2.68222
507,906,1.4335,0,0,0.01225,0.06769,0,0,2.68222
508,907,1.4335,0,0,0.01215,0.069,0,0,2.68222
509,908,1.4334,0,0,0.01205,0.06989,0,0,2.68222
510,909,1.4334,0,0,0.01195,0.07037,0,0,2.68222
511,910,1.4334,0,0,0.01185,0.07085,0,0,2.68222
512,911,1.4334,0,0,0.01175,0.07187,0,0,2.68222
513,912,1.4333,0,0,0.01165,0.07358,0,0,2.68222
514,913,1.4333,0,0,0.01155,0.07486,0,0,2.68222
515,914,1.4332,0,0,0.01145,0.07562,0,0,2.68222
516,915,1.4332,0,0,0.01135,0.0763,0,0,2.68222
517,916,1.4332,0,0,0.01125,0.07792,0,0,2.68222
518,917,1.4332,0,0,0.01115,0.08085,0,0,2.68222
519,918,1.4331,0,0,0.01105,0.08292,0,0,2.68222
520,919,1.4331,0,0,0.01096,0.0841,0,0,2.68222
521,920,1.4331,0,0,0.01086,0.08528,0,0,2.68222
522,921,1.4331,0,0,0.01076,0.08801,0,0,2.68222
523,922,1.433,0,0,0.01066,0.09268,0,0,2.68222
524,923,1.433,0,0,0.01056,0.09584,0,0,2.68222
525,924,1.4329,0,0,0.01047,0.09819,0,0,2.68222
526,925,1.4329,0,0,0.01037,0.1012,0,0,2.68222
527,926,1.4329,0,0,0.01027,0.1042,0,0,2.68222
528,927,1.4328,0,0,0.01017,0.1066,0,0,2.68222
529,928,1.4328,0,0,0.01008,0.1113,0,0,2.68222
530,929,1.4327,0,0,0.00998,0.1194,0,0,2.68222
531,930,1.4327,0,0,0.009884,0.1246,0,0,2.68222
532,931,1.4326,0,0,0.009787,0.1281,0,0,2.68222
533,932,1.4326,0,0,0.009691,0.1327,0,0,2.68222
534,933,1.4325,0,0,0.009595,0.1374,0,0,2.68222
535,934,1.4325,0,0,0.0095,0.141,0,0,2.68222
536,935,1.4324,0,0,0.009404,0.1465,0,0,2.68222
537,936,1.4324,0,0,0.009309,0.1557,0,0,2.68222
538,937,1.4323,0,0,0.009214,0.1635,0,0,2.68222
539,938,1.4323,0,0,0.00912,0.1688,0,0,2.68222
540,939,1.4322,0,0,0.009025,0.1732,0,0,2.68222
541,940,1.4322,0,0,0.008931,0.1818,0,0,2.68222
542,941,1.4322,0,0,0.008837,0.1963,0,0,2.68222
543,942,1.4321,0,0,0.008743,0.205,0,0,2.68222
544,943,1.4321,0,0,0.00865,0.2106,0,0,2.68222
545,944,1.432,0,0,0.008557,0.2187,0,0,2.68222
546,945,1.432,0,0,0.008464,0.2287,0,0,2.68222
547,946,1.432,0,0,0.008371,0.2386,0,0,2.68222
548,947,1.4319,0,0,0.008279,0.2468,0,0,2.68222
549,948,1.4319,0,0,0.008187,0.2542,0,0,2.68222
550,949,1.4318,0,0,0.008095,0.2701,0,0,2.68222
551,950,1.4318,0,0,0.008004,0.2976,0,0,2.68222
552,951,1.4318,0,0,0.007913,0.3153,0,0,2.68222
553,952,1.4317,0,0,0.007822,0.3274,0,0,2.68222
554,953,1.4317,0,0,0.007732,0.3438,0,0,2.68222
555,954,1.4316,0,0,0.007641,0.3622,0,0,2.68222
556,955,1.4316,0,0,0.007552,0.3785,0,0,2.68222
557,956,1.4316,0,0,0.007462,0.393,0,0,2.68222
558,957,1.4315,0,0,0.007373,0.4068,0,0,2.68222
559,958,1.4315,0,0,0.007284,0.4184,0,0,2.68222
560,959,1.4314,0,0,0.007195,0.4273,0,0,2.68222
561,960,1.4314,0,0,0.007107,0.4385,0,0,2.68222
562,961,1.4313,0,0,0.007019,0.4538,0,0,2.68222
563,962,1.4313,0,0,0.006932,0.4611,0,0,2.68222
564,963,1.4312,0,0,0.006844,0.4633,0,0,2.68222
565,964,1.4312,0,0,0.006758,0.4663,0,0,2.68222
566,965,1.4311,0,0,0.006671,0.4701,0,0,2.68222
567,966,1.431,0,0,0.006585,0.4733,0,0,2.68222
568,967,1.431,0,0,0.006499,0.4756,0,0,2.68222
569,968,1.4309,0,0,0.006414,0.4772,0,0,2.68222
570,969,1.4309,0,0,0.006329,0.4785,0,0,2.68222
571,970,1.4308,0,0,0.006244,0.48,0,0,2.68222
572,971,1.4307,0,0,0.00616,0.4814,0,0,2.68222
573,972,1.4307,0,0,0.006076,0.4827,0,0,2.68222
574,973,1.4306,0,0,0.005993,0.4843,0,0,2.68222
575,974,1.4306,0,0,0.00591,0.4864,0,0,2.68222
576,975,1.4305,0,0,0.005827,0.487,0,0,2.68222
577,976,1.4304,0,0,0.005745,0.4867,0,0,2.68222
578,977,1.4304,0,0,0.005663,0.4864,0,0,2.68222
579,978,1.4303,0,0,0.005581,0.4857,0,0,2.68222
580,979,1.4303,0,0,0.0055,0.4841,0,0,2.68222
581,980,1.4302,0,0,0.005419,0.4821,0,0,2.68222
582,981,1.4301,0,0,0.005339,0.4804,0,0,2.68222
583,982,1.43,0,0,0.005259,0.4786,0,0,2.68222
584,983,1.43,0,0,0.00518,0.4764,0,0,2.68222
585,984,1.4299,0,0,0.005101,0.4738,0,0,2.68222
586,985,1.4298,0,0,0.005023,0.471,0,0,2.68222
587,986,1.4297,0,0,0.004945,0.4677,0,0,2.68222
588,987,1.4297,0,0,0.004867,0.4641,0,0,2.68222
589,988,1.4296,0,0,0.00479,0.4604,0,0,2.68222
590,989,1.4296,0,0,0.004713,0.457,0,0,2.68222
591,990,1.4295,0,0,0.004637,0.4532,0,0,2.68222
592,991,1.4294,0,0,0.004561,0.4482,0,0,2.68222
593,992,1.4293,0,0,0.004486,0.4434,0,0,2.68222
594,993,1.4293,0,0,0.004411,0.4397,0,0,2.68222
595,994,1.4292,0,0,0.004337,0.4362,0,0,2.68222
596,995,1.4291,0,0,0.004263,0.4316,0,0,2.68222
597,996,1.429,0,0,0.00419,0.4265,0,0,2.68222
598,997,1.4289,0,0,0.004117,0.4215,0,0,2.68222
599,998,1.4289,0,0,0.004044,0.4168,0,0,2.68222
600,999,1.4288,0,0,0.003972,0.4121,0,0,2.68222
601,1000,1.4287,0,0,0.003901,0.4072,0,0,2.68222
602,1001,1.4286,0,0,0.00383,0.4017,0,0,2.68222
603,1002,1.4285,0,0,0.00376,0.3963,0,0,2.68222
604,1003,1.4285,0,0,0.00369,0.3915,0,0,2.68222
605,1004,1.4284,0,0,0.00362,0.3868,0,0,2.68222
606,1005,1.4283,0,0,0.003552,0.3816,0,0,2.68222
607,1006,1.4282,0,0,0.003483,0.376,0,0,2.68222
608,1007,1.4281,0,0,0.003416,0.3701,0,0,2.68222
609,1008,1.4281,0,0,0.003348,0.364,0,0,2.68222
610,1009,1.428,0,0,0.003282,0.3581,0,0,2.68222
611,1010,1.4279,0,0,0.003215,0.3521,0,0,2.68222
612,1011,1.4278,0,0,0.00315,0.3461,0,0,2.68222
613,1012,1.4277,0,0,0.003085,0.3402,0,0,2.68222
614,1013,1.4276,0,0,0.00302,0.3349,0,0,2.68222
615,1014,1.4275,0,0,0.002956,0.3297,0,0,2.68222
616,1015,1.4274,0,0,0.002893,0.3243,0,0,2.68222
617,1016,1.4273,0,0,0.00283,0.3191,0,0,2.68222
618,1017,1.4272,0,0,0.002768,0.3141,0,0,2.68222
619,1018,1.4272,0,0,0.002706,0.3086,0,0,2.68222
620,1019,1.4271,0,0,0.002645,0.3022,0,0,2.68222
621,1020,1.427,0,0,0.002585,0.2957,0,0,2.68222
622,1021,1.4269,0,0,0.002525,0.2897,0,0,2.68222
623,1022,1.4268,0,0,0.002465,0.284,0,0,2.68222
624,1023,1.4267,0,0,0.002407,0.2782,0,0,2.68222
625,1024,1.4266,0,0,0.002348,0.2724,0,0,2.68222
626,1025,1.4265,0,0,0.002291,0.2672,0,0,2.68222
627,1026,1.4264,0,0,0.002234,0.2621,0,0,2.68222
628,1027,1.4263,0,0,0.002178,0.2566,0,0,2.68222
629,1028,1.4263,0,0,0.002122,0.2506,0,0,2.68222
630,1029,1.4262,0,0,0.002067,0.2444,0,0,2.68222
631,1030,1.4261,0,0,0.002012,0.2391,0,0,2.68222
632,1031,1.426,0,0,0.001959,0.2357,0,0,2.68222
633,1032,1.4259,0,0,0.001905,0.2331,0,0,2.68222
634,1033,1.4258,0,0,0.001853,0.2299,0,0,2.68222
635,1034,1.4257,0,0,0.001801,0.2251,0,0,2.68222
636,1035,1.4256,0,0,0.00175,0.2198,0,0,2.68222
637,1036,1.4255,0,0,0.001699,0.2151,0,0,2.68222
638,1037,1.4254,0,0,0.001649,0.2109,0,0,2.68222
639,1038,1.4253,0,0,0.0016,0.2064,0,0,2.68222
640,1039,1.4252,0,0,0.001551,0.202,0,0,2.68222
641,1040,1.4251,0,0,0.001503,0.1981,0,0,2.68222
642,1041,1.425,0,0,0.001456,0.1944,0,0,2.68222
643,1042,1.4249,0,0,0.001409,0.1904,0,0,2.68222
644,1043,1.4248,0,0,0.001363,0.1868,0,0,2.68222
645,1044,1.4247,0,0,0.001318,0.1841,0,0,2.68222
646,1045,1.4246,0,0,0.001274,0.1818,0,0,2.68222
647,1046,1.4245,0,0,0.00123,0.179,0,0,2.68222
648,1047,1.4244,0,0,0.001187,0.1752,0,0,2.68222
649,1048,1.4242,0,0,0.001144,0.1715,0,0,2.68222
650,1049,1.4241,0,0,0.001102,0.1687,0,0,2.68222
651,1050,1.424,0,0,0.001061,0.1664,0,0,2.68222
652,1051,1.4239,0,0,0.001021,0.1639,0,0,2.68222
653,1052,1.4238,0,0,0.0009811,0.1613,0,0,2.68222
654,1053,1.4237,0,0,0.0009422,0.1586,0,0,2.68222
655,1054,1.4236,0,0,0.000904,0.1562,0,0,2.68222
656,1055,1.4235,0,0,0.0008665,0.1545,0,0,2.68222
657,1056,1.4234,0,0,0.0008297,0.1532,0,0,2.68222
658,1057,1.4233,0,0,0.0007937,0.1522,0,0,2.68222
659,1058,1.4232,0,0,0.0007584,0.151,0,0,2.68222
660,1059,1.4231,0,0,0.0007239,0.1495,0,0,2.68222
661,1060,1.423,0,0,0.0006901,0.1475,0,0,2.68222
662,1061,1.4229,0,0,0.0006571,0.1457,0,0,2.68222
663,1062,1.4228,0,0,0.0006248,0.1447,0,0,2.68222
664,1063,1.4226,0,0,0.0005933,0.1442,0,0,2.68222
665,1064,1.4225,0,0,0.0005626,0.1438,0,0,2.68222
666,1065,1.4224,0,0,0.0005326,0.1433,0,0,2.68222
667,1066,1.4223,0,0,0.0005034,0.1426,0,0,2.68222
668,1067,1.4222,0,0,0.000475,0.1418,0,0,2.68222
669,1068,1.422,0,0,0.0004473,0.1412,0,0,2.68222
670,1069,1.4219,0,0,0.0004205,0.141,0,0,2.68222
671,1070,1.4218,0,0,0.0003944,0.1409,0,0,2.68222
672,1071,1.4217,0,0,0.0003691,0.1408,0,0,2.68222
673,1072,1.4216,0,0,0.0003446,0.1406,0,0,2.68222
674,1073,1.4215,0,0,0.000321,0.1405,0,0,2.68222
675,1074,1.4214,0,0,0.0002981,0.1408,0,0,2.68222
676,1075,1.4213,0,0,0.000276,0.1414,0,0,2.68222
677,1076,1.4212,0,0,0.0002548,0.1426,0,0,2.68222
678,1077,1.4211,0,0,0.0002344,0.1435,0,0,2.68222
679,1078,1.4209,0,0,0.0002148,0.1438,0,0,2.68222
680,1079,1.4208,0,0,0.000196,0.1439,0,0,2.68222
681,1080,1.4207,0,0,0.000178,0.1443,0,0,2.68222
682,1081,1.4206,0,0,0.0001609,0.1456,0,0,2.68222
683,1082,1.4205,0,0,0.0001446,0.1475,0,0,2.68222
684,1083,1.4203,0,0,0.0001292,0.1498,0,0,2.68222
685,1084,1.4202,0,0,0.0001146,0.1519,0,0,2.68222
686,1085,1.4201,0,0,0.0001009,0.1534,0,0,2.68222
687,1086,1.42,0,0,8.80E-05,0.1547,0,0,2.68222
688,1087,1.4199,0,0,7.60E-05,0.1561,0,0,2.68222
689,1088,1.4197,0,0,6.49E-05,0.158,0,0,2.68222
690,1089,1.4196,0,0,5.46E-05,0.1604,0,0,2.68222
691,1090,1.4195,0,0,4.52E-05,0.1632,0,0,2.68222
692,1091,1.4194,0,0,3.67E-05,0.1659,0,0,2.68222
693,1092,1.4193,0,0,2.90E-05,0.1677,0,0,2.68222
694,1093,1.4191,0,0,2.23E-05,0.1693,0,0,2.68222
695,1094,1.419,0,0,1.64E-05,0.1712,0,0,2.68222
696,1095,1.4189,0,0,1.14E-05,0.1739,0,0,2.68222
697,1096,1.4188,0,0,7.30E-06,0.1777,0,0,2.68222
698,1097,1.4187,0,0,4.11E-06,0.1824,0,0,2.68222
699,1098,1.4185,0,0,1.83E-06,0.1866,0,0,2.68222
700,1099,1.4184,0,0,4.58E-07,0.189,0,0,2.68222
701,1100,1.4183,0,0,0,0.1906,0,0,2.68222
702,1101,1.4182,0,0,0,0.1929,0,0,2.68222
703,1102,1.4181,0,0,0,0.1967,0,0,2.68222
704,1103,1.4179,0,0,0,0.2005,0,0,2.68222
705,1104,1.4178,0,0,0,0.2031,0,0,2.68222
706,1105,1.4177,0,0,0,0.2051,0,0,2.68222
707,1106,1.4176,0,0,0,0.2079,0,0,2.68222
708,1107,1.4175,0,0,0,0.2123,0,0,2.68222
709,1108,1.4173,0,0,0,0.2166,0,0,2.68222
710,1109,1.4172,0,0,0,0.2196,0,0,2.68222
711,1110,1.4171,0,0,0,0.2219,0,0,2.68222
712,1111,1.417,0,0,0,0.2251,0,0,2.68222
713,1112,1.4169,0,0,0,0.2298,0,0,2.68222
714,1113,1.4167,0,0,0,0.2337,0,0,2.68222
715,1114,1.4166,0,0,0,0.2346,0,0,2.68222
716,1115,1.4165,0,0,0,0.2342,0,0,2.68222
717,1116,1.4164,0,0,0,0.2353,0,0,2.68222
718,1117,1.4163,0,0,0,0.2397,0,0,2.68222
719,1118,1.4161,0,0,0,0.245,0,0,2.68222
720,1119,1.416,0,0,0,0.2491,0,0,2.68222
721,1120,1.4159,0,0,0,0.2528,0,0,2.68222
722,1121,1.4158,0,0,0,0.2578,0,0,2.68222
723,1122,1.4157,0,0,0,0.265,0,0,2.68222
724,1123,1.4156,0,0,0,0.2719,0,0,2.68222
725,1124,1.4155,0,0,0,0.2765,0,0,2.68222
726,1125,1.4154,0,0,0,0.2811,0,0,2.68222
727,1126,1.4153,0,0,0,0.2891,0,0,2.68222
728,1127,1.4152,0,0,0,0.3023,0,0,2.68222
729,1128,1.415,0,0,0,0.3164,0,0,2.68222
730,1129,1.4149,0,0,0,0.3271,0,0,2.68222
731,1130,1.4148,0,0,0,0.3378,0,0,2.68222
732,1131,1.4147,0,0,0,0.3533,0,0,2.68222
733,1132,1.4146,0,0,0,0.377,0,0,2.68222
734,1133,1.4145,0,0,0,0.4037,0,0,2.68222
735,1134,1.4144,0,0,0,0.4281,0,0,2.68222
736,1135,1.4143,0,0,0,0.4502,0,0,2.68222
737,1136,1.4142,0,0,0,0.4712,0,0,2.68222
738,1137,1.4141,0,0,0,0.4932,0,0,2.68222
739,1138,1.4139,0,0,0,0.5202,0,0,2.68222
740,1139,1.4138,0,0,0,0.5572,0,0,2.68222
741,1140,1.4137,0,0,0,0.6052,0,0,2.68222
742,1141,1.4136,0,0,0,0.652,0,0,2.68222
743,1142,1.4135,0,0,0,0.6863,0,0,2.68222
744,1143,1.4133,0,0,0,0.7159,0,0,2.68222
745,1144,1.4132,0,0,0,0.7535,0,0,2.68222
746,1145,1.4131,0,0,0,0.8064,0,0,2.68222
747,1146,1.413,0,0,0,0.8597,0,0,2.68222
748,1147,1.4129,0,0,0,0.8981,0,0,2.68222
749,1148,1.4128,0,0,0,0.9253,0,0,2.68222
750,1149,1.4127,0,0,0,0.9493,0,0,2.68222
751,1150,1.4126,0,0,0,0.9769,0,0,2.68222
752,1151,1.4125,0,0,0,1.008,0,0,2.68222
753,1152,1.4124,0,0,0,1.041,0,0,2.68222
754,1153,1.4122,0,0,0,1.073,0,0,2.68222
755,1154,1.4121,0,0,0,1.1,0,0,2.68222
756,1155,1.412,0,0,0,1.119,0,0,2.68222
757,1156,1.4119,0,0,0,1.131,0,0,2.68222
758,1157,1.4118,0,0,0,1.14,0,0,2.68222
759,1158,1.4117,0,0,0,1.15,0,0,2.68222
760,1159,1.4116,0,0,0,1.16,0,0,2.68222
761,1160,1.4115,0,0,0,1.17,0,0,2.68222
762,1161,1.4114,0,0,0,1.181,0,0,2.68222
763,1162,1.4113,0,0,0,1.19,0,0,2.68222
764,1163,1.4111,0,0,0,1.194,0,0,2.68222
765,1164,1.411,0,0,0,1.196,0,0,2.68222
766,1165,1.4109,0,0,0,1.197,0,0,2.68222
767,1166,1.4108,0,0,0,1.2,0,0,2.68222
768,1167,1.4107,0,0,0,1.203,0,0,2.68222
769,1168,1.4106,0,0,0,1.205,0,0,2.68222
770,1169,1.4105,0,0,0,1.206,0,0,2.68222
771,1170,1.4104,0,0,0,1.207,0,0,2.68222
772,1171,1.4103,0,0,0,1.213,0,0,2.68222
