time,precip
1/1/1979,0.7161368
2/1/1979,0.9026133
3/1/1979,0.06839502
4/1/1979,0.50754094
5/1/1979,0.28859532
6/1/1979,0.4404033
7/1/1979,0.72086084
8/1/1979,0.6016827
9/1/1979,0.6283254
10/1/1979,0.56672364
11/1/1979,0.6898949
12/1/1979,0.47735223
1/1/1980,0.24844785
2/1/1980,0.3274386
3/1/1980,0.16328317
4/1/1980,0.20468166
5/1/1980,0.16739069
6/1/1980,0.3702475
7/1/1980,0.8187094
8/1/1980,1.24459
9/1/1980,1.2493445
10/1/1980,0.37222353
11/1/1980,0.61997646
12/1/1980,0.6701714
1/1/1981,0.83465123
2/1/1981,0.42305437
3/1/1981,0.20673771
4/1/1981,0.17497173
5/1/1981,0.36142096
6/1/1981,0.30927727
7/1/1981,0.81982726
8/1/1981,0.8913498
9/1/1981,0.9077469
10/1/1981,0.16596565
11/1/1981,0.25233456
12/1/1981,0.3527712
1/1/1982,0.39170164
2/1/1982,0.3108942
3/1/1982,0.3285014
4/1/1982,0.3566746
5/1/1982,0.321043
6/1/1982,0.34492856
7/1/1982,0.91179246
8/1/1982,0.9236673
9/1/1982,1.1415038
10/1/1982,0.40005922
11/1/1982,0.4420366
12/1/1982,0.30789042
1/1/1983,0.7053516
2/1/1983,0.51183116
3/1/1983,0.05090919
4/1/1983,0.39286238
5/1/1983,0.29592726
6/1/1983,0.6058228
7/1/1983,0.7870345
8/1/1983,0.80273664
9/1/1983,1.1583424
10/1/1983,0.60042155
11/1/1983,0.48024333
12/1/1983,0.38397044
1/1/1984,0.29052597
2/1/1984,0.104626395
3/1/1984,0.4201201
4/1/1984,0.36570805
5/1/1984,0.39878047
6/1/1984,0.48406112
7/1/1984,0.48927286
8/1/1984,0.781051
9/1/1984,0.8665367
10/1/1984,0.21257019
11/1/1984,0.29454377
12/1/1984,0.21465439
1/1/1985,0.10740277
2/1/1985,0.18169855
3/1/1985,0.48504218
4/1/1985,0.35786206
5/1/1985,0.48848826
6/1/1985,0.14141561
7/1/1985,0.258365
8/1/1985,1.1560464
9/1/1985,0.14246386
10/1/1985,0.66936386
11/1/1985,0.53253764
12/1/1985,0.1469565
1/1/1986,0.45764065
2/1/1986,0.5072261
3/1/1986,0.5581479
4/1/1986,0.42354986
5/1/1986,0.32729954
6/1/1986,0.40468708
7/1/1986,0.73943216
8/1/1986,1.0251806
9/1/1986,1.0917124
10/1/1986,0.093458265
11/1/1986,0.14611955
12/1/1986,0.2051185
1/1/1987,0.3291969
2/1/1987,0.53393435
3/1/1987,0.46706635
4/1/1987,0.024606436
5/1/1987,0.23339857
6/1/1987,0.25433305
7/1/1987,0.719581
8/1/1987,1.3773787
9/1/1987,0.17586887
10/1/1987,0.13399328
11/1/1987,0.124178715
12/1/1987,0.2944286
1/1/1988,0.16437507
2/1/1988,0.23644468
3/1/1988,0.0904125
4/1/1988,0.23178807
5/1/1988,0.2473133
6/1/1988,0.85674554
7/1/1988,0.5765371
8/1/1988,1.5762789
9/1/1988,0.5295352
10/1/1988,0.33979324
11/1/1988,0.0781505
12/1/1988,0.28362456
1/1/1989,0.19628683
2/1/1989,0.017816316
3/1/1989,0.024193255
4/1/1989,0.12970786
5/1/1989,0.20061262
6/1/1989,0.2611277
7/1/1989,0.5658934
8/1/1989,1.214603
9/1/1989,1.4209778
10/1/1989,0.23738259
11/1/1989,0.42812395
12/1/1989,0.440227
1/1/1990,0.2048022
2/1/1990,0.6464568
3/1/1990,0.4846299
4/1/1990,0.2710499
5/1/1990,0.3704144
6/1/1990,0.35336712
7/1/1990,0.58014673
8/1/1990,0.8673698
9/1/1990,1.4878879
10/1/1990,0.1094758
11/1/1990,0.4487339
12/1/1990,0.44081295
1/1/1991,0.88214093
2/1/1991,0.10071326
3/1/1991,0.30720627
4/1/1991,0.12665232
5/1/1991,0.7463993
6/1/1991,0.3788061
7/1/1991,0.6778234
8/1/1991,1.3522205
9/1/1991,1.2697556
10/1/1991,0.21764165
11/1/1991,0.29164675
12/1/1991,0.54988694
1/1/1992,0.20957626
2/1/1992,0.22445942
3/1/1992,0.29182172
4/1/1992,0.074890286
5/1/1992,0.19476053
6/1/1992,0.27894592
7/1/1992,1.0444528
8/1/1992,0.85662496
9/1/1992,0.7468334
10/1/1992,0.18272658
11/1/1992,0.0601567
12/1/1992,0.046335734
1/1/1993,0.9490613
2/1/1993,0.583656
3/1/1993,0.02152564
4/1/1993,0.19768167
5/1/1993,0.28557798
6/1/1993,0.21072266
7/1/1993,0.6288597
8/1/1993,0.54798186
9/1/1993,1.2606628
10/1/1993,0.4021251
11/1/1993,0.8722102
12/1/1993,0.01728833
1/1/1994,0.051157843
2/1/1994,0.15396158
3/1/1994,0.10114766
4/1/1994,0.16178407
5/1/1994,0.43722627
6/1/1994,0.39791498
7/1/1994,1.1507983
8/1/1994,1.2997283
9/1/1994,0.9426289
10/1/1994,0.63771653
11/1/1994,0.07943225
12/1/1994,0.34956476
1/1/1995,0.11155837
2/1/1995,0.14054678
3/1/1995,0.21702898
4/1/1995,0.07257875
5/1/1995,0.15300475
6/1/1995,0.58831686
7/1/1995,0.9375939
8/1/1995,1.1150352
9/1/1995,0.6930498
10/1/1995,0.45735547
11/1/1995,0.19823359
12/1/1995,0.21331984
1/1/1996,0.712185
2/1/1996,0.19648203
3/1/1996,0.30388072
4/1/1996,7.81E-06
5/1/1996,0.15479179
6/1/1996,0.3464946
7/1/1996,0.7269791
