dates,Blue,Green,Red,NIR,SWIR1,SWIR2,Thermal,qa,sensor
739039,136,348,482,1269,1038,784,0,4,2
739041,788,915,1144,2038,3352,3061,0,4,8
739084,697,1152,1235,3550,3059,2022,0,0,2
739089,610,1025,1195,3575,2095,1280,0,4,2
