dates,Blue,Green,Red,NIR,SWIR1,SWIR2,Thermal,qa,sensor
738984,594,832,939,3128,3114,1850,0,0,2
738985,629,831,924,3027,2836,1637,0,0,8
738989,582,790,903,2665,2805,1682,0,0,2
