*Hour,Load
1,13702.34
2,13310.36
3,13023.52
4,12754.6
5,12546.93
6,12166.35
7,10699.07
8,9530.74
9,8857.84
10,8298.18
11,8033.46
12,7972.1
13,8213.58
14,8638.63
15,9349.8
16,10035.53
17,10701.9
18,11241.42
19,11983.33
20,13698.15
21,13782.36
22,13710.44
23,13760.73
24,13710.38
25,13396
26,12994.36
27,12649.81
28,12409.73
29,12237.56
30,11903.13
31,10691.81
32,10026.68
33,10360.98
34,10813.01
35,10903.78
36,11014.86
37,11054.81
38,11134.42
39,12201.46
40,13164.47
41,13692.05
42,13617.13
43,12968.02
44,13558.2
45,13698.1
46,13731.53
47,14461.8
48,14430.36
49,12060.8
50,11760.57
51,11896.96
52,11922.06
53,11865.52
54,11538.93
55,9904.05
56,8869.37
57,8201.71
58,7699.14
59,7398.46
60,7213.45
61,7258.39
62,7606.55
63,8338.44
64,9217.3
65,10068.14
66,10549.44
67,10983.93
68,12849.31
69,13116.4
70,13141.32
71,13446.82
72,13467.87
73,13203.6
74,12807
75,12456.54
76,12229.69
77,12046.9
78,11701.9
79,10376.17
80,9777.05
81,10121.91
82,10555.79
83,10515.81
84,10588.84
85,10621.96
86,10870.3
87,11870.23
88,12984.78
89,13663.24
90,13642.17
91,12835.65
92,13658.74
93,13900.77
94,13952.9
95,14823.98
96,14838.61
97,14347.82
98,13857.81
99,13488.09
100,13179.13
101,12986.82
102,12666.08
103,11245.81
104,10551.39
105,10873.81
106,11295.75
107,11138.14
108,11259.29
109,11172.76
110,11401
111,12584.86
112,13631.08
113,14207.27
114,14057.11
115,13130.63
116,13920.01
117,14141.3
118,14197.41
119,15066.89
120,15077.5
121,14620.73
122,14050.57
123,13630.34
124,13372.03
125,13120.48
126,12809.64
127,11446.04
128,10802.7
129,11140.63
130,11628.32
131,11752.92
132,11887.7
133,11909.84
134,11945.34
135,12903.67
136,13829.76
137,14272.29
138,14073.35
139,13314.79
140,14037.62
141,14250.66
142,14212.97
143,15045.18
144,15185.97
145,14727.28
146,14291.02
147,13832.18
148,13509.01
149,13343.32
150,13014.59
151,11589.65
152,10587.1
153,10445.9
154,10370.85
155,10188.78
156,10166.85
157,10257.42
158,10455.31
159,11136.32
160,11770.92
161,12318
162,12526.25
163,12938.21
164,14567.02
165,14626.34
166,14360.07
167,14369.11
168,14183.73
169,13393.21
170,13047.77
171,12725.98
172,12448.69
173,12271.84
174,11926.84
175,10351.31
176,9216
177,8732.16
178,8320.01
179,8088.8
180,8109.78
181,8374.73
182,8806.95
183,9478.78
184,10163.3
185,10745.31
186,11187.31
187,11769.08
188,13605.99
189,13739.11
190,13710.32
191,13852.86
192,13903.46
193,13549.2
194,13151.08
195,12854.08
196,12609.04
197,12489.25
198,12233.3
199,11014.1
200,10243.75
201,10578.11
202,11012.44
203,10970.59
204,10953.18
205,10860.98
206,10926.31
207,11900.56
208,13138.43
209,13879.49
210,13848.75
211,12855.76
212,13522.71
213,13701.59
214,13767.73
215,14625.45
216,14684.13
217,13898.32
218,13457.11
219,13099.74
220,12841.13
221,12713.35
222,12494.44
223,11195.78
224,10324.44
225,10609.66
226,10888.34
227,10741.07
228,10803.21
229,10845.28
230,10959.58
231,11927.36
232,12903.15
233,13470.32
234,13514.26
235,12851.09
236,13567.7
237,13726.59
238,13772.31
239,14591.5
240,14542.09
241,13706.07
242,13212.91
243,12816.42
244,12515.43
245,12336.12
246,12057.67
247,10852.03
248,9877.16
249,10284.16
250,10696.03
251,10684.19
252,10838.41
253,10838.04
254,10904.98
255,12137.69
256,13218.99
257,13898.82
258,13756.51
259,12700.62
260,13261.85
261,13586.29
262,13673.05
263,14565.58
264,14508.07
265,14858.78
266,14357.4
267,13974.78
268,13706.22
269,13498.68
270,13207.33
271,11933.87
272,10950.58
273,11228.72
274,11556.17
275,11586.3
276,11714.91
277,11717.58
278,11921.33
279,12968.6
280,13944.32
281,14602.12
282,14308.42
283,13408.25
284,14111.35
285,14375.65
286,14326.27
287,15123.21
288,15156.17
289,14162.07
290,13664.64
291,13282.38
292,12962.73
293,12759.54
294,12494.28
295,11139.72
296,10311.78
297,10525.77
298,10868.85
299,10853.58
300,10876.11
301,10826.71
302,11021.02
303,12183.22
304,13346.64
305,13966.42
306,13821.47
307,13078.44
308,13931.49
309,14063.64
310,14006.83
311,14801.19
312,14817.28
313,14362.26
314,13856.26
315,13283.89
316,13114.43
317,12950.1
318,12627.72
319,11162.32
320,10101.12
321,9765.31
322,9646.41
323,9514.82
324,9405.49
325,9401.76
326,9633.62
327,10271.66
328,11028.07
329,11769.18
330,12143.62
331,12504.3
332,14204.7
333,14349.36
334,14059.27
335,14026.11
336,13850.26
337,13675.87
338,13296.67
339,12995.38
340,12767.29
341,12571.78
342,12296.96
343,10749.12
344,9440.48
345,8697.68
346,8047.98
347,7708.73
348,7687.99
349,8089.89
350,8591.64
351,9256.15
352,9976.61
353,10878.54
354,11517.34
355,12055.76
356,13730.02
357,14045.34
358,13891.87
359,13988.65
360,14006.48
361,13727.3
362,13348.26
363,13027.87
364,12781.87
365,12610.14
366,12413.48
367,11181.83
368,10441.74
369,10772.93
370,11216.66
371,11164.88
372,11231.53
373,11219.57
374,11313.78
375,12514.23
376,13740.42
377,14463.2
378,14307.27
379,13230.88
380,13790.42
381,14164.39
382,14301.84
383,15293.79
384,15265.24
385,14042.85
386,13565.14
387,13229.2
388,12952.87
389,12756.41
390,12500.06
391,11298.28
392,10517.83
393,10825
394,11010.61
395,10821.07
396,10794.02
397,10845.22
398,11067.89
399,12113.05
400,13114.35
401,13765.66
402,13738.32
403,12889.03
404,13541.6
405,13826.68
406,13896.19
407,14697.87
408,14682.33
409,14259.23
410,13825.15
411,13463.36
412,13158.34
413,13023.84
414,12735.98
415,11487.97
416,10638.37
417,10916.17
418,11282.54
419,11332.57
420,11500.94
421,11442.51
422,11855.26
423,12949.58
424,13815.87
425,14409.06
426,14366.24
427,13537.48
428,14100.63
429,14384.56
430,14501.33
431,15235.5
432,15180.26
433,14655.11
434,14079.06
435,13657.71
436,13403.82
437,13154.18
438,12734.58
439,11414.23
440,10373.76
441,10533.32
442,10794.54
443,10788.45
444,10867.32
445,10869.19
446,10966.37
447,12028.26
448,13420.65
449,14011.83
450,13933.2
451,13088.59
452,13714.26
453,13944.05
454,13979.94
455,14830.59
456,14847.09
457,14362.86
458,13932.98
459,13528.06
460,13223.66
461,13042.41
462,12818.42
463,11534.29
464,10645.04
465,10906.38
466,11251.8
467,11297.61
468,11402.84
469,11351.98
470,11469.26
471,12540.45
472,13491.34
473,14069.07
474,13826.83
475,13051.5
476,13657.06
477,13908.34
478,13904.59
479,14725.43
480,14714.31
481,14290.89
482,13901.49
483,13463.6
484,13122.13
485,12930.25
486,12611.51
487,11299.98
488,10192.21
489,9931.18
490,9999.82
491,10030.74
492,10130.98
493,10326.89
494,10609.78
495,11164.01
496,11827.04
497,12311.63
498,12496.31
499,12771.22
500,14375.21
501,14526.19
502,14355.51
503,14299.59
504,14106.34
505,13656.82
506,13200.21
507,12822.04
508,12582.86
509,12357.19
510,12080.4
511,10750.51
512,9560.47
513,9061.79
514,8711.72
515,8584.78
516,8585.09
517,8822.26
518,9236.68
519,9765.3
520,10384.35
521,10958.55
522,11309.01
523,11756.16
524,13454.96
525,13654.16
526,13676.84
527,13925.58
528,13920.85
529,13565.18
530,13146.63
531,12831
532,12565.36
533,12348.52
534,12097.71
535,11030.93
536,10264.42
537,10727.92
538,11128.35
539,11049.3
540,11156.49
541,11085.32
542,11087.86
543,12090.65
544,13028.65
545,13565.62
546,13445.04
547,12683.76
548,13262.8
549,13673
550,13711.75
551,14599.61
552,14634.01
553,14678.54
554,14192.36
555,13782.16
556,13435.2
557,13176.97
558,12916.86
559,11595.79
560,10667.07
561,10921.08
562,11305.29
563,11188.34
564,11271.51
565,11359.05
566,11627.82
567,12759.48
568,13886.03
569,14613.58
570,14592.44
571,13417.95
572,14000.29
573,14372.27
574,14426.2
575,15389.97
576,15437.26
577,14825.47
578,14244.79
579,13825.78
580,13464.03
581,13243.86
582,13004.92
583,11757.97
584,10817.95
585,11048.21
586,11498.59
587,11462.9
588,11392.6
589,11439.53
590,11698.39
591,12737.45
592,13878.21
593,14574.59
594,14497.93
595,13433.99
596,14180.27
597,14510.15
598,14577.82
599,15500.87
600,15499.43
601,14929.76
602,14402.73
603,14023.09
604,13718.48
605,13526.3
606,13236.88
