Pa1 Ca1 Ca2 Pa2 Ca3 Pa3 Mgi Pa4 Pa5 FeClTi Pa6 CSi Paeps Ti TiOA TiOB FeH Pad FeTi Fe VO Siy CN Sr Pagamma Na FeCr K1A C K1B Mgj Sij SiMg K2A K2B PaB Al Mg1h Mg2h K1 Fe1 Br16 CO1 Br15 Mg3 FeH1 Sih CO2 Fe2 Br13 CO3 FeH2 CO4 Fe3 CO5 All Br11 COMg Br10 FeI Brdelta Ca1k Fe23 Sik Ca2k Ca3k Ca4k MgIk Brgamma Nadk FeA FeB Cad Mg2k CO12
8474 8474 8474 8563 8619 8700 8776 8815 8983 9040 9152 9390 9498 9750 9800 9840 9840 10020 10198 10198 10438 10640 10640 10892 10892 11320 11560 11560 11716 11716 11805 11910 12050 12350 12460 12755 13050 14830 14910 15100 15230 15480 15480 15480 15480 15480 15480 15930 15930 15930 16160 16160 16340 16340 16585 16585 16775 16920 17250 19220 19220 19220 19220 19220 19220 19220 19220 21000 20907 21934 22133 22133 22516 22700 22516
8484 8484 8484 8577 8642 8725 8792 8850 8998 9050 9165 9399 9504 9760 9810 9850 9850 10030 10210 10210 10446 10650 10650 10902 10902 11340 11585 11585 11746 11746 11815 11935 12070 12380 12490 12780 13075 14850 15000 15120 15250 15500 15500 15500 15500 15500 15500 15940 15940 15940 16180 16180 16370 16370 16605 16605 16790 16960 17280 19260 19260 19260 19260 19260 19260 19260 19260 21040 20951 21996 22176 22176 22590 22720 22590
8563 8563 8563 8619 8700 8776 8815 8890 9040 9125 9265 9425 9606 9800 9840 9985 9985 10067 10438 10438 10640 10892 10892 10978 10978 11430 11716 11716 11805 11805 11855 12050 12150 12460 12560 12855 13230 14910 15100 15230 15480 15930 15930 15930 15930 15930 15930 16160 16160 16160 16340 16340 16585 16585 16775 16775 16825 17140 17440 20030 20030 20030 20030 20030 20030 20030 20030 21110 22873 22150 22437 22437 22716 22850 22716
8577 8577 8577 8642 8725 8792 8850 8900 9050 9135 9275 9434 9614 9810 9850 9995 9995 10077 10446 10446 10650 10902 10902 10988 10988 11460 11746 11746 11815 11815 11875 12070 12180 12490 12580 12873 13250 15000 15120 15250 15500 15940 15940 15940 15940 15940 15940 16180 16180 16180 16370 16370 16605 16605 16790 16790 16835 17160 17480 20100 20100 20100 20100 20100 20100 20100 20100 21150 22900 22190 22479 22479 22888 22874 22888
8461 8484 8522 8577 8642 8730 8802 8850 9000 9080 9217 9400 9535 9780 9812 9885 9900 10040 10390 10420 10456 10676 10868 10913 10930 11358 11600 11670 11746 11765 11820 11977 12070 12415 12495 12795 13115 14850 15000 15150 15280 15520 15570 15670 15730 15820 15870 15950 16050 16100 16180 16240 16390 16510 16605 16705 16790 17050 17350 19297 19425 19500 19583 19708 19769 19847 19917 21040 21639 22000 22250 22368 22594 22795 22910
8474 8513 8562 8619 8682 8772 8811 8890 9030 9100 9255 9424 9570 9795 9826 9900 9950 10067 10408 10436 10488 10702 10882 10923 10950 11428 11624 11714 11765 11800 11840 12004 12095 12455 12540 12840 13168 14910 15080 15200 15330 15570 15635 15720 15800 15860 15910 16000 16090 16140 16220 16280 16470 16580 16640 16775 16825 17130 17390 19327 19470 19526 19656 19748 19795 19881 19943 21110 21686 22140 22299 22414 22700 22845 23070
