Hbeta Mg2 Mgb Fe5270 Fe5335 Nad C2_4668 Ca4455 Ca4227 G4300 Fe4383 Fe4531 Fe5015 Mg1 Fe5406 Fe5709 Fe5782 TiO1 TiO2
4827.875 4895.125 5142.625 5233.150000000001 5304.625 5860.625 4611.5 4445.875 4211 4266.375 4359.125 4504.25 4946.5 4895.125 5376.25 5672.875 5765.375 5816.625 6066.625
4847.875 4957.625 5161.375 5248.150000000001 5315.875 5875.625 4630.25 4454.625 4219.75 4282.625 4370.375 4514.25 4977.75 4957.625 5387.5 5696.625 5775.375 5849.125 6141.625
4876.625 5301.125 5191.375 5285.650000000001 5353.375 5922.125 4742.75 4477.125 4241 4318.875 4442.875 4560.5 5054 5301.125 5415 5722.875 5797.875 6038.625 6372.625
4891.625 5366.125 5206.375 5318.150000000001 5363.375 5948.125 4756.5 4492.125 4251 4335.125 4455.375 4579.25 5065.25 5366.125 5425 5736.625 5811.625 6103.625 6415.125
4847.875 5154.125 5160.125 5245.650000000001 5312.125 5876.875 4634 4452.125 4222.25 4281.375 4369.125 4514.25 4977.75 5069.125 5387.5 5696.625 5776.625 5936.625 6189.625
4876.625 5196.625 5192.625 5285.650000000001 5352.125 5909.375 4720.25 4474.625 4234.75 4316.375 4420.375 4559.25 5054 5134.125 5415 5720.375 5796.625 5994.125 6272.125
