Number of Points,Order 3 - Unique,Order 3 - First Derivative,Order 5 - Unique,Order 5 - First Derivative,Order 7 - Unique,Order 7 - First Derivative,Order 9 - Unique,Order 9 - First Derivative
1000,0.0016703631990822032,0.0011140386020997539,0.0015125821984838695,0.001768444001208991,0.0018715767975663767,0.003956302799633704,0.006978641997557133,0.011417198000708595
2000,0.0005344352015526965,0.000908543000696227,0.001336459000594914,0.001763105799909681,0.002308314200490713,0.0053629875998012725,0.01058311219967436,0.02506769220053684
5000,0.000944465200882405,0.0021083735977299512,0.0028467354015447198,0.0041329586005304005,0.0042710189998615535,0.008388751998427323,0.016210163600044326,0.02412624939752277
10000,0.00248615599994082,0.003263545798836276,0.00489758420153521,0.006856347000575624,0.0073457502003293484,0.015492271797847934,0.027112549400771967,0.06006023140216712
20000,0.032367568000336175,0.04646849599957932,0.07015072299982421,0.037340899600530976,0.023497915401821955,0.050440289999824015,0.09474022639915347,0.1475876115990104
50000,0.01582981100073084,0.021516406000591813,0.03389340279973112,0.052774289398803374,0.04119999060058035,0.0868234672001563,0.16178901080274954,0.2734591108019231
100000,0.026383979999809525,0.04360776100074872,0.06631582719855941,0.10074779280112126,0.08268076940148603,0.17929467619978823,0.321175831797882,0.5639814338006545
200000,0.04874601019837428,0.09136066400096751,0.13723785140027758,0.2017466132005211,0.17002169219776989,0.3705398360005347,0.6855255723989103,1.1660605265991761
500000,0.11759609259897844,0.20262402899970766,0.3963711529999273,0.5334181642014301,0.3993688806018326,0.966212452002219,1.8295442761998857,3.299742244198569
1000000,0.22172051599773113,0.37760667740076315,0.6599853368010372,1.0419433806004235,0.7499265671998728,1.808472980398801,3.695919604197843,6.697844455600716
2000000,0.40715778039884754,0.7704937111993786,1.349111696597538,2.164717517598183,1.503120493001188,3.796584887400968,14.193252529200981,30.946387015198706
5000000,2.0757570532005047,3.8887331867998,6.660040048402152,10.946849321998888,8.066675366600975,20.171311477202106,41.07549463479954,73.53547864359862
