Amplicon_number,SNP_coverage(%)
1,3.2322426177174783
2,7.10295291300878
3,9.098164405426976
4,9.45730247406225
5,18.954509177972863
6,19.11412609736632
7,19.353551476456506
8,19.752593774940145
9,19.79249800478851
10,19.832402234636874
11,19.872306464485234
12,22.785315243415802
13,23.743016759776538
14,23.902633679169995
15,28.33200319233839
16,28.691141260973662
17,28.930566640063848
18,33.04070231444533
19,33.24022346368715
20,39.10614525139665
21,44.33359936153232
22,50.119712689545096
23,50.319233838786914
24,50.59856344772547
25,51.117318435754186
26,51.23703112529928
27,52.03511572226655
28,52.19473264166001
29,52.23463687150838
30,56.78371907422187
31,56.90343176376695
32,60.05586592178771
33,64.0462889066241
34,64.44533120510773
35,64.4852354349561
36,64.52513966480447
37,66.04150039904229
38,66.24102154828412
39,69.31364724660814
40,69.55307262569832
41,69.59297685554668
42,70.19154030327215
43,73.82282521947326
44,74.26177174780527
45,74.38148443735035
46,74.54110135674381
47,75.09976057462092
48,75.37909018355946
49,75.41899441340783
50,79.0901835594573
51,82.32242617717478
52,82.36233040702314
53,85.39505187549881
54,85.43495610534717
55,85.55466879489227
56,85.79409417398244
57,85.87390263367917
58,87.70949720670392
59,90.34317637669594
60,91.42059058260176
61,92.2585794094174
62,92.37829209896249
63,92.45810055865921
64,92.53790901835595
65,92.61771747805267
66,92.65762170790104
67,92.89704708699122
68,94.1340782122905
69,94.33359936153232
70,94.3735035913807
71,94.73264166001596
72,94.85235434956105
73,94.93216280925778
74,94.97206703910615
75,95.77015163607342
76,95.88986432561852
77,96.04948124501198
78,96.08938547486034
79,96.32881085395051
80,96.48842777334397
81,96.72785315243416
82,96.84756584197926
83,97.08699122106943
84,97.16679968076616
85,97.20670391061452
86,97.32641660015962
87,97.44612928970471
88,97.5658419792498
89,97.60574620909817
90,97.72545889864325
91,97.76536312849163
92,97.88507581803671
93,98.04469273743017
94,98.08459696727854
95,98.20430965682363
96,98.28411811652035
97,98.32402234636871
98,98.40383080606544
99,98.4437350359138
100,98.52354349561054
101,98.60335195530726
102,98.683160415004
103,98.76296887470072
104,98.84277733439745
105,98.88268156424581
106,98.92258579409418
107,98.96249002394254
108,99.00239425379091
109,99.04229848363927
110,99.08220271348763
111,99.122106943336
112,99.16201117318437
113,99.20191540303273
114,99.24181963288109
115,99.28172386272945
116,99.32162809257782
117,99.36153232242619
118,99.40143655227453
119,99.4413407821229
120,99.48124501197127
121,99.52114924181963
122,99.56105347166799
123,99.60095770151636
124,99.64086193136473
125,99.68076616121309
126,99.72067039106145
127,99.80047885075818
128,99.96009577015164
129,100.0
