Amplicon_number,SNP_coverage(%)
1,3.2721468475658417
2,11.372705506783719
3,29.329608938547487
4,32.44213886671987
5,32.80127693535515
6,32.960893854748605
7,33.04070231444533
8,33.28012769353552
9,33.719074221867515
10,33.75897845171588
11,34.19792498004789
12,39.185953711093376
13,50.95770151636073
14,51.31683958499601
15,51.71588188347965
16,56.18515562649641
17,56.38467677573823
18,56.70391061452514
19,57.22266560255387
20,57.821229050279335
21,58.61931364724661
22,58.81883479648843
23,64.36552274541101
24,64.40542697525937
25,68.23623304070232
26,68.99441340782123
27,69.11412609736632
28,75.61851556264965
29,75.77813248204309
30,82.9608938547486
31,87.82920989624901
32,88.42777334397447
33,88.66719872306464
34,88.9465283320032
35,88.98643256185156
36,93.57541899441341
37,93.61532322426177
38,93.89465283320033
39,94.33359936153232
40,94.41340782122904
41,95.53072625698324
42,95.65043894652833
43,96.04948124501198
44,96.40861931364725
45,96.64804469273743
46,96.76775738228253
47,97.0071827613727
48,97.32641660015962
49,97.44612928970471
50,97.60574620909817
51,97.64565043894653
52,97.76536312849163
53,97.92498004788509
54,98.20430965682363
55,98.24421388667199
56,98.36392657621708
57,98.40383080606544
58,98.52354349561054
59,98.5634477254589
60,98.64325618515562
61,98.76296887470072
62,98.88268156424581
63,98.92258579409418
64,99.00239425379091
65,99.08220271348763
66,99.16201117318437
67,99.24181963288109
68,99.28172386272945
69,99.32162809257782
70,99.36153232242619
71,99.40143655227453
72,99.4413407821229
73,99.48124501197127
74,99.52114924181963
75,99.56105347166799
76,99.60095770151636
77,99.64086193136473
78,99.68076616121309
79,99.72067039106145
80,99.76057462090981
81,99.80047885075818
82,99.84038308060654
83,100.0
