Amplicon_number,SNP_coverage(%)
1,15.962782447981876
2,30.527484647946103
3,42.90861801705121
4,54.823227806593934
5,63.385724080367254
6,69.60479639897454
7,76.08172360341024
8,81.75825731830919
9,84.9702647111429
10,87.92739819948727
11,90.12848029571336
12,92.04748703273118
13,93.48208430215227
14,94.13715495141001
15,94.76539676861623
16,95.36420139509927
17,95.92909735885054
18,96.37922554104811
19,96.80513324986586
20,97.12223513980803
21,97.51721516723305
22,97.8305908305014
23,98.02509986287485
24,98.21066595123115
25,98.43833840100162
26,98.59782090264116
27,98.73643653490728
28,98.88883920586657
29,99.01143206343528
