Amplicon_number,SNP_coverage(%)
1,3.35195530726257
2,13.32801276935355
3,31.48443735035914
4,34.79648842777334
5,35.15562649640862
6,35.31524341580207
7,35.3950518754988
8,35.67438148443735
9,36.15323224261772
10,36.19313647246608
11,36.671987230646444
12,41.66001596169194
13,56.22505985634477
14,56.58419792498005
15,56.94333599361532
16,64.68475658419793
17,64.88427773343975
18,65.20351157222666
19,65.76217079010375
20,66.3607342378292
21,67.11891460494812
22,67.31843575418995
23,67.35833998403831
24,67.43814844373503
25,75.219473264166
26,75.97765363128491
27,84.43735035913807
28,84.51715881883479
29,84.87629688747008
30,85.47486033519553
31,87.66959297685555
32,87.74940143655228
33,88.02873104549083
34,88.06863527533919
35,91.46049481245012
36,91.73982442138868
37,91.8196328810854
38,92.97685554668796
39,95.73024740622506
40,95.84996009577014
41,95.92976855546688
42,96.28890662410215
43,96.48842777334397
44,96.84756584197926
45,96.96727853152434
46,97.20670391061452
47,97.32641660015962
48,97.44612928970471
49,97.64565043894653
50,97.88507581803671
51,98.36392657621708
52,98.40383080606544
53,98.52354349561054
54,98.5634477254589
55,98.683160415004
56,98.84277733439745
57,98.88268156424581
58,98.92258579409418
59,99.00239425379091
60,99.122106943336
61,99.16201117318437
62,99.24181963288109
63,99.32162809257782
64,99.40143655227453
65,99.48124501197127
66,99.56105347166799
67,99.64086193136473
68,99.68076616121309
69,99.72067039106145
70,99.76057462090981
71,99.80047885075818
72,99.84038308060654
73,99.8802873104549
74,99.92019154030328
75,99.96009577015164
76,100.0
