*Hour,Exports_price
1,35.58673469
2,35.31802721
3,35.17517007
4,35.63265306
5,35.33673469
6,34.33503401
7,31.60884354
8,31.59693878
9,31.58673469
10,32.54081633
11,32.89455782
12,33.71088435
13,33.67517007
14,33.03911565
15,32.90986395
16,32.84013605
17,33.30102041
18,34.48639456
19,35.83503401
20,37.07482993
21,37.42006803
22,37.41156463
23,37.25
24,36.93877551
25,46.57653061
26,45.74829932
27,45.49489796
28,45.55782313
29,45.56632653
30,45.4744898
31,44.66156463
32,45.35884354
33,45.68877551
34,46.45578231
35,47.20238095
36,47.67857143
37,47.63435374
38,47.63605442
39,47.63945578
40,47.64285714
41,47.73639456
42,47.94557823
43,49.12585034
44,49.72959184
45,49.84183673
46,49.63265306
47,49.25510204
48,48.85544218
49,46.0170068
50,45.29591837
51,45.10034014
52,45.1207483
53,45.10544218
54,45.05442177
55,43.70918367
56,42.19897959
57,42.18027211
58,44.11054422
59,44.10034014
60,45.12755102
61,45.12755102
62,45.12755102
63,45.12755102
64,45.12755102
65,45.52891156
66,46.53401361
67,48.10034014
68,49.72278912
69,49.78231293
70,49.78231293
71,48.50170068
72,47.71768707
73,45.65646259
74,45.54931973
75,45.47619048
76,45.46938776
77,45.47108844
78,45.47619048
79,45.44047619
80,47.74489796
81,50.32312925
82,50.6122449
83,50.6462585
84,50.68877551
85,50.68877551
86,50.79251701
87,51.16836735
88,51.20918367
89,51.14965986
90,50.72108844
91,50.75510204
92,50.80952381
93,51.01190476
94,51.00510204
95,50.79421769
96,50.3452381
97,49.23469388
98,48.29081633
99,47.53401361
100,47.53911565
101,47.77040816
102,47.7755102
103,47.8452381
104,48.81632653
105,49.94897959
106,50.50510204
107,50.50170068
108,50.4914966
109,50.28231293
110,50.45578231
111,50.76530612
112,50.86734694
113,50.80782313
114,50.54251701
115,50.37244898
116,50.49829932
117,50.62414966
118,50.57993197
119,50.5
120,50.42176871
121,49.73129252
122,48.04761905
123,46.59183673
124,46.19727891
125,46.44897959
126,46.53571429
127,46.77721088
128,48.45578231
129,50.09013605
130,50.54591837
131,50.53401361
132,50.53401361
133,50.52380952
134,50.53571429
135,51.33673469
136,51.63945578
137,52.06122449
138,50.78231293
139,50.47108844
140,51.41326531
141,51.25340136
142,51.25680272
143,50.76190476
144,50.27721088
145,51.51870748
146,50.1207483
147,49.75170068
148,49.65986395
149,49.75170068
150,49.7670068
151,49.78231293
152,50.08163265
153,51.6462585
154,53.96938776
155,54.86394558
156,54.91496599
157,53.69217687
158,54.25340136
159,56.8962585
160,56.21258503
161,55.40986395
162,53.39965986
163,51.39455782
164,53.91326531
165,54.15646259
166,54.28741497
167,53.58673469
168,51.55952381
169,51.23639456
170,48.79591837
171,48.25170068
172,47.91666667
173,48.19217687
174,48.27891156
175,48.38945578
176,48.79591837
177,49.53061224
178,50.98809524
179,51.52040816
180,51.12755102
181,50.0170068
182,51.24829932
183,52.95238095
184,52.42857143
185,51.70748299
186,49.66156463
187,49.54761905
188,50.18707483
189,50.7414966
190,51.05612245
191,50.45748299
192,48.61394558
193,62.34013605
194,60.78401361
195,60.16666667
196,59.80102041
197,59.78571429
198,59.48979592
199,59.45748299
200,60.0170068
201,60.48129252
202,60.55102041
203,60.45918367
204,60.37414966
205,60.31122449
206,60.21088435
207,60.1547619
208,60.06122449
209,59.87755102
210,59.54591837
211,60.2414966
212,61.22959184
213,61.26190476
214,60.8877551
215,60.21258503
216,59.55952381
217,60.9744898
218,59.34693878
219,58.42687075
220,57.33843537
221,57.42176871
222,57.17687075
223,56.40816327
224,56.18877551
225,56.21768707
226,57.15646259
227,57.19387755
228,57.22108844
229,57.20238095
230,57.16326531
231,57.21768707
232,57.12755102
233,57.31802721
234,59.15306122
235,59.8962585
236,60.85544218
237,61.47278912
238,62.01530612
239,61.2244898
240,60.14285714
241,62.8452381
242,61.79081633
243,60.74489796
244,59.80102041
245,60.21938776
246,60.19897959
247,59.94557823
248,61.87585034
249,63.05102041
250,65.60204082
251,66.35714286
252,66.92346939
253,66.16496599
254,66.13945578
255,67.0952381
256,67.4914966
257,67.20408163
258,65.43537415
259,63.69727891
260,66.30952381
261,66.84353741
262,67.34353741
263,66.20748299
264,64.69217687
265,69.59183673
266,63.40306122
