fn,bs_status,bs_median_s,bs_cv,speedup_bs_vs_numpy,numpy_status,numpy_median_s,numpy_cv,speedup_bs_vs_pandas,pandas_status,pandas_median_s,pandas_cv,speedup_bs_vs_scipy,scipy_status,scipy_median_s,scipy_cv,status,bs_error,bs_mean_s,bs_summary,numpy_error,numpy_mean_s,numpy_summary,pandas_error,pandas_mean_s,pandas_summary,scipy_error,scipy_mean_s,scipy_summary
mean_np,ok,0.0001886999816633761,0.06604506205780482,0.5310016746657223,ok,0.0001002000062726438,0.010479594415866489,,error,,,,error,,,ok,,0.00018519999381775656,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",,0.00010023333985979359,"{'kind': 'scalar', 'v': 0.00013067555263736723, 'isfinite': True}",NotImplementedError('pandas baseline not defined for this fn'),,,NotImplementedError('scipy baseline not defined for this fn'),,
std_np,ok,0.0005805999971926212,0.017921261301327224,2.3105408801046496,ok,0.001341500028502196,0.009056564594451,,error,,,,error,,,ok,,0.000578766669301937,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",,0.001346500008367002,"{'kind': 'scalar', 'v': 1.0012024384593414, 'isfinite': True}",NotImplementedError('pandas baseline not defined for this fn'),,,NotImplementedError('scipy baseline not defined for this fn'),,
var_np,ok,0.0007382000330835581,0.2965120922441215,1.5047412195695062,ok,0.001110800018068403,0.1438239885933445,,error,,,,error,,,ok,,0.0007110000199948748,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",,0.001135333344185104,"{'kind': 'scalar', 'v': 1.0024063227769315, 'isfinite': True}",NotImplementedError('pandas baseline not defined for this fn'),,,NotImplementedError('scipy baseline not defined for this fn'),,
zscore_np,ok,0.0026780000189319253,0.19631844135288468,2.036295736647504,ok,0.005453200021293014,0.41553002330057986,,error,,,,error,,,ok,,0.002505000001595666,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",,0.005390600010287017,"{'kind': 'array', 'shape': [200000], 'nan': 0, 'mean': 1.3997691894473973e-17, 'std': 0.9999974999968749, 'min': -4.588603357796332, 'max': 4.726144115633863}",NotImplementedError('pandas baseline not defined for this fn'),,,NotImplementedError('scipy baseline not defined for this fn'),,
percentile_np,ok,0.0029414999880827963,0.3228647239305905,2.0570457242302473,ok,0.00605079997330904,0.15450700416820548,,error,,,,error,,,ok,,0.003101833339314908,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",,0.006047966637803863,"{'kind': 'scalar', 'v': 1.6449288510640006, 'isfinite': True}",NotImplementedError('pandas baseline not defined for this fn'),,,NotImplementedError('scipy baseline not defined for this fn'),,
iqr_np,ok,0.023724100028630346,0.04869841513395277,,error,,,,error,,,,error,,,ok,,0.02372563335423668,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",NotImplementedError('numpy baseline not defined for this fn'),,,NotImplementedError('pandas baseline not defined for this fn'),,,NotImplementedError('scipy baseline not defined for this fn'),,
iqr_width_np,ok,0.007772599987220019,0.09412853963893796,,error,,,,error,,,,error,,,ok,,0.008136266667861491,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",NotImplementedError('numpy baseline not defined for this fn'),,,NotImplementedError('pandas baseline not defined for this fn'),,,NotImplementedError('scipy baseline not defined for this fn'),,
mad_np,ok,0.021559399960096925,0.1318759472111353,,error,,,,error,,,,error,,,ok,,0.021521299980425585,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",NotImplementedError('numpy baseline not defined for this fn'),,,NotImplementedError('pandas baseline not defined for this fn'),,,NotImplementedError('scipy baseline not defined for this fn'),,
skew_np,ok,0.0015076000127010047,0.03778492033240543,,error,,,,error,,,4.591801522843051,ok,0.006922600034158677,0.10267489835937467,ok,,0.001523466664366424,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",NotImplementedError('numpy baseline not defined for this fn'),,,NotImplementedError('pandas baseline not defined for this fn'),,,,0.006576000033722569,"{'kind': 'scalar', 'v': -0.0035784432046435254, 'isfinite': True}"
kurtosis_np,ok,0.0010316999978385866,0.3301679184796349,,error,,,,error,,,7.877483790630479,ok,0.008127200009766966,0.10752886914983263,ok,,0.001267799991182983,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",NotImplementedError('numpy baseline not defined for this fn'),,,NotImplementedError('pandas baseline not defined for this fn'),,,,0.007731900007153551,"{'kind': 'scalar', 'v': 0.007905055950537587, 'isfinite': True}"
