fn,bs_status,bs_median_s,bs_cv,speedup_bs_vs_numpy,numpy_status,numpy_median_s,numpy_cv,speedup_bs_vs_pandas,pandas_status,pandas_median_s,pandas_cv,speedup_bs_vs_scipy,scipy_status,scipy_median_s,scipy_cv,status,bs_error,bs_mean_s,bs_summary,numpy_error,numpy_mean_s,numpy_summary,pandas_error,pandas_mean_s,pandas_summary,scipy_error,scipy_mean_s,scipy_summary
mean_np,ok,0.002146199927665293,0.2889279234581156,0.47167088754942377,ok,0.001012300024740398,0.2941825707190616,,error,,,,error,,,ok,,0.002178757135490222,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",,0.0010731143078633717,"{'kind': 'scalar', 'v': 0.001721619316270747, 'isfinite': True}",NotImplementedError('pandas baseline not defined for this fn'),,,NotImplementedError('scipy baseline not defined for this fn'),,
std_np,ok,0.002966500003822148,0.3490092337652967,2.7544580907000347,ok,0.008171099936589599,0.09146564410502908,,error,,,,error,,,ok,,0.003148142863730235,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",,0.008378757147251495,"{'kind': 'scalar', 'v': 1.0011701055745388, 'isfinite': True}",NotImplementedError('pandas baseline not defined for this fn'),,,NotImplementedError('scipy baseline not defined for this fn'),,
var_np,ok,0.0034908000379800797,0.30253270355952927,2.3147702121381415,ok,0.008080399944446981,0.15301696911820617,,error,,,,error,,,ok,,0.0034752857172861695,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",,0.008560314258959676,"{'kind': 'scalar', 'v': 1.0023415802961333, 'isfinite': True}",NotImplementedError('pandas baseline not defined for this fn'),,,NotImplementedError('scipy baseline not defined for this fn'),,
zscore_np,ok,0.010220499942079186,0.04598113710435763,1.6455750798470947,ok,0.016818600008264184,0.05600345514019771,,error,,,,error,,,ok,,0.010325114275994045,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",,0.017038628575392067,"{'kind': 'array', 'shape': [500000], 'nan': 0, 'mean': -1.8278711877428578e-17, 'std': 0.9999989999995, 'min': -4.590340631550035, 'max': 4.7247076625452475}",NotImplementedError('pandas baseline not defined for this fn'),,,NotImplementedError('scipy baseline not defined for this fn'),,
percentile_np,ok,0.012669299961999059,0.07506464543867393,1.287592846349068,ok,0.016312899999320507,0.07677334543759169,,error,,,,error,,,ok,,0.012651971441560559,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",,0.01632825714269919,"{'kind': 'scalar', 'v': 1.646569995208225, 'isfinite': True}",NotImplementedError('pandas baseline not defined for this fn'),,,NotImplementedError('scipy baseline not defined for this fn'),,
iqr_np,ok,0.07003709999844432,0.16924778828439474,,error,,,,error,,,,error,,,ok,,0.06718505712758217,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",NotImplementedError('numpy baseline not defined for this fn'),,,NotImplementedError('pandas baseline not defined for this fn'),,,NotImplementedError('scipy baseline not defined for this fn'),,
iqr_width_np,ok,0.07924570003524423,0.04803959382327459,,error,,,,error,,,,error,,,ok,,0.07875254284590483,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",NotImplementedError('numpy baseline not defined for this fn'),,,NotImplementedError('pandas baseline not defined for this fn'),,,NotImplementedError('scipy baseline not defined for this fn'),,
mad_np,ok,0.09441750007681549,0.06064051774739075,,error,,,,error,,,,error,,,ok,,0.09392387147194572,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",NotImplementedError('numpy baseline not defined for this fn'),,,NotImplementedError('pandas baseline not defined for this fn'),,,NotImplementedError('scipy baseline not defined for this fn'),,
skew_np,ok,0.008779400028288364,0.057515762295491615,,error,,,,error,,,3.8872701913234904,ok,0.034127900027669966,0.04506949197243829,ok,,0.008853200008161366,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",NotImplementedError('numpy baseline not defined for this fn'),,,NotImplementedError('pandas baseline not defined for this fn'),,,,0.03477641432878694,"{'kind': 'scalar', 'v': -0.0019433392435526738, 'isfinite': True}"
kurtosis_np,ok,0.0054697999730706215,0.4085011231847901,,error,,,,error,,,9.087900889862736,ok,0.04970900004263967,0.17939161241732465,ok,,0.00536595712349351,"{'error': 'TypeError(""float() argument must be a string or a real number, not \'dict\'"")'}",NotImplementedError('numpy baseline not defined for this fn'),,,NotImplementedError('pandas baseline not defined for this fn'),,,,0.05173398570955864,"{'kind': 'scalar', 'v': 0.003327354565533014, 'isfinite': True}"
