Amplicon_ID,Num_SNP_covered
-,1377
A2-ns,961
A2-sp,259
A3-sp,204
A1-ns,158
A1-sp,137
A10-ns,124
A3-ns,87
A5-sp,78
"A3-sp,A5-sp",48
A8-ns,17
"A2-sp,A3-sp",16
A9-ns,13
A4-ns,11
A13-ns,10
A12-ns,10
A5-ns,8
"A1-sp,A2-sp",7
A4-sp,6
A6-ns,3
A7-ns,2
A11-ns,1
