Time,CTA AUDITOIRE 240P:DesPer 1:Des Heat Mass Flow [kg/s],CTA AUDITOIRE 240P:DesPer 1:Des Heat Cap [W],CTA AUDITOIRE 240P:DesPer 1:Des Cool Mass Flow [kg/s],CTA AUDITOIRE 240P:DesPer 1:Des Sens Cool Cap [W],CTA AUDITOIRE 240P:DesPer 1:Des Tot Cool Cap [W],CTA AUDITOIRE 240P:DesPer 2:Des Heat Mass Flow [kg/s],CTA AUDITOIRE 240P:DesPer 2:Des Heat Cap [W],CTA AUDITOIRE 240P:DesPer 2:Des Cool Mass Flow [kg/s],CTA AUDITOIRE 240P:DesPer 2:Des Sens Cool Cap [W],CTA AUDITOIRE 240P:DesPer 2:Des Tot Cool Cap [W],CTA AUDITOIRE 240P:DesPer 3:Des Heat Mass Flow [kg/s],CTA AUDITOIRE 240P:DesPer 3:Des Heat Cap [W],CTA AUDITOIRE 240P:DesPer 3:Des Cool Mass Flow [kg/s],CTA AUDITOIRE 240P:DesPer 3:Des Sens Cool Cap [W],CTA AUDITOIRE 240P:DesPer 3:Des Tot Cool Cap [W]
00:15:00,3.325589E+00,8.231891E+04,1.007589E+01,0.000000E+00,5.806067E+04,3.325589E+00,6.728105E+04,1.007589E+01,3.914771E+04,1.640694E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
00:30:00,3.325589E+00,8.282519E+04,1.023768E+01,0.000000E+00,5.458629E+04,3.325589E+00,6.778733E+04,1.023768E+01,3.821777E+04,1.651002E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
00:45:00,3.325589E+00,8.333146E+04,1.039918E+01,0.000000E+00,5.099716E+04,3.325589E+00,6.829360E+04,1.039918E+01,3.723751E+04,1.660754E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
01:00:00,3.325589E+00,8.383774E+04,1.056035E+01,0.000000E+00,4.729451E+04,3.325589E+00,6.879988E+04,1.056035E+01,3.620697E+04,1.669948E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
01:15:00,3.325589E+00,8.417525E+04,1.054357E+01,0.000000E+00,4.424317E+04,3.325589E+00,6.913739E+04,1.054357E+01,3.507936E+04,1.656283E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
01:30:00,3.325589E+00,8.451277E+04,1.052713E+01,0.000000E+00,4.121408E+04,3.325589E+00,6.947491E+04,1.052713E+01,3.395627E+04,1.642707E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
01:45:00,3.325589E+00,8.485029E+04,1.051102E+01,0.000000E+00,3.820679E+04,3.325589E+00,6.981243E+04,1.051102E+01,3.283754E+04,1.629216E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
02:00:00,3.325589E+00,8.518780E+04,1.049522E+01,0.000000E+00,3.522082E+04,3.325589E+00,7.014994E+04,1.049522E+01,3.172301E+04,1.615805E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
02:15:00,3.325589E+00,8.544094E+04,1.047971E+01,0.000000E+00,3.298296E+04,3.325589E+00,7.040308E+04,1.047971E+01,3.087842E+04,1.605207E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
02:30:00,3.325589E+00,8.569408E+04,1.046447E+01,0.000000E+00,3.075864E+04,3.325589E+00,7.065622E+04,1.046447E+01,3.003698E+04,1.594677E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
02:45:00,3.325589E+00,8.594721E+04,1.044949E+01,0.000000E+00,2.854759E+04,3.325589E+00,7.090936E+04,1.044949E+01,2.919859E+04,1.584209E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
03:00:00,3.325589E+00,8.620035E+04,1.043475E+01,0.000000E+00,2.634957E+04,3.325589E+00,7.116249E+04,1.043475E+01,2.836314E+04,1.573801E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
03:15:00,3.325589E+00,8.645349E+04,1.042025E+01,0.000000E+00,2.416434E+04,3.325589E+00,7.141563E+04,1.042024E+01,2.753054E+04,1.563451E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
03:30:00,3.325589E+00,8.670663E+04,1.040596E+01,0.000000E+00,2.199169E+04,3.325589E+00,7.166877E+04,1.040596E+01,2.670071E+04,1.553157E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
03:45:00,3.325589E+00,8.695976E+04,1.039188E+01,0.000000E+00,1.983140E+04,3.325589E+00,7.192190E+04,1.039188E+01,2.587358E+04,1.542915E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
04:00:00,3.325589E+00,8.721290E+04,1.037800E+01,0.000000E+00,1.768329E+04,3.325589E+00,7.217504E+04,1.037800E+01,2.504907E+04,1.532726E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
04:15:00,3.325589E+00,8.738166E+04,1.036431E+01,0.000000E+00,1.625076E+04,3.325589E+00,7.234380E+04,1.036431E+01,2.449009E+04,1.525292E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
04:30:00,3.325589E+00,8.755042E+04,1.035080E+01,0.000000E+00,1.482488E+04,3.325589E+00,7.251256E+04,1.035080E+01,2.393291E+04,1.513495E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
04:45:00,3.325589E+00,8.771918E+04,1.033746E+01,0.000000E+00,1.340555E+04,3.325589E+00,7.268132E+04,1.033746E+01,2.337749E+04,1.494867E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
05:00:00,3.325589E+00,8.788793E+04,1.032429E+01,0.000000E+00,1.199267E+04,3.325589E+00,7.285007E+04,1.032428E+01,2.282378E+04,1.476339E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
05:15:00,3.325589E+00,8.771918E+04,1.031127E+01,0.000000E+00,1.337158E+04,3.325589E+00,7.268132E+04,1.031127E+01,2.331825E+04,1.491079E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
05:30:00,3.325589E+00,8.755042E+04,1.029840E+01,0.000000E+00,1.474982E+04,3.325589E+00,7.251256E+04,1.029840E+01,2.381174E+04,1.505832E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
05:45:00,3.325589E+00,8.738166E+04,1.028567E+01,0.000000E+00,1.612745E+04,3.325589E+00,7.234380E+04,1.028567E+01,2.430427E+04,1.513718E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
06:00:00,3.325589E+00,8.721290E+04,1.027308E+01,0.000000E+00,1.750452E+04,3.325589E+00,7.217504E+04,1.027308E+01,2.479583E+04,1.517231E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
06:15:00,3.325589E+00,8.662225E+04,1.026063E+01,0.000000E+00,2.238709E+04,3.325589E+00,7.158439E+04,1.026062E+01,2.658814E+04,1.534143E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
06:30:00,3.325589E+00,8.603159E+04,1.024830E+01,0.000000E+00,2.729087E+04,3.325589E+00,7.099373E+04,1.024829E+01,2.837638E+04,1.551031E+05,3.325589E+00,1.533862E+05,3.325589E+00,0.000000E+00,0.000000E+00
