Time,TZ_AMPHITHEATER:PARIS_ ORLY ANN HTG 99.6% CONDNS DB:Des Heat Load [W],TZ_AMPHITHEATER:PARIS_ ORLY ANN CLG .4% CONDNS DP=>MDB:Des Sens Cool Load [W],TZ_AMPHITHEATER:PARIS_ ORLY ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],TZ_AMPHITHEATER:PARIS_ ORLY ANN CLG .4% CONDNS DP=>MDB:Des Cool Mass Flow [kg/s],TZ_AMPHITHEATER::Des Latent Heat Load [W],TZ_AMPHITHEATER::Des Latent Cool Load [W],TZ_AMPHITHEATER::Des Latent Heat Mass Flow [kg/s],TZ_AMPHITHEATER::Des Latent Cool Mass Flow [kg/s],TZ_AMPHITHEATER::Des Heat Load No DOAS [W],TZ_AMPHITHEATER::Des Sens Cool Load No DOAS [W],TZ_AMPHITHEATER::Des Latent Heat Load No DOAS [W],TZ_AMPHITHEATER::Des Latent Cool Load No DOAS [W],TZ_AMPHITHEATER:PARIS_ ORLY ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],TZ_AMPHITHEATER:PARIS_ ORLY ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],TZ_AMPHITHEATER:PARIS_ ORLY ANN CLG .4% CONDNS DP=>MDB:Cooling Zone Temperature [C],TZ_AMPHITHEATER:PARIS_ ORLY ANN CLG .4% CONDNS DP=>MDB:Cooling Zone Relative Humidity [%]
00:15:00,0.000000E+00,1.801955E+04,0.000000E+00,8.761643E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.123177E+01,1.473923E+01,1.574268E-02,1.000000E+02
00:30:00,0.000000E+00,1.831096E+04,0.000000E+00,8.902331E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.122871E+01,1.474199E+01,1.571761E-02,1.000000E+02
00:45:00,0.000000E+00,1.860183E+04,0.000000E+00,9.042763E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.122566E+01,1.474476E+01,1.569319E-02,1.000000E+02
01:00:00,0.000000E+00,1.889212E+04,0.000000E+00,9.182912E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.122261E+01,1.474752E+01,1.566930E-02,1.000000E+02
01:15:00,0.000000E+00,1.886187E+04,0.000000E+00,9.168320E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.121956E+01,1.475027E+01,1.564596E-02,1.000000E+02
01:30:00,0.000000E+00,1.883225E+04,0.000000E+00,9.154028E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.121652E+01,1.475303E+01,1.562308E-02,1.000000E+02
01:45:00,0.000000E+00,1.880321E+04,0.000000E+00,9.140021E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.121348E+01,1.475578E+01,1.560070E-02,1.000000E+02
02:00:00,0.000000E+00,1.877473E+04,0.000000E+00,9.126280E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.121044E+01,1.475853E+01,1.557872E-02,1.000000E+02
02:15:00,0.000000E+00,1.874678E+04,0.000000E+00,9.112791E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.120741E+01,1.476127E+01,1.555717E-02,1.000000E+02
02:30:00,0.000000E+00,1.871931E+04,0.000000E+00,9.099538E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.120438E+01,1.476402E+01,1.553599E-02,1.000000E+02
02:45:00,0.000000E+00,1.869232E+04,0.000000E+00,9.086512E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.120136E+01,1.476676E+01,1.551519E-02,1.000000E+02
