Amplicon_ID,Num_SNP_covered
A2-mb,961
A14-mb,357
A3-gb,308
A2-gb,296
-,260
A18-mb,242
A1-mb,160
A26-mb,149
A10-mb,136
A1-gb,116
A15-mb,98
A3-mb,89
A23-mb,83
"A14-mb,A23-mb",33
"A14-mb,A18-mb",29
A21-mb,24
"A1-gb,A2-gb",19
A8-mb,17
A20-mb,16
A19-mb,14
"A15-mb,A18-mb",13
A29-mb,11
A4-mb,11
A12-mb,11
A13-mb,10
"A2-gb,A3-gb",10
A5-mb,9
"A9-mb,A12-mb",8
A27-mb,8
A17-mb,7
A16-mb,6
A9-mb,6
A4-gb,6
A22-mb,4
A6-mb,3
A24-mb,2
A7-mb,2
A11-mb,1
A28-mb,1
A25-mb,1
