Version,File,MD5,MinVersion,MaxVersion,Reason
4.0.37,wp-admin/css/wp-admin-rtl.min.css,66191f96269385d9e085476bae0d1d24,4.0.33,4.0.37,contained
4.0.38,wp-admin/css/common-rtl.css,c39fb69910db68cbb8d57400553864ea,4.0.38,4.0.38,contained
4.0.4,wp-includes/js/tinymce/wp-tinymce.js.gz,3966bc13b65d9487dc6772c615b05cd9,4.0.1,4.0.4,contained
4.0.5,wp-admin/js/customize-controls.js,3362df7d178d660d2108e554428dc01f,4.0,4.0.17,contained
4.0.6,wp-admin/js/customize-controls.js,3362df7d178d660d2108e554428dc01f,4.0,4.0.17,contained
4.0.7,wp-admin/js/customize-controls.js,3362df7d178d660d2108e554428dc01f,4.0,4.0.17,contained
4.0.8,wp-admin/js/customize-controls.js,3362df7d178d660d2108e554428dc01f,4.0,4.0.17,contained
4.0.9,wp-admin/js/customize-controls.js,3362df7d178d660d2108e554428dc01f,4.0,4.0.17,contained
4.1,wp-admin/js/common.js,32fb4510695e27473897cb5251348395,4.1,4.1,contained
4.1.1,wp-includes/js/tinymce/wp-tinymce.js.gz,64fd6a9dd5366830074362d07d205018,4.1.1,4.1.4,contained
4.1.10,wp-admin/js/customize-controls.js,ab54b0e9583b36100738905f0d3a531d,4.1.1,4.1.17,contained
4.1.11,wp-admin/js/customize-controls.js,ab54b0e9583b36100738905f0d3a531d,4.1.1,4.1.17,contained
4.1.12,wp-admin/js/customize-controls.js,ab54b0e9583b36100738905f0d3a531d,4.1.1,4.1.17,contained
4.1.13,wp-admin/js/customize-controls.js,ab54b0e9583b36100738905f0d3a531d,4.1.1,4.1.17,contained
4.1.14,wp-admin/js/customize-controls.js,ab54b0e9583b36100738905f0d3a531d,4.1.1,4.1.17,contained
4.1.15,wp-admin/js/customize-controls.js,ab54b0e9583b36100738905f0d3a531d,4.1.1,4.1.17,contained
4.1.16,wp-admin/js/customize-controls.js,ab54b0e9583b36100738905f0d3a531d,4.1.1,4.1.17,contained
4.1.17,wp-admin/js/customize-controls.js,ab54b0e9583b36100738905f0d3a531d,4.1.1,4.1.17,contained
4.1.18,wp-admin/js/customize-controls.min.js,eebd05514db4ad8b2f7c01614e40305c,4.1.18,4.1.32,contained
4.1.19,wp-includes/js/mce-view.min.js,399743416c751e4d8b55d0398b69a675,4.1.19,4.1.32,contained
4.1.2,wp-includes/js/tinymce/wp-tinymce.js.gz,64fd6a9dd5366830074362d07d205018,4.1.1,4.1.4,contained
4.1.20,wp-includes/js/mce-view.min.js,399743416c751e4d8b55d0398b69a675,4.1.19,4.1.32,contained
4.1.21,wp-includes/js/mce-view.min.js,399743416c751e4d8b55d0398b69a675,4.1.19,4.1.32,contained
4.1.22,wp-includes/js/mce-view.min.js,399743416c751e4d8b55d0398b69a675,4.1.19,4.1.32,contained
4.1.23,wp-includes/js/mce-view.min.js,399743416c751e4d8b55d0398b69a675,4.1.19,4.1.32,contained
4.1.24,wp-includes/js/mce-view.min.js,399743416c751e4d8b55d0398b69a675,4.1.19,4.1.32,contained
4.1.25,wp-includes/js/mce-view.min.js,399743416c751e4d8b55d0398b69a675,4.1.19,4.1.32,contained
4.1.26,wp-includes/js/mce-view.min.js,399743416c751e4d8b55d0398b69a675,4.1.19,4.1.32,contained
4.1.27,wp-includes/js/mce-view.min.js,399743416c751e4d8b55d0398b69a675,4.1.19,4.1.32,contained
4.1.28,wp-includes/js/mce-view.min.js,399743416c751e4d8b55d0398b69a675,4.1.19,4.1.32,contained
4.1.29,wp-includes/js/mce-view.min.js,399743416c751e4d8b55d0398b69a675,4.1.19,4.1.32,contained
4.1.3,wp-includes/js/tinymce/wp-tinymce.js.gz,64fd6a9dd5366830074362d07d205018,4.1.1,4.1.4,contained
4.1.30,wp-includes/js/mce-view.min.js,399743416c751e4d8b55d0398b69a675,4.1.19,4.1.32,contained
4.1.31,wp-includes/js/mce-view.min.js,399743416c751e4d8b55d0398b69a675,4.1.19,4.1.32,contained
4.1.32,wp-includes/js/mce-view.min.js,399743416c751e4d8b55d0398b69a675,4.1.19,4.1.32,contained
4.1.33,wp-includes/js/media-audiovideo.min.js,7b98801075239744972695995cc9e04c,4.1.33,4.1.37,contained
4.1.34,wp-includes/js/media-audiovideo.min.js,7b98801075239744972695995cc9e04c,4.1.33,4.1.37,contained
4.1.35,wp-includes/js/media-audiovideo.min.js,7b98801075239744972695995cc9e04c,4.1.33,4.1.37,contained
4.1.36,wp-includes/js/media-audiovideo.min.js,7b98801075239744972695995cc9e04c,4.1.33,4.1.37,contained
4.1.37,wp-includes/js/media-audiovideo.min.js,7b98801075239744972695995cc9e04c,4.1.33,4.1.37,contained
4.1.38,wp-includes/js/media-audiovideo.js,7f4b0cd610835f7981b10aedd129a466,4.1.38,4.1.42,contained
4.1.39,wp-includes/js/media-audiovideo.js,7f4b0cd610835f7981b10aedd129a466,4.1.38,4.1.42,contained
4.1.4,wp-includes/js/tinymce/wp-tinymce.js.gz,64fd6a9dd5366830074362d07d205018,4.1.1,4.1.4,contained
4.1.40,wp-includes/js/media-audiovideo.js,7f4b0cd610835f7981b10aedd129a466,4.1.38,4.1.42,contained
4.1.41,wp-includes/js/media-audiovideo.js,7f4b0cd610835f7981b10aedd129a466,4.1.38,4.1.42,contained
4.1.42,wp-admin/css/common-rtl.css,a459d77e63e73e726c1372636392fdc0,4.1.42,4.1.42,contained
4.1.5,wp-admin/js/customize-controls.js,ab54b0e9583b36100738905f0d3a531d,4.1.1,4.1.17,contained
4.1.6,wp-admin/js/customize-controls.js,ab54b0e9583b36100738905f0d3a531d,4.1.1,4.1.17,contained
4.1.7,wp-admin/js/customize-controls.js,ab54b0e9583b36100738905f0d3a531d,4.1.1,4.1.17,contained
4.1.8,wp-admin/js/customize-controls.js,ab54b0e9583b36100738905f0d3a531d,4.1.1,4.1.17,contained
4.1.9,wp-admin/js/customize-controls.js,ab54b0e9583b36100738905f0d3a531d,4.1.1,4.1.17,contained
4.2,wp-admin/js/editor-expand.js,4f5ffbf8ea97f6a5399e9b4799da6b47,4.2,4.2.1,contained
4.2.1,wp-admin/js/editor-expand.js,4f5ffbf8ea97f6a5399e9b4799da6b47,4.2,4.2.1,contained
4.2.10,wp-includes/js/mediaelement/flashmediaelement.swf,bed216acd6fb5318c139087a0a9d6b4d,4.2.8,4.2.18,contained
4.2.11,wp-includes/js/mediaelement/flashmediaelement.swf,bed216acd6fb5318c139087a0a9d6b4d,4.2.8,4.2.18,contained
4.2.12,wp-includes/js/mediaelement/flashmediaelement.swf,bed216acd6fb5318c139087a0a9d6b4d,4.2.8,4.2.18,contained
4.2.13,wp-includes/js/mediaelement/flashmediaelement.swf,bed216acd6fb5318c139087a0a9d6b4d,4.2.8,4.2.18,contained
4.2.14,wp-includes/js/mediaelement/flashmediaelement.swf,bed216acd6fb5318c139087a0a9d6b4d,4.2.8,4.2.18,contained
4.2.15,wp-includes/js/mediaelement/flashmediaelement.swf,bed216acd6fb5318c139087a0a9d6b4d,4.2.8,4.2.18,contained
4.2.16,wp-includes/js/mediaelement/flashmediaelement.swf,bed216acd6fb5318c139087a0a9d6b4d,4.2.8,4.2.18,contained
4.2.17,wp-includes/js/mediaelement/flashmediaelement.swf,bed216acd6fb5318c139087a0a9d6b4d,4.2.8,4.2.18,contained
4.2.18,wp-includes/js/mediaelement/flashmediaelement.swf,bed216acd6fb5318c139087a0a9d6b4d,4.2.8,4.2.18,contained
4.2.19,wp-includes/js/mce-view.min.js,81adc1a2adc7b15f6b5d5f151c880af3,4.2.16,4.2.29,contained
4.2.2,wp-includes/js/tinymce/wp-tinymce.js.gz,937d1ec0bf894d9686332fc3f71e6d22,4.2.2,4.2.2,contained
4.2.20,wp-includes/js/mce-view.min.js,81adc1a2adc7b15f6b5d5f151c880af3,4.2.16,4.2.29,contained
4.2.21,wp-includes/js/mce-view.min.js,81adc1a2adc7b15f6b5d5f151c880af3,4.2.16,4.2.29,contained
4.2.22,wp-includes/js/mce-view.min.js,81adc1a2adc7b15f6b5d5f151c880af3,4.2.16,4.2.29,contained
4.2.23,wp-includes/js/mce-view.min.js,81adc1a2adc7b15f6b5d5f151c880af3,4.2.16,4.2.29,contained
4.2.24,wp-includes/js/mce-view.min.js,81adc1a2adc7b15f6b5d5f151c880af3,4.2.16,4.2.29,contained
4.2.25,wp-includes/js/media-audiovideo.js,ea6650e32a7bc1986c28750f2e4aca6b,4.2.25,4.2.29,contained
4.2.26,wp-includes/js/media-audiovideo.js,ea6650e32a7bc1986c28750f2e4aca6b,4.2.25,4.2.29,contained
4.2.27,wp-includes/js/media-audiovideo.js,ea6650e32a7bc1986c28750f2e4aca6b,4.2.25,4.2.29,contained
4.2.28,wp-includes/js/media-audiovideo.js,ea6650e32a7bc1986c28750f2e4aca6b,4.2.25,4.2.29,contained
4.2.29,wp-includes/js/media-audiovideo.js,ea6650e32a7bc1986c28750f2e4aca6b,4.2.25,4.2.29,contained
4.2.3,wp-admin/js/nav-menu.js,d6facb8a8fe8d2ed1cdef140d006942a,4.2,4.2.3,contained
4.2.30,wp-admin/css/common-rtl.css,085a5f9890c6a8eb953db2b5a6f9c419,4.2.30,4.2.38,contained
4.2.31,wp-admin/css/common-rtl.css,085a5f9890c6a8eb953db2b5a6f9c419,4.2.30,4.2.38,contained
4.2.32,wp-admin/css/common-rtl.css,085a5f9890c6a8eb953db2b5a6f9c419,4.2.30,4.2.38,contained
4.2.33,wp-admin/css/common-rtl.css,085a5f9890c6a8eb953db2b5a6f9c419,4.2.30,4.2.38,contained
4.2.34,wp-admin/css/common-rtl.css,085a5f9890c6a8eb953db2b5a6f9c419,4.2.30,4.2.38,contained
4.2.35,wp-admin/css/common-rtl.css,085a5f9890c6a8eb953db2b5a6f9c419,4.2.30,4.2.38,contained
4.2.36,wp-admin/css/common-rtl.css,085a5f9890c6a8eb953db2b5a6f9c419,4.2.30,4.2.38,contained
4.2.37,wp-admin/css/common-rtl.css,085a5f9890c6a8eb953db2b5a6f9c419,4.2.30,4.2.38,contained
4.2.38,wp-admin/css/common-rtl.css,085a5f9890c6a8eb953db2b5a6f9c419,4.2.30,4.2.38,contained
4.2.39,wp-admin/css/common-rtl.css,fa3eb2f7504b6a0242ad560022a2ffe4,4.2.39,4.2.39,contained
4.2.4,wp-includes/js/mediaelement/flashmediaelement.swf,a77bd46c3904a70f0e4ed6f3f714099a,4.2,4.2.7,contained
4.2.5,wp-includes/js/mediaelement/flashmediaelement.swf,a77bd46c3904a70f0e4ed6f3f714099a,4.2,4.2.7,contained
4.2.6,wp-includes/js/mediaelement/flashmediaelement.swf,a77bd46c3904a70f0e4ed6f3f714099a,4.2,4.2.7,contained
4.2.7,wp-includes/js/mediaelement/flashmediaelement.swf,a77bd46c3904a70f0e4ed6f3f714099a,4.2,4.2.7,contained
4.2.8,wp-includes/js/mediaelement/flashmediaelement.swf,bed216acd6fb5318c139087a0a9d6b4d,4.2.8,4.2.18,contained
4.2.9,wp-includes/js/mediaelement/flashmediaelement.swf,bed216acd6fb5318c139087a0a9d6b4d,4.2.8,4.2.18,contained
4.3,wp-admin/css/forms-rtl.css,5d83454881d2a694d0593ae6c209778c,4.3,4.3,contained
4.3.1,wp-admin/js/customize-nav-menus.js,12a53b2080fee745c366799d75f36e49,4.3.1,4.3.1,contained
4.3.10,wp-admin/js/customize-controls.js,fba25769397927dace7ef2723e86c0a7,4.3.1,4.3.10,contained
4.3.11,wp-includes/js/mediaelement/flashmediaelement.swf,079d5276459e0e3526afbdb7e1017037,4.3.4,4.3.14,contained
4.3.12,wp-includes/js/mediaelement/flashmediaelement.swf,079d5276459e0e3526afbdb7e1017037,4.3.4,4.3.14,contained
4.3.13,wp-includes/js/mediaelement/flashmediaelement.swf,079d5276459e0e3526afbdb7e1017037,4.3.4,4.3.14,contained
4.3.14,wp-includes/js/mediaelement/flashmediaelement.swf,079d5276459e0e3526afbdb7e1017037,4.3.4,4.3.14,contained
4.3.15,wp-includes/js/mce-view.min.js,ed623af79c9fa06e85b845ee9421a111,4.3.12,4.3.25,contained
4.3.16,wp-includes/js/mce-view.min.js,ed623af79c9fa06e85b845ee9421a111,4.3.12,4.3.25,contained
4.3.17,wp-includes/js/mce-view.min.js,ed623af79c9fa06e85b845ee9421a111,4.3.12,4.3.25,contained
4.3.18,wp-includes/js/mce-view.min.js,ed623af79c9fa06e85b845ee9421a111,4.3.12,4.3.25,contained
4.3.19,wp-includes/js/mce-view.min.js,ed623af79c9fa06e85b845ee9421a111,4.3.12,4.3.25,contained
4.3.2,wp-includes/js/mediaelement/flashmediaelement.swf,2400c991b8473d44a7edc75605496760,4.3,4.3.3,contained
4.3.20,wp-includes/js/mce-view.min.js,ed623af79c9fa06e85b845ee9421a111,4.3.12,4.3.25,contained
4.3.21,wp-includes/js/media-views.js,2ae7bb0173079ede4956aebecee60039,4.3.21,4.3.25,contained
4.3.22,wp-includes/js/media-views.js,2ae7bb0173079ede4956aebecee60039,4.3.21,4.3.25,contained
4.3.23,wp-includes/js/media-views.js,2ae7bb0173079ede4956aebecee60039,4.3.21,4.3.25,contained
4.3.24,wp-includes/js/media-views.js,2ae7bb0173079ede4956aebecee60039,4.3.21,4.3.25,contained
4.3.25,wp-includes/js/media-views.js,2ae7bb0173079ede4956aebecee60039,4.3.21,4.3.25,contained
4.3.26,wp-admin/css/common-rtl.css,3eb2acfea77bae9c2c981426ddf729a4,4.3.26,4.3.34,contained
4.3.27,wp-admin/css/common-rtl.css,3eb2acfea77bae9c2c981426ddf729a4,4.3.26,4.3.34,contained
4.3.28,wp-admin/css/common-rtl.css,3eb2acfea77bae9c2c981426ddf729a4,4.3.26,4.3.34,contained
4.3.29,wp-admin/css/common-rtl.css,3eb2acfea77bae9c2c981426ddf729a4,4.3.26,4.3.34,contained
4.3.3,wp-includes/js/mediaelement/flashmediaelement.swf,2400c991b8473d44a7edc75605496760,4.3,4.3.3,contained
4.3.30,wp-admin/css/common-rtl.css,3eb2acfea77bae9c2c981426ddf729a4,4.3.26,4.3.34,contained
4.3.31,wp-admin/css/common-rtl.css,3eb2acfea77bae9c2c981426ddf729a4,4.3.26,4.3.34,contained
4.3.32,wp-admin/css/common-rtl.css,3eb2acfea77bae9c2c981426ddf729a4,4.3.26,4.3.34,contained
4.3.33,wp-admin/css/common-rtl.css,3eb2acfea77bae9c2c981426ddf729a4,4.3.26,4.3.34,contained
4.3.34,wp-admin/css/common-rtl.css,3eb2acfea77bae9c2c981426ddf729a4,4.3.26,4.3.34,contained
4.3.35,wp-admin/css/common-rtl.css,4789a2509a8861d63ddd8ef89637fbf5,4.3.35,4.3.35,contained
4.3.4,wp-admin/js/customize-controls.js,fba25769397927dace7ef2723e86c0a7,4.3.1,4.3.10,contained
4.3.5,wp-admin/js/customize-controls.js,fba25769397927dace7ef2723e86c0a7,4.3.1,4.3.10,contained
4.3.6,wp-admin/js/customize-controls.js,fba25769397927dace7ef2723e86c0a7,4.3.1,4.3.10,contained
4.3.7,wp-admin/js/customize-controls.js,fba25769397927dace7ef2723e86c0a7,4.3.1,4.3.10,contained
4.3.8,wp-admin/js/customize-controls.js,fba25769397927dace7ef2723e86c0a7,4.3.1,4.3.10,contained
4.3.9,wp-admin/js/customize-controls.js,fba25769397927dace7ef2723e86c0a7,4.3.1,4.3.10,contained
4.4,wp-admin/js/common.js,6cff03191d6f406ced50cfa51737f4b6,4.4,4.4,contained
4.4.1,wp-includes/js/wp-emoji-loader.js,248977111a79cdb3aed53f8262e3c7da,4.4.1,4.4.1,contained
4.4.10,wp-includes/js/tinymce/plugins/wplink/plugin.js,dc7c82e98849fd4bfac3646dd2adb837,4.4,4.4.10,contained
4.4.11,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,b0b7e2fa90ea37cd9de0489d978d56e2,4.4.11,4.4.24,contained
4.4.12,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,b0b7e2fa90ea37cd9de0489d978d56e2,4.4.11,4.4.24,contained
4.4.13,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,b0b7e2fa90ea37cd9de0489d978d56e2,4.4.11,4.4.24,contained
4.4.14,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,b0b7e2fa90ea37cd9de0489d978d56e2,4.4.11,4.4.24,contained
4.4.15,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,b0b7e2fa90ea37cd9de0489d978d56e2,4.4.11,4.4.24,contained
4.4.16,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,b0b7e2fa90ea37cd9de0489d978d56e2,4.4.11,4.4.24,contained
4.4.17,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,b0b7e2fa90ea37cd9de0489d978d56e2,4.4.11,4.4.24,contained
4.4.18,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,b0b7e2fa90ea37cd9de0489d978d56e2,4.4.11,4.4.24,contained
4.4.19,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,b0b7e2fa90ea37cd9de0489d978d56e2,4.4.11,4.4.24,contained
4.4.2,wp-includes/js/wp-emoji-loader.js,59250ea877230734339b12588fb56929,4.4.2,4.4.2,contained
4.4.20,wp-includes/js/media-audiovideo.js,552b12e63a3129de9a94e41889962139,4.4.20,4.4.24,contained
4.4.21,wp-includes/js/media-audiovideo.js,552b12e63a3129de9a94e41889962139,4.4.20,4.4.24,contained
4.4.22,wp-includes/js/media-audiovideo.js,552b12e63a3129de9a94e41889962139,4.4.20,4.4.24,contained
4.4.23,wp-includes/js/media-audiovideo.js,552b12e63a3129de9a94e41889962139,4.4.20,4.4.24,contained
4.4.24,wp-includes/js/media-audiovideo.js,552b12e63a3129de9a94e41889962139,4.4.20,4.4.24,contained
4.4.25,wp-admin/css/common-rtl.css,bc708c719af738c5c2e1de7dc99c4c49,4.4.25,4.4.33,contained
4.4.26,wp-admin/css/common-rtl.css,bc708c719af738c5c2e1de7dc99c4c49,4.4.25,4.4.33,contained
4.4.27,wp-admin/css/common-rtl.css,bc708c719af738c5c2e1de7dc99c4c49,4.4.25,4.4.33,contained
4.4.28,wp-admin/css/common-rtl.css,bc708c719af738c5c2e1de7dc99c4c49,4.4.25,4.4.33,contained
4.4.29,wp-admin/css/common-rtl.css,bc708c719af738c5c2e1de7dc99c4c49,4.4.25,4.4.33,contained
4.4.3,wp-admin/js/customize-controls.js,78b299ef2b76ea0769e84138c6c2a6d4,4.4,4.4.9,contained
4.4.30,wp-admin/css/common-rtl.css,bc708c719af738c5c2e1de7dc99c4c49,4.4.25,4.4.33,contained
4.4.31,wp-admin/css/common-rtl.css,bc708c719af738c5c2e1de7dc99c4c49,4.4.25,4.4.33,contained
4.4.32,wp-admin/css/common-rtl.css,bc708c719af738c5c2e1de7dc99c4c49,4.4.25,4.4.33,contained
4.4.33,wp-admin/css/common-rtl.css,bc708c719af738c5c2e1de7dc99c4c49,4.4.25,4.4.33,contained
4.4.34,wp-admin/css/common-rtl.css,4ca82a8f6344796c48c6922559c3492f,4.4.34,4.4.34,contained
4.4.4,wp-admin/js/customize-controls.js,78b299ef2b76ea0769e84138c6c2a6d4,4.4,4.4.9,contained
4.4.5,wp-admin/js/customize-controls.js,78b299ef2b76ea0769e84138c6c2a6d4,4.4,4.4.9,contained
4.4.6,wp-admin/js/customize-controls.js,78b299ef2b76ea0769e84138c6c2a6d4,4.4,4.4.9,contained
4.4.7,wp-admin/js/customize-controls.js,78b299ef2b76ea0769e84138c6c2a6d4,4.4,4.4.9,contained
4.4.8,wp-admin/js/customize-controls.js,78b299ef2b76ea0769e84138c6c2a6d4,4.4,4.4.9,contained
4.4.9,wp-admin/js/customize-controls.js,78b299ef2b76ea0769e84138c6c2a6d4,4.4,4.4.9,contained
4.5,wp-admin/css/themes-rtl.css,9244c8ce5e9d98581459de46b8b1bcd1,4.5,4.5,contained
4.5.1,wp-includes/js/tinymce/plugins/wplink/plugin.js,c45c771577fb74eb5ee89ccfa8568554,4.5.1,4.5.2,contained
4.5.10,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,0d7894abf7d8addd7139fd53e7d51899,4.5.10,4.5.23,contained
4.5.11,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,0d7894abf7d8addd7139fd53e7d51899,4.5.10,4.5.23,contained
4.5.12,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,0d7894abf7d8addd7139fd53e7d51899,4.5.10,4.5.23,contained
4.5.13,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,0d7894abf7d8addd7139fd53e7d51899,4.5.10,4.5.23,contained
4.5.14,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,0d7894abf7d8addd7139fd53e7d51899,4.5.10,4.5.23,contained
4.5.15,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,0d7894abf7d8addd7139fd53e7d51899,4.5.10,4.5.23,contained
4.5.16,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,0d7894abf7d8addd7139fd53e7d51899,4.5.10,4.5.23,contained
4.5.17,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,0d7894abf7d8addd7139fd53e7d51899,4.5.10,4.5.23,contained
4.5.18,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,0d7894abf7d8addd7139fd53e7d51899,4.5.10,4.5.23,contained
4.5.19,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,0d7894abf7d8addd7139fd53e7d51899,4.5.10,4.5.23,contained
4.5.2,wp-includes/js/tinymce/plugins/wplink/plugin.js,c45c771577fb74eb5ee89ccfa8568554,4.5.1,4.5.2,contained
4.5.20,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,0d7894abf7d8addd7139fd53e7d51899,4.5.10,4.5.23,contained
4.5.21,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,0d7894abf7d8addd7139fd53e7d51899,4.5.10,4.5.23,contained
4.5.22,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,0d7894abf7d8addd7139fd53e7d51899,4.5.10,4.5.23,contained
4.5.23,wp-includes/js/tinymce/plugins/wplink/plugin.min.js,0d7894abf7d8addd7139fd53e7d51899,4.5.10,4.5.23,contained
4.5.24,wp-admin/css/common-rtl.css,59540d3ab277d4dae20e3d68c6d86cfe,4.5.24,4.5.32,contained
4.5.25,wp-admin/css/common-rtl.css,59540d3ab277d4dae20e3d68c6d86cfe,4.5.24,4.5.32,contained
4.5.26,wp-admin/css/common-rtl.css,59540d3ab277d4dae20e3d68c6d86cfe,4.5.24,4.5.32,contained
4.5.27,wp-admin/css/common-rtl.css,59540d3ab277d4dae20e3d68c6d86cfe,4.5.24,4.5.32,contained
4.5.28,wp-admin/css/common-rtl.css,59540d3ab277d4dae20e3d68c6d86cfe,4.5.24,4.5.32,contained
4.5.29,wp-admin/css/common-rtl.css,59540d3ab277d4dae20e3d68c6d86cfe,4.5.24,4.5.32,contained
4.5.3,wp-includes/js/tinymce/plugins/wplink/plugin.js,3a3f7240ce8e984494c7f0038465b840,4.5.3,4.5.9,contained
4.5.30,wp-admin/css/common-rtl.css,59540d3ab277d4dae20e3d68c6d86cfe,4.5.24,4.5.32,contained
4.5.31,wp-admin/css/common-rtl.css,59540d3ab277d4dae20e3d68c6d86cfe,4.5.24,4.5.32,contained
4.5.32,wp-admin/css/common-rtl.css,59540d3ab277d4dae20e3d68c6d86cfe,4.5.24,4.5.32,contained
4.5.33,wp-admin/css/common-rtl.css,730a535aefd5bd3c9c07ca722a51976a,4.5.33,4.5.33,contained
4.5.4,wp-includes/js/tinymce/plugins/wplink/plugin.js,3a3f7240ce8e984494c7f0038465b840,4.5.3,4.5.9,contained
4.5.5,wp-includes/js/tinymce/plugins/wplink/plugin.js,3a3f7240ce8e984494c7f0038465b840,4.5.3,4.5.9,contained
4.5.6,wp-includes/js/tinymce/plugins/wplink/plugin.js,3a3f7240ce8e984494c7f0038465b840,4.5.3,4.5.9,contained
4.5.7,wp-includes/js/tinymce/plugins/wplink/plugin.js,3a3f7240ce8e984494c7f0038465b840,4.5.3,4.5.9,contained
4.5.8,wp-includes/js/tinymce/plugins/wplink/plugin.js,3a3f7240ce8e984494c7f0038465b840,4.5.3,4.5.9,contained
4.5.9,wp-includes/js/tinymce/plugins/wplink/plugin.js,3a3f7240ce8e984494c7f0038465b840,4.5.3,4.5.9,contained
4.6,wp-admin/js/editor-expand.js,bc3aaa870920e8272d795377983284e6,4.6,4.6,contained
4.6.1,wp-admin/js/customize-controls.js,520e79c175d3cde31d6cf1a68ef40e35,4.6,4.6.5,contained
4.6.10,wp-includes/js/mce-view.min.js,fae23eefe8da67b53ebae7fe69c5a3d8,4.6.7,4.6.20,contained
4.6.11,wp-includes/js/mce-view.min.js,fae23eefe8da67b53ebae7fe69c5a3d8,4.6.7,4.6.20,contained
4.6.12,wp-includes/js/mce-view.min.js,fae23eefe8da67b53ebae7fe69c5a3d8,4.6.7,4.6.20,contained
4.6.13,wp-includes/js/mce-view.min.js,fae23eefe8da67b53ebae7fe69c5a3d8,4.6.7,4.6.20,contained
4.6.14,wp-includes/js/mce-view.min.js,fae23eefe8da67b53ebae7fe69c5a3d8,4.6.7,4.6.20,contained
4.6.15,wp-includes/js/mce-view.min.js,fae23eefe8da67b53ebae7fe69c5a3d8,4.6.7,4.6.20,contained
4.6.16,wp-includes/js/mce-view.min.js,fae23eefe8da67b53ebae7fe69c5a3d8,4.6.7,4.6.20,contained
4.6.17,wp-includes/js/mce-view.min.js,fae23eefe8da67b53ebae7fe69c5a3d8,4.6.7,4.6.20,contained
4.6.18,wp-includes/js/mce-view.min.js,fae23eefe8da67b53ebae7fe69c5a3d8,4.6.7,4.6.20,contained
4.6.19,wp-includes/js/mce-view.min.js,fae23eefe8da67b53ebae7fe69c5a3d8,4.6.7,4.6.20,contained
4.6.2,wp-admin/js/customize-controls.js,520e79c175d3cde31d6cf1a68ef40e35,4.6,4.6.5,contained
4.6.20,wp-includes/js/mce-view.min.js,fae23eefe8da67b53ebae7fe69c5a3d8,4.6.7,4.6.20,contained
4.6.21,wp-admin/css/common-rtl.css,3cb84ee918e859a6cdbc6f3489638790,4.6.21,4.6.29,contained
4.6.22,wp-admin/css/common-rtl.css,3cb84ee918e859a6cdbc6f3489638790,4.6.21,4.6.29,contained
4.6.23,wp-admin/css/common-rtl.css,3cb84ee918e859a6cdbc6f3489638790,4.6.21,4.6.29,contained
4.6.24,wp-admin/css/common-rtl.css,3cb84ee918e859a6cdbc6f3489638790,4.6.21,4.6.29,contained
4.6.25,wp-admin/css/common-rtl.css,3cb84ee918e859a6cdbc6f3489638790,4.6.21,4.6.29,contained
4.6.26,wp-admin/css/common-rtl.css,3cb84ee918e859a6cdbc6f3489638790,4.6.21,4.6.29,contained
4.6.27,wp-admin/css/common-rtl.css,3cb84ee918e859a6cdbc6f3489638790,4.6.21,4.6.29,contained
4.6.28,wp-admin/css/common-rtl.css,3cb84ee918e859a6cdbc6f3489638790,4.6.21,4.6.29,contained
4.6.29,wp-admin/css/common-rtl.css,3cb84ee918e859a6cdbc6f3489638790,4.6.21,4.6.29,contained
4.6.3,wp-admin/js/customize-controls.js,520e79c175d3cde31d6cf1a68ef40e35,4.6,4.6.5,contained
4.6.30,wp-admin/css/common-rtl.css,4242e141de50281c08211306ae3a068b,4.6.30,4.6.30,contained
4.6.4,wp-admin/js/customize-controls.js,520e79c175d3cde31d6cf1a68ef40e35,4.6,4.6.5,contained
4.6.5,wp-admin/js/customize-controls.js,520e79c175d3cde31d6cf1a68ef40e35,4.6,4.6.5,contained
4.6.6,wp-includes/js/mce-view.js,b3cb42fc1d614d798625962d17e8f2ac,4.6,4.6.6,contained
4.6.7,wp-includes/js/mce-view.min.js,fae23eefe8da67b53ebae7fe69c5a3d8,4.6.7,4.6.20,contained
