#basename bytesize enc hash [url]
GW190720_000836.tar 256542720 sha256 64593c09bbd7aa451c7f7f29ee073f1f1bbc5c8d07ac72b0354819e7b1a9d17d https://dcc.ligo.org/public/0169/P2000223/007/GW190720_000836.tar
GW190727_060333.tar 304660480 sha256 09b304f367ebddbd1247aa8ebf7955a1ddc5db4af136235578560225f358a6a6 https://dcc.ligo.org/public/0169/P2000223/007/GW190727_060333.tar
GW190728_064510.tar 448501760 sha256 904eafc996c617319d64edd59de9a21fa32f8b0893e067b0e783440f10a5fa98 https://dcc.ligo.org/public/0169/P2000223/007/GW190728_064510.tar
GW190731_140936.tar 162621440 sha256 003faeee4e69957fdc8096c2e734c9d03283e0e2af604477459100df52652172 https://dcc.ligo.org/public/0169/P2000223/007/GW190731_140936.tar
GW190803_022701.tar 219576320 sha256 533ea7bbfbc28bc6826f496de58fb50108af3d40106ae4a27065feb9354a941d https://dcc.ligo.org/public/0169/P2000223/007/GW190803_022701.tar
GW190814.tar 782192640 sha256 42ef9ad44243203763e0d34c42c514a9f7442f00f96752507ae319f6205deb17 https://dcc.ligo.org/public/0169/P2000223/007/GW190814.tar
GW190828_063405.tar 245268480 sha256 688211fac5e4755dacf73c4ef74a6debd1d452c526c5b77790c92bcb78e69dc8 https://dcc.ligo.org/public/0169/P2000223/007/GW190828_063405.tar
GW190828_065509.tar 199342080 sha256 a4d313df6dfa04e82e2f2ea0ca80b131c0e95b9f820b7e5dcc1b7a6581074e78 https://dcc.ligo.org/public/0169/P2000223/007/GW190828_065509.tar
GW190909_114149.tar 152780800 sha256 929c8737ecb0a653e1e3b9869bc3581deff2afde9da9cfe237ef43cb3a4778c8 https://dcc.ligo.org/public/0169/P2000223/007/GW190909_114149.tar
GW190910_112807.tar 200110080 sha256 80741bed4d16e3cd16b3b2251cd91de73b0b84ad9eb3bbb266b24880ed612bf5 https://dcc.ligo.org/public/0169/P2000223/007/GW190910_112807.tar
GW190915_235702.tar 240424960 sha256 69e1416917c636fe70a2093811f2ff9bcf2bb141efb6f8ec09423b36f269cfa0 https://dcc.ligo.org/public/0169/P2000223/007/GW190915_235702.tar
GW190924_021846.tar 284999680 sha256 232c8059be822905da7d1d9c6b3746f4f2a2e0f56f9a9974547a42d3f9963099 https://dcc.ligo.org/public/0169/P2000223/007/GW190924_021846.tar
GW190929_012149.tar 358318080 sha256 9ca99e5f36c0608a53a36c5d27288540101fa44b5f114aa2450cbce1eb4f8be1 https://dcc.ligo.org/public/0169/P2000223/007/GW190929_012149.tar
GW190930_133541.tar 246835200 sha256 7120e38bba2c4796d26324984f30420412c2d1ab7a894c61f94498090eb61528 https://dcc.ligo.org/public/0169/P2000223/007/GW190930_133541.tar
IGWN-GWTC2p1-v2-GW150914_095045_PEDataRelease_mixed_nocosmo.h5 286654048 sha256 78cf0411290fc00b77ca1c91ea204e698c4d8bdc094686ffdfec712baf19e404 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW150914_095045_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW151012_095443_PEDataRelease_mixed_nocosmo.h5 193445848 sha256 750a18bbc4d30b5bd968b22c5bbc472ebe0c130f016fd0d552de8e39f7eedd7e https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW151012_095443_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW151226_033853_PEDataRelease_mixed_nocosmo.h5 429949344 sha256 c152cb30eee2ff4e56ce34fa006ed833f516ab3f0e97041806de8bdd0d8cdd22 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW151226_033853_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW170104_101158_PEDataRelease_mixed_nocosmo.h5 282381128 sha256 7a834df7bc334fca0440e9284065c0679c60515589bb381b8a524ef1ce103825 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW170104_101158_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW170608_020116_PEDataRelease_mixed_nocosmo.h5 383121794 sha256 72958d2780b4e7233acf5449c682397bb92b843dfff7667f6d564b8a198a8a22 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW170608_020116_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW170729_185629_PEDataRelease_mixed_nocosmo.h5 338348008 sha256 744f74c1c43add27949dd0dee56efafe9a90159765afb6736833839b8c71736e https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW170729_185629_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW170809_082821_PEDataRelease_mixed_nocosmo.h5 347005608 sha256 bc3a4c4a4599c79cc2511af9d23ef76cbeaac4f0530feacbc13a9eeae5a53b39 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW170809_082821_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW170814_103043_PEDataRelease_mixed_nocosmo.h5 508009968 sha256 81f3675cff9b06c60a8dcc2d392636056293fde96d81509bff3f01731de328e2 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW170814_103043_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW170818_022509_PEDataRelease_mixed_nocosmo.h5 472748744 sha256 699f1a93e9924841734b4fa145fca1d4393e9c5f4d1a321cd300e87890406566 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW170818_022509_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW170823_131358_PEDataRelease_mixed_nocosmo.h5 215129920 sha256 c9b5d4be43cabec82bf90ea696b8dbe88d6ae1c95280c0d42a8e63c2a3df9311 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW170823_131358_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190408_181802_PEDataRelease_mixed_nocosmo.h5 401689304 sha256 f1ac8fee5da3cfa1600f2e2f73a2b97ea389978863fdb3db53da098b1c88ff01 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190408_181802_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190412_053044_PEDataRelease_mixed_nocosmo.h5 582255088 sha256 55d266773b8b8f1f265dbc29855faa36fef8ceb0edb703e0b7ee0860dc52f40d https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190412_053044_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190413_052954_PEDataRelease_mixed_nocosmo.h5 505072696 sha256 d9bab18f064b03ccbd60c2d244eb63f01788cc70d7a28ca9cc7494a61f835dc8 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190413_052954_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190413_134308_PEDataRelease_mixed_nocosmo.h5 534181368 sha256 4fa889a04b33912d9b1803194a1433a6fb09e51187928997a2e6a9c276e24f06 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190413_134308_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190421_213856_PEDataRelease_mixed_nocosmo.h5 335148848 sha256 c5ad399119ea36a89aa869964e1fd5be6ab98c7cb21cd8a75ce0e7ef3e43305a https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190421_213856_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190425_081805_PEDataRelease_mixed_nocosmo.h5 45762144 sha256 472027e17b62128d06009fd9805bbc037f7899b31c2affb7f7b16cbb2a3ac295 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190425_081805_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190426_190642_PEDataRelease_mixed_nocosmo.h5 440560824 sha256 fa8e0ad082fd3e7c14334a0d26106cf3cf339975a5c9722f22e7d324104079ba https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190426_190642_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190503_185404_PEDataRelease_mixed_nocosmo.h5 479157080 sha256 e1e287720e3b355de190438b3655d9b15b27fb08fa262fb0e84b18a320c2c23f https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190503_185404_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190512_180714_PEDataRelease_mixed_nocosmo.h5 414807752 sha256 a9ce59649007da8f408de449c5e1f88aedd86e0c473fa97593fa94f9c214f55e https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190512_180714_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190513_205428_PEDataRelease_mixed_nocosmo.h5 414416128 sha256 ccdbe45aafb9dc22c211c37db7120d54bc862c36dd11b6bde321da43f20c5eea https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190513_205428_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190514_065416_PEDataRelease_mixed_nocosmo.h5 196673536 sha256 090dc84237300548250348c53fde1b016acb68e98a88eba166f9d9ca877f4fe3 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190514_065416_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190517_055101_PEDataRelease_mixed_nocosmo.h5 463354360 sha256 e7be975d101dd94ccb520bfa2cac7151fdc659a3c9806b85dfaeee90dc4e659d https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190517_055101_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190519_153544_PEDataRelease_mixed_nocosmo.h5 291538272 sha256 a5b26ece547cce96f0ed8802c756af0454ed89632cc82c6875f383d714f5f908 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190519_153544_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190521_030229_PEDataRelease_mixed_nocosmo.h5 261947392 sha256 279e8e878dab0ed55efb88950f30e546e0080bc8dfa5e7d95629c426a22e37a8 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190521_030229_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190521_074359_PEDataRelease_mixed_nocosmo.h5 298772256 sha256 40e60c2e7299a988a061098565f958e185207c00cd4f0813925cb6a23f0f4262 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190521_074359_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190527_092055_PEDataRelease_mixed_nocosmo.h5 215194984 sha256 2c5a49158b93d9c00dfebcc4f947191fdec9ceb3f16d4e4f6d3fde80b1963e00 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190527_092055_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190602_175927_PEDataRelease_mixed_nocosmo.h5 459003128 sha256 46d356af10a499647aba6e156ca6cf45c47dfe18c1301ecb652f6f234f2e98ab https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190602_175927_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190620_030421_PEDataRelease_mixed_nocosmo.h5 203410640 sha256 61e81232d4eb8010ce58720d1dfa0e1abae3308a8bd61d131c9ad18ce37293f4 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190620_030421_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190630_185205_PEDataRelease_mixed_nocosmo.h5 266085488 sha256 7e337ed2ef34890e9a0a346f8d6224e62f877929b000c0077f3e321ed371f2e3 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190630_185205_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190701_203306_PEDataRelease_mixed_nocosmo.h5 473988264 sha256 d19e724e8407d0b7a589bed8d3706a81c12799b59ef4486f14d7dfd0de06ef2f https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190701_203306_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190706_222641_PEDataRelease_mixed_nocosmo.h5 241253536 sha256 1731586f362ba4d9bdde44f2b5d40d9f32c8876792e6f4e502942215544b1ee0 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190706_222641_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190707_093326_PEDataRelease_mixed_nocosmo.h5 434447216 sha256 bb72466978be0a7607af59f308b29539dc7b5382d393cd09b88fe4bd2dbbfa93 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190707_093326_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190708_232457_PEDataRelease_mixed_nocosmo.h5 136575920 sha256 f2a646351420f5edfbc7578a9d0a7403a3c89c7f5cf0c49660f0038c2c033b45 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190708_232457_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190719_215514_PEDataRelease_mixed_nocosmo.h5 347668480 sha256 384ffd2d1d77b7effae2517154ec890ac002c2d5eeb1a38649141fb218003583 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190719_215514_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190720_000836_PEDataRelease_mixed_nocosmo.h5 396827944 sha256 c7f30ed4569297bb141d2e1bd157355a201a79ad13db2482228a725ae24cb6d1 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190720_000836_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190725_174728_PEDataRelease_mixed_nocosmo.h5 443661936 sha256 f2d741135d85ac36f760274b875ee06592ac749b0eddb812a8b671014d17771d https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190725_174728_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190727_060333_PEDataRelease_mixed_nocosmo.h5 463951368 sha256 14984ddd489875194dad9f37415cb179e305f338e6b88a1c6dd0c17c28abfe35 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190727_060333_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190728_064510_PEDataRelease_mixed_nocosmo.h5 250413056 sha256 c570fa01956ff7aeb512b736843b195a2e30961a8d6dad6b66112ca7cf4ceca7 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190728_064510_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190731_140936_PEDataRelease_mixed_nocosmo.h5 175992008 sha256 75c4830823d362e1d3b40493ff3df2bbb6b96dd8b6c50823a40dc8682b24ac32 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190731_140936_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190803_022701_PEDataRelease_mixed_nocosmo.h5 311057592 sha256 302464b2ab617f3edb81a663bdeb2c687e6cdc44d4855db6c23594487ad580dd https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190803_022701_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190805_211137_PEDataRelease_mixed_nocosmo.h5 335235368 sha256 0f6e816977f361bba2122b3a39fbc626b68a66a10ee555f7c4a03cb020f21dad https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190805_211137_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190814_211039_PEDataRelease_mixed_nocosmo.h5 332620480 sha256 aaaf2be4ed468e285e6a7cfe769130d1240c137d4be19ad21a9dcf135c451380 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190814_211039_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190828_063405_PEDataRelease_mixed_nocosmo.h5 407659576 sha256 fb1b97af655807e5975ddb3331961272d38aac9fc798918b272d25257a0987ab https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190828_063405_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190828_065509_PEDataRelease_mixed_nocosmo.h5 531300352 sha256 df381ae460187a02818d31cf25a2f786ecd1820f5a4d7d98434c5cdd91c6b784 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190828_065509_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190910_112807_PEDataRelease_mixed_nocosmo.h5 217312056 sha256 a76ac30f0c3736edeb7989ea6b6525c658f4d410bb7e787587412b705c6c6dfb https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190910_112807_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190915_235702_PEDataRelease_mixed_nocosmo.h5 299057072 sha256 faf8a347b18bd0abe18c7810c393d57a35c47aeb9ff282323a134ba0a906387b https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190915_235702_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190916_200658_PEDataRelease_mixed_nocosmo.h5 209592024 sha256 85b4b89f8e68e51967b8bf9f74bad31cae42f1bbe25268d738299645db9055c4 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190916_200658_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190917_114630_PEDataRelease_mixed_nocosmo.h5 80695736 sha256 c2dbcc5b2c4bcaba733a6be22a04dc5313b17230fcbd564fcb1349aad2ea2e76 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190917_114630_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190924_021846_PEDataRelease_mixed_nocosmo.h5 155935416 sha256 9c40820e8860a2a2dc1831c522bef8bc12870c5167ad903ef898a42f5ec69558 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190924_021846_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190925_232845_PEDataRelease_mixed_nocosmo.h5 278544624 sha256 f461930589e38479b61eb83c8e2145a80efee717a9b03ef4cdca0da647523266 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190925_232845_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190926_050336_PEDataRelease_mixed_nocosmo.h5 465455800 sha256 e41e3f0cff51839d6fa6388d71f5dd2cb179b309e66885c6f84431a2600b3406 https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190926_050336_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190929_012149_PEDataRelease_mixed_nocosmo.h5 435633976 sha256 0abc37196a1e27e3700276ea4b4f93cb77fc6cdb32dbda3554a4a5428574583c https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190929_012149_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC2p1-v2-GW190930_133541_PEDataRelease_mixed_nocosmo.h5 212608488 sha256 c418cbf56cc0333c7a22cd08c6844e3fc36f87e01fe9bac78a680029b74bb66b https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190930_133541_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC3p0-v2-GW191105_143521_PEDataRelease_mixed_nocosmo.h5 481764032 sha256 f09d453a13d79a0a0b01f0e16437e1aa047dc9033ea19d74210159839b23c841 https://zenodo.org/records/8177023/files/IGWN-GWTC3p0-v2-GW191105_143521_PEDataRelease_mixed_nocosmo.h5
IGWN-GWTC3p0-v2-GW191109_010717_PEDataRelease_mixed_nocosmo.h5 673672600 sha256 47af7c33b314ad2edc1e6449df0f41512e9f7190849cde5fa90e738e855671ff https://zenodo.org/records/8177023/files/IGWN-GWTC3p0-v2-GW191109_010717_PEDataRelease_mixed_nocosmo.h5
