dates,Blue,Green,Red,NIR,SWIR1,SWIR2,Thermal,qa,sensor
739009,702,953,1465,3485,3728,2344,0,4,8
739017,584,758,1071,2320,2452,1399,0,4,8
739019,766,1021,1536,3268,4220,2712,0,4,2
