Analyzing examples/BigService.java...
Analysis 1 took 0.1997 seconds (Success: True)
Analysis 2 took 0.0014 seconds (Success: True)
Analysis 3 took 0.0012 seconds (Success: True)
Cache stats: {'hits': 2, 'misses': 1, 'l1_hits': 2, 'l2_hits': 0, 'l3_hits': 0, 'sets': 1, 'evictions': 0, 'hit_rate': 0.6666666666666666, 'total_requests': 3, 'l1_size': 1, 'l2_size': 1, 'l3_size': 1}
         192714 function calls (189166 primitive calls) in 0.573 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.052    0.052 manager.py:170(get_plugin)
        1    0.000    0.000    0.050    0.050 java_plugin.py:1(<module>)
        1    0.000    0.000    0.048    0.048 output_manager.py:1(<module>)
        1    0.000    0.000    0.045    0.045 encoding_utils.py:1(<module>)
        1    0.000    0.000    0.043    0.043 output_manager.py:20(__init__)
        1    0.000    0.000    0.043    0.043 output_manager.py:31(_init_formatters)
        1    0.000    0.000    0.041    0.041 manager.py:1(<module>)
        1    0.000    0.000    0.039    0.039 analysis_engine.py:57(__init__)
        1    0.000    0.000    0.034    0.034 universaldetector.py:1(<module>)
  265/262    0.001    0.000    0.034    0.000 <frozen importlib._bootstrap>:566(module_from_spec)
        1    0.000    0.000    0.032    0.032 analysis_engine.py:91(_load_plugins)
        1    0.000    0.000    0.032    0.032 manager.py:101(load_plugins)
        1    0.000    0.000    0.029    0.029 manager.py:121(_discover_from_entry_points)
        1    0.000    0.000    0.029    0.029 __init__.py:1021(entry_points)
        9    0.000    0.000    0.029    0.003 {built-in method builtins.sorted}
        1    0.000    0.000    0.029    0.029 __init__.py:473(load)
      123    0.000    0.000    0.028    0.000 __init__.py:1038(<genexpr>)
  746/737    0.007    0.000    0.028    0.000 {built-in method builtins.__build_class__}
      331    0.000    0.000    0.027    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
      303    0.000    0.000    0.026    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       39    0.026    0.001    0.026    0.001 {method 'read' of '_io.TextIOWrapper' objects}
       14    0.000    0.000    0.025    0.002 windows_events.py:442(select)
       15    0.000    0.000    0.025    0.002 windows_events.py:812(_poll)
       20    0.025    0.001    0.025    0.001 {built-in method _overlapped.GetQueuedCompletionStatus}
        1    0.000    0.000    0.024    0.024 subprocess.py:1165(communicate)
       12    0.000    0.000    0.024    0.002 <frozen importlib._bootstrap_external>:1231(create_module)
        1    0.000    0.000    0.024    0.024 analysis_engine.py:1(<module>)
       12    0.017    0.001    0.024    0.002 {built-in method _imp.create_dynamic}
        1    0.000    0.000    0.023    0.023 _fileio.py:1(<module>)
        1    0.000    0.000    0.022    0.022 to_thread.py:1(<module>)
        1    0.000    0.000    0.021    0.021 windows_events.py:1(<module>)
        2    0.000    0.000    0.020    0.010 _adapters.py:1(<module>)
       51    0.000    0.000    0.020    0.000 dataclasses.py:1221(wrap)
       51    0.001    0.000    0.020    0.000 dataclasses.py:884(_process_class)
      122    0.000    0.000    0.019    0.000 __init__.py:634(entry_points)
        1    0.000    0.000    0.019    0.019 loader.py:1(<module>)
      232    0.001    0.000    0.019    0.000 <frozen importlib._bootstrap_external>:727(_compile_bytecode)
      237    0.019    0.000    0.019    0.000 {method 'read' of '_io.BufferedReader' objects}
      232    0.017    0.000    0.017    0.000 {built-in method marshal.loads}
      395    0.000    0.000    0.016    0.000 __init__.py:272(_compile)
        1    0.000    0.000    0.016    0.016 message.py:1(<module>)
        1    0.000    0.000    0.016    0.016 mbcsgroupprober.py:1(<module>)
      122    0.000    0.000    0.016    0.000 __init__.py:931(read_text)
      234    0.000    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
       43    0.000    0.000    0.016    0.000 __init__.py:225(compile)
        1    0.000    0.000    0.016    0.016 ssl.py:1(<module>)
        1    0.000    0.000    0.016    0.016 performance.py:1(<module>)
       45    0.000    0.000    0.015    0.000 _compiler.py:740(compile)
     2333    0.010    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
      122    0.000    0.000    0.015    0.000 pathlib.py:1053(read_text)
        1    0.000    0.000    0.015    0.015 windows_utils.py:1(<module>)
        1    0.000    0.000    0.013    0.013 tempfile.py:1(<module>)
        1    0.000    0.000    0.013    0.013 models.py:1(<module>)
        2    0.000    0.000    0.013    0.007 _sockets.py:1(<module>)
      163    0.001    0.000    0.013    0.000 dataclasses.py:413(_create_fn)
        2    0.000    0.000    0.012    0.006 events.py:1(<module>)
      125    0.010    0.000    0.010    0.000 {built-in method io.open}
      122    0.000    0.000    0.010    0.000 pathlib.py:1036(open)
        1    0.000    0.000    0.010    0.010 sbcsgroupprober.py:1(<module>)
        1    0.000    0.000    0.009    0.009 logging.py:1(<module>)
        2    0.000    0.000    0.009    0.005 <frozen importlib._bootstrap_external>:1151(_cache_bytecode)
      277    0.009    0.000    0.009    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.009    0.009 parser.py:63(parse_file)
        2    0.000    0.000    0.009    0.005 <frozen importlib._bootstrap_external>:1156(set_data)
        1    0.000    0.000    0.009    0.009 utils.py:1(<module>)
      123    0.000    0.000    0.009    0.000 _itertools.py:4(unique_everseen)
        2    0.000    0.000    0.009    0.004 <frozen importlib._bootstrap_external>:185(_write_atomic)
        1    0.000    0.000    0.009    0.009 socket.py:1(<module>)
        1    0.000    0.000    0.009    0.009 shutil.py:1(<module>)
      265    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
        7    0.000    0.000    0.009    0.001 java_plugin.py:1116(analyze_file)
        1    0.000    0.000    0.009    0.009 parser.py:153(parse_code)
       45    0.000    0.000    0.008    0.000 _compiler.py:573(_code)
        4    0.000    0.000    0.008    0.002 encoding_utils.py:478(read_file_safe_async)
        4    0.000    0.000    0.008    0.002 encoding_utils.py:334(read_file_safe_async)
        8    0.000    0.000    0.008    0.001 to_thread.py:20(run_sync)
        4    0.000    0.000    0.008    0.002 _fileio.py:602(read_bytes)
        1    0.000    0.000    0.008    0.008 big5prober.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _base.py:1(<module>)
        1    0.000    0.000    0.008    0.008 pathlib.py:1(<module>)
        2    0.000    0.000    0.008    0.004 _streams.py:1(<module>)
      468    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
        2    0.007    0.004    0.007    0.004 {built-in method nt.replace}
       51    0.000    0.000    0.007    0.000 dataclasses.py:528(_init_fn)
       13    0.000    0.000    0.007    0.001 _eventloop.py:154(get_async_backend)
       45    0.000    0.000    0.007    0.000 _parser.py:979(parse)
   154/45    0.000    0.000    0.006    0.000 _parser.py:456(_parse_sub)
   210/47    0.002    0.000    0.006    0.000 _parser.py:516(_parse)
        2    0.000    0.000    0.006    0.003 abc.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _synchronization.py:1(<module>)
      188    0.005    0.000    0.006    0.000 _compiler.py:243(_optimize_charset)
       13    0.000    0.000    0.005    0.000 __init__.py:914(<genexpr>)
      480    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap>:392(cached)
       12    0.000    0.000    0.005    0.000 __init__.py:812(search)
   358/45    0.001    0.000    0.005    0.000 _compiler.py:37(_compile)
        1    0.000    0.000    0.005    0.005 chardistribution.py:1(<module>)
        1    0.000    0.000    0.005    0.005 toon_formatter.py:1(<module>)
      246    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
       39    0.005    0.000    0.005    0.000 {built-in method nt.listdir}
        1    0.000    0.000    0.005    0.005 cache_service.py:171(set)
        1    0.000    0.000    0.005    0.005 dumper.py:1(<module>)
        1    0.005    0.005    0.005    0.005 {method 'parse' of 'tree_sitter.Parser' objects}
        1    0.000    0.000    0.005    0.005 charset.py:1(<module>)
        1    0.000    0.000    0.005    0.005 parse.py:1(<module>)
      529    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1424(_path_importer_cache)
        2    0.000    0.000    0.005    0.002 subprocess.py:1(<module>)
        1    0.000    0.000    0.005    0.005 reader.py:1(<module>)
       21    0.000    0.000    0.005    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.005    0.005 reader.py:45(Reader)
1419/1358    0.002    0.000    0.005    0.000 {built-in method __new__ of type object at 0x00007FFD3BE1EFE0}
        1    0.000    0.000    0.005    0.005 _asyncio.py:1(<module>)
       11    0.000    0.000    0.004    0.000 __init__.py:821(lookup)
       11    0.000    0.000    0.004    0.000 __init__.py:827(__init__)
       15    0.004    0.000    0.004    0.000 {built-in method builtins.compile}
       25    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1411(_path_hooks)
        3    0.000    0.000    0.004    0.001 validator.py:418(_validate_windows_drive_letter)
        2    0.000    0.000    0.004    0.002 <frozen importlib._bootstrap_external>:999(source_to_code)
        2    0.000    0.000    0.004    0.002 _eventloop.py:1(<module>)
        1    0.000    0.000    0.004    0.004 staggered.py:1(<module>)
        1    0.000    0.000    0.004    0.004 charsetgroupprober.py:1(<module>)
       26    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1658(_fill_cache)
        1    0.000    0.000    0.004    0.004 parser.py:226(is_language_supported)
        2    0.000    0.000    0.004    0.002 language_loader.py:70(is_language_available)
        2    0.000    0.000    0.004    0.002 _tasks.py:1(<module>)
       50    0.000    0.000    0.004    0.000 dataclasses.py:588(_repr_fn)
       12    0.000    0.000    0.003    0.000 enum.py:895(_convert_)
        1    0.000    0.000    0.003    0.003 constructor.py:1(<module>)
      122    0.000    0.000    0.003    0.000 __init__.py:946(_normalized_name)
      122    0.000    0.000    0.003    0.000 __init__.py:400(_from_text_for)
       30    0.000    0.000    0.003    0.000 enum.py:499(__new__)
      274    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:169(__enter__)
       45    0.000    0.000    0.003    0.000 _compiler.py:511(_compile_info)
  182/169    0.000    0.000    0.003    0.000 typing.py:373(inner)
       12    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1239(exec_module)
      142    0.000    0.000    0.003    0.000 <frozen abc>:105(__new__)
       12    0.003    0.000    0.003    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.003    0.003 resolver.py:1(<module>)
        1    0.000    0.000    0.003    0.003 platform.py:1(<module>)
      340    0.000    0.000    0.003    0.000 __init__.py:402(<genexpr>)
        1    0.000    0.000    0.003    0.003 pickle.py:1(<module>)
      247    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1602(_get_spec)
       16    0.001    0.000    0.003    0.000 enum.py:1668(convert_class)
        1    0.000    0.000    0.003    0.003 base64.py:1(<module>)
        1    0.000    0.000    0.003    0.003 escprober.py:1(<module>)
        1    0.000    0.000    0.003    0.003 locks.py:1(<module>)
        1    0.000    0.000    0.003    0.003 bz2.py:1(<module>)
        1    0.000    0.000    0.003    0.003 manager.py:144(_discover_from_local_directory)
      340    0.000    0.000    0.003    0.000 __init__.py:406(<genexpr>)
        1    0.000    0.000    0.003    0.003 _common.py:1(<module>)
        1    0.000    0.000    0.003    0.003 hashlib.py:1(<module>)
       26    0.000    0.000    0.002    0.000 <frozen zipimport>:64(__init__)
       44    0.000    0.000    0.002    0.000 pathlib.py:1008(stat)
       38    0.000    0.000    0.002    0.000 dataclasses.py:624(_cmp_fn)
      403    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        3    0.000    0.000    0.002    0.001 validator.py:394(_has_junction_in_path)
        1    0.000    0.000    0.002    0.002 sslproto.py:1(<module>)
     6321    0.002    0.000    0.002    0.000 {built-in method builtins.getattr}
      340    0.000    0.000    0.002    0.000 __init__.py:101(<genexpr>)
       17    0.001    0.000    0.002    0.000 __init__.py:350(namedtuple)
      247    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
        1    0.000    0.000    0.002    0.002 selectors.py:1(<module>)
        1    0.000    0.000    0.002    0.002 charsetprober.py:1(<module>)
       11    0.000    0.000    0.002    0.000 __init__.py:798(children)
      264    0.000    0.000    0.002    0.000 pathlib.py:484(_parse_args)
        1    0.000    0.000    0.002    0.002 base_formatter.py:1(<module>)
        1    0.000    0.000    0.002    0.002 cyaml.py:1(<module>)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
       26    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1699(path_hook_for_FileFinder)
      470    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        1    0.000    0.000    0.002    0.002 memory.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _policybase.py:1(<module>)
     2333    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
      278    0.001    0.000    0.002    0.000 dataclasses.py:723(_get_field)
        1    0.000    0.000    0.001    0.001 typing_extensions.py:1(<module>)
       94    0.000    0.000    0.001    0.000 typing.py:1376(__init__)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:1(<module>)
       28    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
       59    0.000    0.000    0.001    0.000 enum.py:242(__set_name__)
        8    0.000    0.000    0.001    0.000 _asyncio.py:2426(run_sync_in_worker_thread)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
      138    0.000    0.000    0.001    0.000 pathlib.py:868(__new__)
      141    0.000    0.000    0.001    0.000 pathlib.py:504(_from_parts)
      219    0.000    0.000    0.001    0.000 <frozen ntpath>:243(basename)
     9062    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
      264    0.001    0.000    0.001    0.000 pathlib.py:56(parse_parts)
       18    0.000    0.000    0.001    0.000 pkgutil.py:110(iter_modules)
13448/13008    0.001    0.000    0.001    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hebrewprober.py:1(<module>)
    10071    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
      122    0.000    0.000    0.001    0.000 __init__.py:795(joinpath)
      219    0.001    0.000    0.001    0.000 <frozen ntpath>:209(split)
       23    0.000    0.000    0.001    0.000 pathlib.py:1230(exists)
       51    0.000    0.000    0.001    0.000 dataclasses.py:1204(dataclass)
      234    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
    12166    0.001    0.000    0.001    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.001    0.001 runners.py:58(__enter__)
        2    0.000    0.000    0.001    0.001 runners.py:131(_lazy_init)
       12    0.000    0.000    0.001    0.000 enum.py:912(<listcomp>)
        1    0.000    0.000    0.001    0.001 boundary_manager.py:1(<module>)
      675    0.000    0.000    0.001    0.000 {built-in method builtins.max}
       18    0.000    0.000    0.001    0.000 pkgutil.py:144(_iter_file_finder_modules)
        1    0.000    0.000    0.001    0.001 events.py:808(new_event_loop)
    42/29    0.000    0.000    0.001    0.000 typing.py:500(__getitem__)
        1    0.000    0.000    0.001    0.001 events.py:693(new_event_loop)
        3    0.001    0.000    0.001    0.000 {built-in method nt.open}
        1    0.000    0.000    0.001    0.001 windows_events.py:312(__init__)
        1    0.000    0.000    0.001    0.001 fnmatch.py:1(<module>)
     2488    0.001    0.000    0.001    0.000 _parser.py:261(get)
        1    0.000    0.000    0.001    0.001 proactor_events.py:631(__init__)
      273    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
    11226    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
       17    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
     3754    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
      270    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:71(__init__)
        1    0.000    0.000    0.001    0.001 threading.py:945(start)
        1    0.000    0.000    0.001    0.001 eucjpprober.py:1(<module>)
        1    0.000    0.000    0.001    0.001 proactor_events.py:782(_make_self_pipe)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:975(exec_module)
        1    0.000    0.000    0.001    0.001 socket.py:596(_fallback_socketpair)
        1    0.000    0.000    0.001    0.001 <frozen posixpath>:1(<module>)
      225    0.001    0.000    0.001    0.000 functools.py:35(update_wrapper)
        1    0.000    0.000    0.001    0.001 constructor.py:171(SafeConstructor)
        3    0.000    0.000    0.001    0.000 pathlib.py:981(resolve)
        1    0.000    0.000    0.001    0.001 query.py:1(<module>)
        8    0.000    0.000    0.001    0.000 dataclasses.py:599(_frozen_get_del_attr)
        1    0.000    0.000    0.001    0.001 stapled.py:1(<module>)
        1    0.000    0.000    0.001    0.001 message.py:135(Message)
      244    0.000    0.000    0.001    0.000 __init__.py:877(normalize)
        2    0.000    0.000    0.001    0.000 subprocess.py:1259(wait)
        2    0.000    0.000    0.001    0.000 subprocess.py:1580(_wait)
      218    0.001    0.000    0.001    0.000 __init__.py:452(_replace)
        1    0.000    0.000    0.001    0.001 _text.py:1(<module>)
       29    0.000    0.000    0.001    0.000 typing.py:679(Union)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
      122    0.000    0.000    0.001    0.000 pathlib.py:757(joinpath)
        1    0.000    0.000    0.001    0.001 threading.py:611(wait)
        1    0.001    0.001    0.001    0.001 {built-in method _winapi.WaitForSingleObject}
        1    0.000    0.000    0.001    0.001 <frozen importlib.util>:74(find_spec)
        1    0.000    0.000    0.001    0.001 threading.py:295(wait)
        1    0.000    0.000    0.001    0.001 toon_encoder.py:1(<module>)
     2402    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
      274    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
      123    0.000    0.000    0.001    0.000 pathlib.py:530(_make_child)
        7    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.001    0.001 codingstatemachine.py:1(<module>)
       39    0.000    0.000    0.001    0.000 typing.py:1830(__class_getitem__)
        1    0.000    0.000    0.001    0.001 tls.py:1(<module>)
      403    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:100(acquire)
      403    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:125(release)
       12    0.000    0.000    0.001    0.000 __init__.py:815(mtime)
      245    0.000    0.000    0.001    0.000 __init__.py:178(sub)
      269    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:748(find_spec)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.001    0.001 request.py:1(<module>)
     1940    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
        4    0.000    0.000    0.001    0.000 ssl.py:461(__new__)
     2409    0.001    0.000    0.001    0.000 _parser.py:168(__getitem__)
      549    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
      700    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        4    0.001    0.000    0.001    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.001    0.001 __init__.py:454(StrFormatStyle)
        9    0.000    0.000    0.001    0.000 inspect.py:3261(signature)
        9    0.000    0.000    0.001    0.000 inspect.py:3007(from_callable)
        1    0.000    0.000    0.001    0.001 lowlevel.py:1(<module>)
     25/9    0.000    0.000    0.001    0.000 inspect.py:2435(_signature_from_callable)
        3    0.000    0.000    0.001    0.000 <frozen ntpath>:677(realpath)
      715    0.000    0.000    0.001    0.000 typing.py:1320(__setattr__)
     7686    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 cache_service.py:1(<module>)
      340    0.000    0.000    0.001    0.000 __init__.py:107(read)
     2512    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
      126    0.000    0.000    0.001    0.000 typing.py:168(_type_check)
       85    0.000    0.000    0.001    0.000 inspect.py:920(getmodulename)
       29    0.000    0.000    0.001    0.000 enum.py:943(_get_mixins_)
      269    0.000    0.000    0.001    0.000 __init__.py:101(find_spec)
     3107    0.001    0.000    0.001    0.000 _parser.py:240(__next)
      122    0.000    0.000    0.001    0.000 _functools.py:89(pass_none)
      105    0.000    0.000    0.001    0.000 enum.py:367(__setitem__)
        1    0.000    0.000    0.001    0.001 runners.py:62(__exit__)
        1    0.000    0.000    0.001    0.001 runners.py:65(close)
        2    0.000    0.000    0.001    0.000 scanner.py:1(<module>)
     1410    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      129    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       19    0.000    0.000    0.001    0.000 typing.py:1586(__getitem__)
       58    0.000    0.000    0.001    0.000 typing.py:1877(__init_subclass__)
  431/118    0.000    0.000    0.001    0.000 _parser.py:178(getwidth)
       79    0.000    0.000    0.001    0.000 typing_extensions.py:3228(_collect_parameters)
      299    0.000    0.000    0.001    0.000 pathlib.py:536(__str__)
      122    0.000    0.000    0.001    0.000 _functools.py:99(wrapper)
      234    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
        6    0.001    0.000    0.001    0.000 {built-in method nt._getfinalpathname}
        1    0.000    0.000    0.001    0.001 ipaddress.py:2382(_IPv6Constants)
        1    0.001    0.001    0.001    0.001 {method 'connect' of '_socket.socket' objects}
        1    0.000    0.000    0.001    0.001 header.py:1(<module>)
       35    0.000    0.000    0.001    0.000 ipaddress.py:2306(__init__)
        1    0.000    0.000    0.001    0.001 from_thread.py:1(<module>)
      823    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:405(parent)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
       43    0.001    0.000    0.001    0.000 enum.py:933(_check_for_existing_members_)
        3    0.000    0.000    0.001    0.000 analysis_engine.py:256(_generate_cache_key)
        3    0.000    0.000    0.001    0.000 typing.py:2910(__new__)
       43    0.000    0.000    0.001    0.000 __init__.py:1467(debug)
      269    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
       98    0.000    0.000    0.001    0.000 typing.py:1279(__init__)
       13    0.000    0.000    0.000    0.000 typing.py:723(Optional)
      122    0.000    0.000    0.000    0.000 __init__.py:958(_name_from_stem)
        1    0.000    0.000    0.000    0.000 _asyncio.py:2150(TestRunner)
        1    0.000    0.000    0.000    0.000 enums.py:1(<module>)
        1    0.000    0.000    0.000    0.000 performance.py:97(__exit__)
      122    0.000    0.000    0.000    0.000 enum.py:688(__call__)
        1    0.000    0.000    0.000    0.000 logging.py:372(log_performance)
        1    0.000    0.000    0.000    0.000 __init__.py:421(PercentStyle)
      142    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
        3    0.000    0.000    0.000    0.000 typing.py:2891(_make_nmtuple)
     2130    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      261    0.000    0.000    0.000    0.000 <frozen ntpath>:155(splitdrive)
      168    0.000    0.000    0.000    0.000 dataclasses.py:664(_is_type)
       90    0.000    0.000    0.000    0.000 enum.py:1525(__and__)
     1039    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1030(__exit__)
      251    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:920(find_spec)
       22    0.000    0.000    0.000    0.000 typing.py:1595(copy_with)
        1    0.000    0.000    0.000    0.000 encoding_utils.py:300(read_file_safe)
        1    0.000    0.000    0.000    0.000 __init__.py:1610(_log)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:149(EntryPoint)
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
       14    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
