Amplicon_ID,Num_SNP_covered
-,1980
A2-ns,965
A3-sp,302
A2-sp,296
A1-ns,158
A1-sp,116
A3-ns,82
"A1-sp,A2-sp",19
A4-ns,11
"A2-sp,A3-sp",10
A5-ns,8
A4-sp,6
