Amplicon_ID,Num_SNP_covered
-,2782
A2-sp,296
A3-sp,182
A1-sp,116
"A3-sp,A5-sp",64
A5-sp,62
"A1-sp,A2-sp",19
"A2-sp,A3-sp",10
A4-sp,6
