category_id,category_title,usage_count
149,Regiony i miasta,981
148,Rząd i sektor publiczny,849
144,Nauka i technologia,562
145,Gospodarka i finanse,465
147,Zdrowie,437
141,Środowisko,299
146,Ludność i społeczeństwo,274
140,"Edukacja, kultura i sport",179
139,"Rolnictwo, rybołówstwo, leśnictwo i żywność",161
143,Transport,140
142,Energia,130
150,"Sprawiedliwość, ustrój sądów i bezpieczeństwo publiczne",102
151,Kwestie międzynarodowe,67
152,Ukraina,28
