poly_id,has_poly_id,lattice,h11,h21,has_h21,euler_char,n_vertices_N,n_facets_N,n_vertices_M,n_facets_M,has_n_vertices_N,has_n_facets_N,has_n_vertices_M,has_n_facets_M,n_intersections,intersection_sum_abs,intersection_rank,triple_intersection_norm,S_fro,S_trace,S_eig_min,S_eig_max,S_psd,n_mori_rays,mori_paircount,costhetamin,costhetamax,mori_min_angle_deg,mori_max_angle_deg,tip_norm,dmin,Xvol,Xvol_linear,kahler_tip_dim,triangulation_backend,triangulation_simplices,sec_triangulate,sec_cy,int_graph_n_nodes,int_graph_n_edges,int_graph_avg_deg,int_graph_is_connected,int_graph_n_components,int_graph_is_tree,int_graph_is_forest,int_graph_is_bipartite,int_graph_has_cycle,mori_graph_n_nodes,mori_graph_n_edges,mori_graph_avg_deg,mori_graph_is_connected,mori_graph_n_components,mori_graph_is_tree,mori_graph_is_forest,mori_graph_is_bipartite,mori_graph_has_cycle,mori_graph_density_gt_0_5,int_alpha,int_residue,int_gamma,mori_alpha,mori_residue,mori_gamma,int_graph_density_gt_0_5
,False,N,2,29,True,-54,,,,,False,False,False,False,2,2.0,2,1.4142135623730951,3.1622776601683795,2.0,-1.0,3.0,False,2,1,0.0,0.0,90.0,90.0,1.4142135623730945,0.15051499783199043,-5.785964799319727e-16,0.9999999999999987,2,topcom,,0.007891654968261719,0.0002460479736328125,2,1,1.0,True,1,True,True,True,False,2,1,1.0,True,1,True,True,True,False,True,1,1,1,1,1,1,True
,False,N,2,38,True,-72,,,,,False,False,False,False,3,13.0,2,9.539392014169456,13.30413469565007,13.0,-0.30073525436772164,13.300735254367723,False,3,3,-0.9486832980505138,0.31622776601683794,71.56505117707799,161.565051177078,4.12310562561766,0.6152244606891368,0.5440680443502752,3.499999999999997,2,topcom,,0.004821062088012695,0.00021076202392578125,2,1,1.0,True,1,True,True,True,False,3,2,1.3333333333333333,True,1,True,True,True,False,True,1,1,1,2,2,1,True
,False,N,2,74,True,-144,,,,,False,False,False,False,4,5.0,2,2.6457513110645907,4.58257569495584,5.0,0.4384471871911697,4.561552812808831,True,4,6,-0.7071067811865475,0.8944271909999159,26.565051177077994,135.0,2.236067977499789,0.34948500216800926,0.5835765856339487,3.833333333333328,2,topcom,,0.0047414302825927734,0.00028824806213378906,2,1,1.0,True,1,True,True,True,False,4,2,1.0,False,2,False,True,True,False,False,1,1,1,3,3,2,True
,False,N,2,74,True,-144,,,,,False,False,False,False,4,9.0,2,5.5677643628300215,7.280109889280518,9.0,1.9999999999999998,7.0,True,5,10,-0.8944271909999159,0.9486832980505138,18.434948822922017,153.434948822922,3.162277660168378,0.49999999999999983,0.5835765856339488,3.833333333333329,2,topcom,,0.004957437515258789,0.0002620220184326172,2,1,1.0,True,1,True,True,True,False,5,5,2.0,True,1,False,False,True,True,False,1,1,1,3,2,2,True
,False,N,2,83,True,-162,,,,,False,False,False,False,2,6.0,2,4.242640687119285,9.486832980505138,6.0,-3.0,9.0,False,2,1,0.0,0.0,90.0,90.0,1.4142135623730945,0.15051499783199043,0.4771212547196618,2.9999999999999956,2,topcom,,0.007322549819946289,0.00024771690368652344,2,1,1.0,True,1,True,True,True,False,2,1,1.0,True,1,True,True,True,False,True,1,1,1,1,1,1,True
,False,N,2,84,True,-164,,,,,False,False,False,False,4,18.0,2,9.16515138991168,19.078784028338912,18.0,-1.04987562112089,19.04987562112089,False,4,6,0.0,0.9486832980505138,18.434948822922017,90.0,1.4142135623730945,0.15051499783199043,0.8016323462331659,6.333333333333325,2,topcom,,0.005159854888916016,0.0001971721649169922,2,1,1.0,True,1,True,True,True,False,4,1,0.5,False,3,False,True,True,False,False,1,1,1,3,3,3,True
,False,N,2,86,True,-168,,,,,False,False,False,False,2,20.0,2,16.492422502470642,20.784609690826528,20.0,-0.770329614269008,20.77032961426901,False,3,3,-0.8944271909999159,0.4472135954999579,63.43494882292201,153.434948822922,3.162277660168378,0.49999999999999983,0.522878745280337,3.3333333333333286,2,topcom,,0.004374027252197266,0.00020241737365722656,2,1,1.0,True,1,True,True,True,False,3,2,1.3333333333333333,True,1,True,True,True,False,True,1,1,1,2,2,1,True
,False,N,2,86,True,-168,,,,,False,False,False,False,3,16.0,2,9.797958971132712,13.856406460551018,16.0,2.3431457505076203,13.65685424949238,True,3,3,-0.7071067811865475,0.7071067811865475,45.00000000000001,135.0,2.236067977499789,0.34948500216800926,0.522878745280337,3.3333333333333286,2,topcom,,0.005220174789428711,0.0002880096435546875,2,1,1.0,True,1,True,True,True,False,3,2,1.3333333333333333,True,1,True,True,True,False,True,1,1,1,2,2,1,True
,False,N,2,86,True,-168,,,,,False,False,False,False,2,6.0,2,4.47213595499958,8.246211251235321,6.0,-2.0,8.0,False,2,1,0.0,0.0,90.0,90.0,1.4142135623730945,0.15051499783199043,0.3679767852945938,2.3333333333333304,2,topcom,,0.006085634231567383,0.00021409988403320312,2,1,1.0,True,1,True,True,True,False,2,1,1.0,True,1,True,True,True,False,True,1,1,1,1,1,1,True
,False,N,2,86,True,-168,,,,,False,False,False,False,3,5.0,2,3.3166247903554,6.708203932499369,5.0,-1.5311288741492748,6.531128874149275,False,3,3,-0.7071067811865475,0.7071067811865475,45.00000000000001,135.0,2.236067977499789,0.34948500216800926,0.6842467475153119,4.833333333333327,2,topcom,,0.0035643577575683594,0.00014638900756835938,2,1,1.0,True,1,True,True,True,False,3,2,1.3333333333333333,True,1,True,True,True,False,True,1,1,1,2,2,1,True
