,n,is_even,is_prime,is_square,is_fibonacci,sqrt_n,log_n,prime_factor_count,largest_prime_factor,divisor_count,sum_divisors,totient,is_perfect,is_palindrome,is_power_of_two,collatz_steps
40,41,False,True,False,False,6.4031242374328485,3.713572066704308,1,41.0,2,42,40,False,False,False,109
41,42,True,False,False,False,6.48074069840786,3.7376696182833684,3,7.0,8,96,12,False,False,False,8
42,43,False,True,False,False,6.557438524302,3.7612001156935624,1,43.0,2,44,42,False,False,False,29
43,44,True,False,False,False,6.6332495807108,3.784189633918261,3,11.0,6,84,20,False,True,False,16
44,45,False,False,False,False,6.708203932499369,3.8066624897703196,3,5.0,6,78,24,False,False,False,16
45,46,True,False,False,False,6.782329983125268,3.828641396489095,2,23.0,4,72,22,False,False,False,16
46,47,False,True,False,False,6.855654600401044,3.8501476017100584,1,47.0,2,48,46,False,False,False,104
47,48,True,False,False,False,6.928203230275509,3.871201010907891,5,3.0,10,124,16,False,False,False,11
48,49,False,False,True,False,7.0,3.8918202981106265,2,7.0,3,57,42,False,False,False,24
49,50,True,False,False,False,7.0710678118654755,3.912023005428146,3,5.0,6,93,20,False,False,False,24
50,51,False,False,False,False,7.14142842854285,3.9318256327243257,2,17.0,4,72,32,False,False,False,24
51,52,True,False,False,False,7.211102550927978,3.9512437185814275,3,13.0,6,98,24,False,False,False,11
52,53,False,True,False,False,7.280109889280518,3.970291913552122,1,53.0,2,54,52,False,False,False,11
53,54,True,False,False,False,7.3484692283495345,3.9889840465642745,4,3.0,8,120,18,False,False,False,112
54,55,False,False,False,True,7.416198487095663,4.007333185232471,2,11.0,4,72,40,False,True,False,112
55,56,True,False,False,False,7.483314773547883,4.02535169073515,4,7.0,8,120,24,False,False,False,19
56,57,False,False,False,False,7.54983443527075,4.04305126783455,2,19.0,4,80,36,False,False,False,32
57,58,True,False,False,False,7.615773105863909,4.060443010546419,2,29.0,4,90,28,False,False,False,19
58,59,False,True,False,False,7.681145747868608,4.07753744390572,1,59.0,2,60,58,False,False,False,32
59,60,True,False,False,False,7.745966692414834,4.0943445622221,4,5.0,12,168,16,False,False,False,19
60,61,False,True,False,False,7.810249675906654,4.110873864173311,1,61.0,2,62,60,False,False,False,19
61,62,True,False,False,False,7.874007874011811,4.127134385045092,2,31.0,4,96,30,False,False,False,107
62,63,False,False,False,False,7.937253933193772,4.143134726391533,3,7.0,6,104,36,False,False,False,107
63,64,True,False,True,False,8.0,4.1588830833596715,6,2.0,7,127,32,False,False,True,6
64,65,False,False,False,False,8.06225774829855,4.174387269895637,2,13.0,4,84,48,False,False,False,27
65,66,True,False,False,False,8.12403840463596,4.189654742026425,3,11.0,8,144,20,False,True,False,27
66,67,False,True,False,False,8.18535277187245,4.204692619390966,1,67.0,2,68,66,False,False,False,27
67,68,True,False,False,False,8.246211251235321,4.219507705176107,3,17.0,6,126,32,False,False,False,14
68,69,False,False,False,False,8.306623862918075,4.23410650459726,2,23.0,4,96,44,False,False,False,14
69,70,True,False,False,False,8.366600265340756,4.248495242049359,3,7.0,8,144,24,False,False,False,14
70,71,False,True,False,False,8.426149773176359,4.2626798770413155,1,71.0,2,72,70,False,False,False,102
71,72,True,False,False,False,8.48528137423857,4.276666119016055,5,3.0,12,195,24,False,False,False,22
72,73,False,True,False,False,8.54400374531753,4.290459441148391,1,73.0,2,74,72,False,False,False,115
73,74,True,False,False,False,8.602325267042627,4.30406509320417,2,37.0,4,114,36,False,False,False,22
74,75,False,False,False,False,8.660254037844387,4.31748811353631,3,5.0,6,124,40,False,False,False,14
75,76,True,False,False,False,8.717797887081348,4.330733340286331,3,19.0,6,140,36,False,False,False,22
76,77,False,False,False,False,8.774964387392123,4.343805421853684,2,11.0,4,96,60,False,True,False,22
77,78,True,False,False,False,8.831760866327848,4.356708826689592,3,13.0,8,168,24,False,False,False,35
78,79,False,True,False,False,8.888194417315589,4.3694478524670215,1,79.0,2,80,78,False,False,False,35
79,80,True,False,False,False,8.94427190999916,4.382026634673881,5,5.0,10,186,32,False,False,False,9
80,81,False,False,True,False,9.0,4.394449154672439,4,3.0,5,121,54,False,False,False,22
81,82,True,False,False,False,9.055385138137417,4.406719247264253,2,41.0,4,126,40,False,False,False,110
82,83,False,True,False,False,9.1104335791443,4.418840607796598,1,83.0,2,84,82,False,False,False,110
83,84,True,False,False,False,9.16515138991168,4.430816798843313,4,7.0,12,224,24,False,False,False,9
84,85,False,False,False,False,9.219544457292887,4.442651256490317,2,17.0,4,108,64,False,False,False,9
85,86,True,False,False,False,9.273618495495704,4.454347296253507,2,43.0,4,132,42,False,False,False,30
86,87,False,False,False,False,9.327379053088816,4.465908118654584,2,29.0,4,120,56,False,False,False,30
87,88,True,False,False,False,9.38083151964686,4.477336814478207,4,11.0,8,180,40,False,True,False,17
88,89,False,True,False,True,9.433981132056603,4.48863636973214,1,89.0,2,90,88,False,False,False,30
89,90,True,False,False,False,9.486832980505138,4.499809670330265,4,5.0,12,234,24,False,False,False,17
90,91,False,False,False,False,9.539392014169456,4.51085950651685,2,13.0,4,112,72,False,False,False,92
91,92,True,False,False,False,9.591663046625438,4.5217885770490405,3,23.0,6,168,44,False,False,False,17
92,93,False,False,False,False,9.643650760992955,4.532599493153256,2,31.0,4,128,60,False,False,False,17
93,94,True,False,False,False,9.695359714832659,4.543294782270004,2,47.0,4,144,46,False,False,False,105
94,95,False,False,False,False,9.746794344808963,4.553876891600541,2,19.0,4,120,72,False,False,False,105
95,96,True,False,False,False,9.797958971132712,4.564348191467836,6,3.0,12,252,32,False,False,False,12
96,97,False,True,False,False,9.848857801796104,4.574710978503383,1,97.0,2,98,96,False,False,False,118
97,98,True,False,False,False,9.899494936611665,4.584967478670572,3,7.0,6,171,42,False,False,False,25
98,99,False,False,False,False,9.9498743710662,4.59511985013459,3,11.0,6,156,60,False,True,False,25
99,100,True,False,True,False,10.0,4.605170185988092,4,5.0,9,217,40,False,False,False,25
100,101,False,True,False,False,10.04987562112089,4.61512051684126,1,101.0,2,102,100,False,True,False,25
101,102,True,False,False,False,10.099504938362077,4.624972813284271,3,17.0,8,216,32,False,False,False,25
102,103,False,True,False,False,10.14889156509222,4.634728988229636,1,103.0,2,104,102,False,False,False,87
103,104,True,False,False,False,10.198039027185569,4.6443908991413725,4,13.0,8,210,48,False,False,False,12
104,105,False,False,False,False,10.246950765959598,4.653960350157523,3,7.0,8,192,48,False,False,False,38
105,106,True,False,False,False,10.295630140987,4.663439094112067,2,53.0,4,162,52,False,False,False,12
106,107,False,True,False,False,10.344080432788601,4.672828834461906,1,107.0,2,108,106,False,False,False,100
107,108,True,False,False,False,10.392304845413264,4.68213122712422,5,3.0,12,280,36,False,False,False,113
108,109,False,True,False,False,10.44030650891055,4.6913478822291435,1,109.0,2,110,108,False,False,False,113
109,110,True,False,False,False,10.488088481701515,4.700480365792417,3,11.0,8,216,40,False,False,False,113
110,111,False,False,False,False,10.535653752852738,4.709530201312334,2,37.0,4,152,72,False,True,False,69
111,112,True,False,False,False,10.583005244258363,4.718498871295094,5,7.0,10,248,48,False,False,False,20
112,113,False,True,False,False,10.63014581273465,4.727387818712341,1,113.0,2,114,112,False,False,False,12
113,114,True,False,False,False,10.677078252031311,4.736198448394496,3,19.0,8,240,36,False,False,False,33
114,115,False,False,False,False,10.723805294763608,4.74493212836325,2,23.0,4,144,88,False,False,False,33
115,116,True,False,False,False,10.770329614269007,4.7535901911063645,3,29.0,6,210,56,False,False,False,20
116,117,False,False,False,False,10.816653826391969,4.762173934797756,3,13.0,6,182,72,False,False,False,20
117,118,True,False,False,False,10.862780491200215,4.770684624465665,2,59.0,4,180,58,False,False,False,33
118,119,False,False,False,False,10.908712114635714,4.77912349311153,2,17.0,4,144,96,False,False,False,33
119,120,True,False,False,False,10.954451150103322,4.787491742782046,5,5.0,16,360,32,False,False,False,20
120,121,False,False,True,False,11.0,4.795790545596741,2,11.0,3,133,110,False,True,False,95
121,122,True,False,False,False,11.045361017187261,4.804021044733257,2,61.0,4,186,60,False,False,False,20
122,123,False,False,False,False,11.090536506409418,4.812184355372417,2,41.0,4,168,80,False,False,False,46
123,124,True,False,False,False,11.135528725660043,4.820281565605037,3,31.0,6,224,60,False,False,False,108
124,125,False,False,False,False,11.180339887498949,4.8283137373023015,3,5.0,4,156,100,False,False,False,108
125,126,True,False,False,False,11.224972160321824,4.836281906951478,4,7.0,12,312,36,False,False,False,108
126,127,False,True,False,False,11.269427669584644,4.844187086458591,1,127.0,2,128,126,False,False,False,46
127,128,True,False,False,False,11.313708498984761,4.852030263919617,7,2.0,8,255,64,False,False,True,7
128,129,False,False,False,False,11.357816691600547,4.859812404361672,2,43.0,4,176,84,False,False,False,121
129,130,True,False,False,False,11.40175425099138,4.867534450455582,3,13.0,8,252,48,False,False,False,28
130,131,False,True,False,False,11.445523142259598,4.875197323201151,1,131.0,2,132,130,False,True,False,28
131,132,True,False,False,False,11.489125293076057,4.882801922586371,4,11.0,12,336,40,False,False,False,28
132,133,False,False,False,False,11.532562594670797,4.890349128221754,2,19.0,4,160,108,False,False,False,28
133,134,True,False,False,False,11.575836902790225,4.897839799950911,2,67.0,4,204,66,False,False,False,28
134,135,False,False,False,False,11.61895003862225,4.90527477843843,4,5.0,8,240,72,False,False,False,41
135,136,True,False,False,False,11.661903789690601,4.912654885736052,4,17.0,8,270,64,False,False,False,15
136,137,False,True,False,False,11.704699910719626,4.919980925828125,1,137.0,2,138,136,False,False,False,90
137,138,True,False,False,False,11.74734012447073,4.927253685157205,3,23.0,8,288,44,False,False,False,15
138,139,False,True,False,False,11.789826122551595,4.9344739331306915,1,139.0,2,140,138,False,False,False,41
139,140,True,False,False,False,11.832159566199232,4.941642422609304,4,7.0,12,336,48,False,False,False,15
140,141,False,False,False,False,11.874342087037917,4.948759890378168,2,47.0,4,192,92,False,True,False,15
141,142,True,False,False,False,11.916375287812984,4.955827057601261,2,71.0,4,216,70,False,False,False,103
142,143,False,False,False,False,11.958260743101398,4.962844630259907,2,13.0,4,168,120,False,False,False,103
143,144,True,False,True,True,12.0,4.969813299576001,6,3.0,15,403,48,False,False,False,23
144,145,False,False,False,False,12.041594578792296,4.976733742420574,2,29.0,4,180,112,False,False,False,116
145,146,True,False,False,False,12.083045973594572,4.983606621708336,2,73.0,4,222,72,False,False,False,116
146,147,False,False,False,False,12.12435565298214,4.990432586778736,3,7.0,6,228,84,False,False,False,116
147,148,True,False,False,False,12.165525060596439,4.997212273764115,3,37.0,6,266,72,False,False,False,23
148,149,False,True,False,False,12.206555615733702,5.003946305945459,1,149.0,2,150,148,False,False,False,23
