,harmonic_index,sum_connectivity_index,vertex_cover_number,sub_total_domination_number,min_maximal_matching_number,clique_number,outer_connected_domination_number,Kn,slater,triameter,diameter,triangle_free,connected_zero_forcing_number,min_degree,planar,domination_number,bipartite,matching_number,tree,total_domination_number,edge_domination_number,chromatic_number,size,wiener_index,radius,positive_semidefinite_zero_forcing_number,connected_domination_number,connected,residue,independence_number,claw_free,total_zero_forcing_number,max_degree,semitotal_domination_number,order,independent_domination_number,zero_forcing_number,randic_index,power_domination_number,annihilation_number,name
10,6.0,7.348469228349535,7,4,4,3,4,False,3,9,4,False,4,3,False,4,False,6,False,4,4,3,18,136.0,3,4,5,True,3,5,False,4,3,7,12,4,4,6.0,2,6,cubic64
11,1.6,1.7888543819998317,1,2,1,2,4,False,1,6,2,True,4,1,True,1,True,1,True,2,1,2,4,16.0,1,1,1,True,4,4,False,4,4,5,5,1,3,2.0,1,4,MathematicaGraph7389
12,6.0,7.348469228349535,7,4,4,3,3,False,3,9,4,False,3,3,True,3,False,6,False,4,4,3,18,142.0,3,3,5,True,3,5,False,3,3,7,12,3,3,6.0,1,6,cubic58
13,6.0,7.348469228349535,7,4,4,3,4,False,3,8,3,False,4,3,False,4,False,6,False,5,4,3,18,136.0,3,4,5,True,3,5,False,4,3,7,12,4,4,6.0,2,6,cubic59
14,4.9,5.183281572999747,5,4,4,2,7,False,3,13,6,True,5,2,True,4,False,5,False,5,4,3,11,126.0,3,3,6,True,4,5,False,4,3,7,10,4,3,4.949489742783179,2,5,"dumbell_D(4,5,2)"
15,6.0,7.348469228349535,7,4,4,2,4,False,3,9,3,True,5,3,False,3,False,6,False,4,4,3,18,135.0,3,4,5,True,3,5,False,5,3,7,12,3,5,6.0,2,6,cubic65
16,3.371428571428571,3.8751010084099593,4,2,3,3,3,False,2,7,3,False,2,2,True,3,False,3,False,3,3,3,9,36.0,2,2,3,True,3,3,False,2,4,5,7,3,2,3.434286964637233,1,4,B_dom_B3
17,6.0,7.348469228349535,6,4,4,2,4,False,3,10,4,True,5,3,False,4,True,6,False,4,4,2,18,142.0,3,4,6,True,3,6,False,5,3,7,12,4,5,6.0,2,6,cubic71
18,2.9761904761904763,3.373665211602708,3,3,2,2,6,False,2,10,4,True,6,1,True,3,True,3,True,3,2,2,8,76.0,2,1,3,True,6,6,False,6,6,9,9,3,5,3.624556993418173,1,7,MathematicaGraph7607
19,1.3333333333333333,1.1547005383792517,1,2,1,2,2,False,1,4,2,True,1,1,True,1,True,1,True,2,1,2,2,4.0,1,1,1,True,2,2,True,2,2,3,3,1,1,1.414213562373095,1,2,G3
20,3.371428571428571,3.6503561370183695,3,3,2,2,6,False,2,10,4,True,6,1,True,3,True,3,True,3,2,2,8,84.0,2,1,3,True,5,6,False,6,4,9,9,4,3,3.886751345948129,3,6,MathematicaGraph7613
21,2.685714285714285,3.0499229399007746,3,2,2,3,3,False,2,7,3,False,3,1,True,2,False,3,False,2,2,3,7,25.0,2,3,2,True,3,3,True,3,4,4,6,2,3,2.834933866028123,1,4,G40
22,3.633333333333333,3.549127729379168,3,4,3,2,5,False,3,14,6,True,3,1,True,3,True,3,True,5,3,2,7,75.0,3,1,5,True,4,5,False,3,3,6,8,3,2,3.808060412490447,1,5,MathematicaGraph7559
23,2.9333333333333336,3.1971026724636946,2,3,2,2,6,False,2,10,4,True,6,1,True,2,True,2,True,3,2,2,7,66.0,2,1,3,True,5,6,False,6,4,7,8,2,4,3.4165022194363885,2,6,MathematicaGraph7571
24,3.052380952380952,3.2441691241986845,3,3,2,2,5,False,2,10,4,True,5,1,True,3,True,3,True,3,2,2,7,63.0,2,1,3,True,5,5,False,5,4,8,8,3,3,3.4813804754348494,2,6,MathematicaGraph7565
25,2.583333333333333,2.986546552448726,2,2,1,2,6,False,2,8,3,True,6,1,True,2,True,2,True,2,1,2,7,57.0,2,1,2,True,6,6,False,6,5,8,8,3,4,3.2017538101262444,2,6,MathematicaGraph7573
26,3.085714285714286,3.257990223662632,3,3,2,2,5,False,2,10,4,True,5,1,True,3,True,3,True,3,2,2,7,62.0,2,1,3,True,5,5,False,5,4,8,8,4,3,3.504035844753886,2,6,MathematicaGraph7567
27,3.9333333333333336,3.9435549203790834,4,4,3,2,6,False,3,14,5,True,5,1,True,3,True,4,True,5,3,2,8,98.0,3,1,5,True,4,5,False,5,3,8,9,3,3,4.201907262607799,2,6,MathematicaGraph7598
28,4.238095238095238,5.021915269729359,3,4,2,2,11,False,3,14,6,True,11,1,True,3,True,3,True,4,2,2,12,260.0,3,1,5,True,8,10,False,9,5,12,13,3,7,5.210164296033339,2,10,MathematicaGraph1328
29,6.666666666666667,7.886751345948129,6,4,6,2,6,False,3,12,4,True,6,2,True,6,True,6,False,6,6,2,20,280.0,2,6,6,True,7,10,False,6,10,11,16,6,6,7.23606797749979,1,10,G42
30,4.0,3.942394238613955,4,4,4,2,5,False,3,12,4,True,4,1,True,4,True,4,True,5,4,2,8,88.0,2,1,5,True,4,5,False,4,4,8,9,4,3,4.242640687119285,1,6,MathematicaGraph7605
31,3.019047619047619,3.458171230364637,2,3,2,2,7,False,2,10,4,True,7,1,True,2,True,2,True,3,2,2,8,86.0,2,1,3,True,6,7,False,7,5,8,9,2,5,3.668030976859785,2,7,MathematicaGraph7611
32,6.0,7.348469228349535,7,4,4,2,4,False,3,8,3,True,4,3,False,4,False,6,False,4,4,3,18,132.0,3,4,5,True,3,5,False,4,3,7,12,4,4,6.0,2,6,cubic98
33,2.0,2.0,2,2,2,2,2,False,2,4,2,True,2,2,True,2,True,2,False,2,2,2,4,8.0,2,2,2,True,2,2,True,2,2,3,4,2,2,2.0,1,2,B_dom_B1
34,6.0,7.348469228349535,7,4,4,3,3,False,3,9,4,False,4,3,True,3,False,6,False,4,4,3,18,139.0,3,4,5,True,3,5,False,4,3,7,12,3,4,6.0,2,6,cubic67
35,6.0,7.348469228349535,7,4,4,3,4,False,3,8,4,False,4,3,True,4,False,6,False,4,4,3,18,137.0,3,4,5,True,3,5,False,4,3,7,12,4,4,6.0,2,6,cubic73
36,3.833333333333333,3.654700538379252,4,4,3,2,6,False,3,14,7,True,1,1,True,3,True,4,True,4,3,2,7,84.0,4,1,6,True,3,4,True,2,2,6,8,3,1,3.914213562373095,1,4,P8
37,6.0,7.348469228349535,7,4,4,3,4,False,3,9,4,False,3,3,True,4,False,6,False,4,4,3,18,141.0,3,3,5,True,3,5,False,3,3,6,12,4,3,6.0,1,6,cubic72
38,6.0,7.348469228349535,7,4,5,2,4,False,3,8,3,True,5,3,False,4,False,6,False,4,5,3,18,136.0,3,3,5,True,3,5,False,5,3,7,12,4,5,6.0,2,6,cubic66
39,6.0,7.348469228349535,7,4,4,2,4,False,3,8,3,True,4,3,False,4,False,6,False,4,4,3,18,130.0,3,4,5,True,3,5,False,4,3,7,12,4,4,6.0,2,6,cubic99
40,3.633333333333333,3.802675481463779,3,3,2,2,6,False,3,12,5,True,6,1,True,3,True,3,True,4,2,2,8,96.0,3,1,4,True,4,6,False,5,3,8,9,3,3,4.036581260209188,2,6,MathematicaGraph7610
41,3.202380952380952,3.533613004183716,3,3,2,2,6,False,2,10,4,True,6,1,True,3,True,3,True,3,2,2,8,80.0,2,1,3,True,6,6,False,6,5,9,9,4,4,3.777874761829672,2,7,MathematicaGraph7604
42,7.893290043290043,10.00059659300537,9,4,6,3,5,False,3,12,4,False,3,2,True,5,False,8,False,5,6,3,26,327.0,2,3,5,True,5,8,False,3,8,9,17,5,3,8.185201515867599,1,10,G43
43,3.619047619047619,3.768732988888269,3,3,3,2,6,False,2,12,4,True,5,1,True,3,True,3,True,4,3,2,8,88.0,2,1,4,True,5,6,False,5,4,8,9,3,3,4.019385277895634,2,6,MathematicaGraph7599
44,4.0,5.65685424949238,4,2,4,2,2,False,2,6,2,True,6,4,False,2,True,4,False,2,4,2,16,40.0,2,4,2,True,2,4,False,6,4,4,8,4,6,4.0,2,4,K4_4
45,4.142857142857142,4.229507259259275,5,4,4,2,5,False,3,12,4,True,5,1,True,5,True,5,True,5,4,2,9,109.0,2,1,5,True,5,5,False,5,5,10,10,5,4,4.540551784313499,1,7,"the_wounded_spider_S(5,4)"
46,3.466666666666667,3.457376019843031,3,3,3,2,5,False,2,12,4,True,4,1,True,3,True,3,True,4,3,2,7,67.0,2,1,4,True,4,5,False,4,3,7,8,3,2,3.718744015013406,2,5,MathematicaGraph7566
47,3.1666666666666665,3.3164965809277263,3,3,2,2,5,False,2,10,4,True,5,1,True,3,True,3,True,3,2,2,7,65.0,2,1,3,True,4,5,False,5,3,8,8,3,3,3.553418012614796,2,5,MathematicaGraph7572
48,3.7,3.8272393461533625,3,4,2,2,7,False,3,14,6,True,4,1,True,3,True,3,True,4,2,2,8,104.0,3,1,5,True,4,6,False,4,4,8,9,3,3,4.060660171779821,1,6,MathematicaGraph7576
49,3.3,3.365624310306893,3,3,2,2,5,False,2,12,5,True,4,1,True,3,True,3,True,4,2,2,7,67.0,3,1,4,True,4,5,False,4,4,7,8,3,3,3.6213203435596415,1,5,MathematicaGraph7562
50,3.4047619047619047,3.635374355789296,3,3,2,2,6,False,2,12,5,True,5,1,True,3,True,3,True,4,2,2,8,86.0,3,1,4,True,5,6,False,5,5,8,9,3,4,3.888309880906645,1,6,MathematicaGraph7589
51,3.533333333333333,3.7354876366172256,3,3,2,2,6,False,2,12,5,True,6,1,True,3,True,3,True,4,2,2,8,92.0,3,1,4,True,5,6,False,6,4,8,9,3,4,3.9771623912162095,2,6,MathematicaGraph7600
52,2.0,2.0,2,2,2,2,2,False,2,4,2,True,2,2,True,2,True,2,False,2,2,2,4,8.0,2,2,2,True,2,2,True,2,2,3,4,2,2,2.0,1,2,G4
53,2.6507936507936507,3.223155698379469,2,2,1,2,7,False,2,8,3,True,7,1,True,2,True,2,True,2,1,2,8,74.0,2,1,2,True,7,7,False,7,6,9,9,3,5,3.4316442510940828,2,7,MathematicaGraph7614
54,4.933333333333334,5.197102672463695,4,4,3,2,9,False,3,16,6,True,9,1,True,3,True,4,True,6,3,2,11,211.0,3,1,6,True,5,8,False,7,3,10,12,3,4,5.430428110326541,3,8,MathematicaGraph3499
55,6.0,7.348469228349535,7,4,4,3,4,False,3,9,3,False,5,3,False,3,False,6,False,5,4,3,18,129.0,3,4,5,True,3,5,False,5,3,7,12,3,5,6.0,2,6,J3
56,6.0,7.348469228349535,7,4,4,3,3,False,3,9,3,False,4,3,False,3,False,6,False,4,4,3,18,136.0,3,4,5,True,3,5,False,4,3,6,12,3,4,6.0,2,6,cubic89
57,3.5,3.5,4,4,3,2,5,False,3,7,3,True,2,2,True,3,False,3,False,4,3,3,7,42.0,3,2,5,True,3,3,True,2,2,5,7,3,2,3.5,1,3,B_dom_B4
58,6.0,7.348469228349535,7,4,4,3,4,False,3,10,4,False,4,3,False,4,False,6,False,4,4,3,18,139.0,3,3,5,True,3,5,False,4,3,7,12,4,4,6.0,2,6,cubic62
59,6.0,7.348469228349535,7,4,4,3,4,False,3,8,4,False,4,3,True,4,False,6,False,5,4,3,18,135.0,3,4,6,True,3,5,False,4,3,7,12,4,4,6.0,2,6,cubic76
60,6.0,7.348469228349535,7,4,4,3,4,False,3,9,4,False,4,3,False,3,False,6,False,5,4,3,18,137.0,3,4,5,True,3,5,False,4,3,6,12,3,4,6.0,2,6,cubic77
61,6.0,7.348469228349535,7,4,4,3,3,False,3,9,4,False,3,3,True,3,False,6,False,5,4,3,18,139.0,3,3,5,True,3,5,False,3,3,7,12,3,3,6.0,1,6,cubic63
62,3.4333333333333336,3.697102672463695,4,3,3,2,3,False,2,7,3,True,2,2,True,3,False,3,False,3,3,3,8,38.0,2,2,3,True,3,3,False,2,3,5,7,3,2,3.4663264951887856,1,4,B_dom_B5
63,6.0,7.348469228349535,8,4,4,3,4,False,3,8,4,False,4,3,True,4,False,6,False,4,4,3,18,135.0,3,4,6,True,3,4,False,4,3,7,12,4,4,6.0,2,6,cubic88
64,4.2,4.073691594068752,4,4,3,2,6,False,3,16,6,True,3,1,True,3,True,4,True,6,3,2,8,102.0,3,1,6,True,4,5,False,3,3,7,9,3,2,4.346065214951231,1,5,MathematicaGraph3498
65,1.933333333333333,2.1971026724636946,2,2,1,3,1,False,1,4,2,False,2,2,True,1,False,2,False,2,1,3,5,7.0,1,2,1,True,2,2,True,2,3,2,4,1,2,1.9663264951887856,1,2,G5
66,3.066666666666667,3.499778153927473,2,3,2,2,7,False,2,10,4,True,7,1,True,2,True,2,True,3,2,2,8,88.0,2,1,3,True,6,7,False,7,4,8,9,2,5,3.707106781186548,2,7,MathematicaGraph7615
67,3.25,3.575219927746552,3,3,2,2,6,False,2,10,4,True,6,1,True,3,True,3,True,3,2,2,8,82.0,2,1,3,True,6,6,False,6,4,9,9,4,4,3.810660171779821,2,7,MathematicaGraph7601
68,3.9,3.904009274460425,4,4,3,2,5,False,3,14,5,True,4,1,True,4,True,4,True,5,3,2,8,92.0,3,1,5,True,4,5,False,4,4,8,9,4,3,4.181980515339464,1,6,MathematicaGraph7588
69,2.7857142857142856,3.0883079040543056,2,3,2,2,6,False,2,10,4,True,5,1,True,2,True,2,True,3,2,2,7,62.0,2,1,3,True,5,6,False,5,5,7,8,2,4,3.312188929203217,1,6,MathematicaGraph7563
70,4.133333333333333,4.049127729379167,4,4,3,2,6,False,3,16,7,True,3,1,True,3,True,4,True,5,3,2,8,108.0,4,1,6,True,4,5,False,3,3,7,9,3,2,4.308060412490447,1,5,MathematicaGraph7577
71,2.8,2.894427190999916,2,3,2,2,5,False,2,10,4,True,5,1,True,2,True,2,True,3,2,2,6,48.0,2,1,3,True,4,5,False,5,3,6,7,2,3,3.1258976576862296,2,5,MathematicaGraph2427
72,2.9,2.9328121551534467,3,3,2,2,4,False,2,10,4,True,4,1,True,3,True,3,True,3,2,2,6,46.0,2,1,3,True,4,4,False,4,3,7,7,3,2,3.1807392125526213,2,5,MathematicaGraph7549
73,3.7,3.573691594068752,4,4,3,2,5,False,3,14,5,True,3,1,True,3,True,4,True,5,3,2,7,72.0,3,1,5,True,4,4,False,3,3,7,8,3,2,3.846065214951232,1,5,MathematicaGraph7561
74,4.133333333333333,4.049127729379167,4,4,3,2,6,False,3,16,7,True,3,1,True,4,True,4,True,4,3,2,8,110.0,4,1,6,True,4,5,False,3,3,8,9,4,2,4.308060412490447,1,5,MathematicaGraph7575
75,2.0,2.4494897427831783,3,2,2,4,1,True,1,3,1,False,3,3,True,1,False,2,False,2,2,4,6,6.0,1,3,1,True,1,1,True,3,3,2,4,1,3,2.0,1,2,G7
76,3.6857142857142855,3.796375187816163,4,3,3,2,5,False,2,12,4,True,5,1,True,4,True,4,True,4,3,2,8,86.0,2,1,4,True,5,5,False,5,4,9,9,4,3,4.064696016533707,2,6,MathematicaGraph7603
77,2.4000000000000004,2.683281572999748,2,2,2,2,2,False,2,6,2,True,3,2,True,2,True,2,False,2,2,2,6,14.0,2,2,2,True,2,3,False,3,3,3,5,2,3,2.4494897427831783,1,3,F_small_F1_HaHeHe
78,2.5,3.5355339059327373,4,2,2,5,1,True,1,3,1,False,4,4,False,1,False,2,False,2,2,5,10,10.0,1,4,1,True,1,1,True,4,4,2,5,1,4,2.5,1,2,K4
79,6.0,7.348469228349535,7,4,4,3,4,False,3,10,4,False,5,3,False,4,False,6,False,4,4,3,18,150.0,4,4,6,True,3,5,False,5,3,7,12,4,5,6.0,2,6,cubic49
80,1.857142857142857,3.474396144861517,1,2,1,2,13,False,1,6,2,True,13,1,True,1,True,1,True,2,1,2,13,169.0,1,1,1,True,13,13,False,13,13,14,14,1,12,3.6055512754639896,1,13,MathematicaGraph7398
81,6.0,7.348469228349535,7,4,4,3,4,False,3,8,3,False,4,3,False,4,False,6,False,4,4,3,18,131.0,3,4,5,True,3,5,False,4,3,7,12,4,4,6.0,2,6,cubic75
82,3.3595238095238096,4.076335054557824,4,2,3,3,3,False,2,7,3,False,3,2,True,3,False,3,False,3,3,3,10,34.0,2,3,3,True,3,3,False,3,4,5,7,3,3,3.428303900493525,1,4,B_dom_B7
83,6.0,7.348469228349535,7,4,4,3,4,False,3,9,4,False,4,3,False,3,False,6,False,5,4,3,18,138.0,3,4,5,True,3,5,False,4,3,7,12,3,4,6.0,2,6,cubic61
84,6.0,7.348469228349535,7,4,4,3,4,False,3,9,3,False,5,3,False,3,False,6,False,5,4,3,18,136.0,3,4,5,True,3,5,False,5,3,7,12,3,5,6.0,2,6,cubic60
85,3.4333333333333336,3.921847543855284,4,3,3,2,3,False,2,7,3,True,3,2,True,3,False,3,False,3,3,3,9,35.0,2,3,3,True,2,3,False,3,3,5,7,3,3,3.4663264951887856,1,4,B_dom_B6
86,6.0,7.348469228349535,7,4,4,3,4,False,3,8,3,False,4,3,False,4,False,6,False,4,4,3,18,133.0,3,4,5,True,3,5,False,4,3,6,12,4,4,6.0,2,6,cubic74
87,6.0,7.348469228349535,7,4,4,3,4,False,3,9,4,False,4,3,True,3,False,6,False,5,4,3,18,146.0,3,4,5,True,3,5,False,4,3,6,12,3,4,6.0,2,6,cubic48
88,3.733333333333333,3.84106044561731,3,3,3,2,6,False,3,12,4,True,5,1,True,3,True,3,True,4,3,2,8,90.0,2,1,4,True,4,6,False,5,3,8,9,3,3,4.091422815075581,2,6,MathematicaGraph7602
89,2.7555555555555555,3.30796728168866,2,2,1,2,7,False,2,8,3,True,7,1,True,2,True,2,True,2,1,2,8,76.0,2,1,2,True,7,7,False,7,5,9,9,4,5,3.51246117974981,2,7,MathematicaGraph7616
90,1.8,1.894427190999916,2,2,1,3,2,False,1,5,2,False,2,1,True,1,False,2,False,2,1,3,4,8.0,1,2,1,True,2,2,True,2,3,3,4,1,2,1.893846850117352,1,2,G6
91,5.6,5.506503749222198,6,5,4,2,8,False,4,18,7,True,4,1,True,4,True,6,True,8,4,2,11,214.0,4,1,8,True,5,6,False,4,3,10,12,4,2,5.794753619934975,2,7,MathematicaGraph3504
92,6.933333333333334,8.320827029421642,7,5,5,2,6,False,4,10,5,True,5,2,False,4,True,7,False,6,5,2,20,201.0,3,5,6,True,4,7,False,5,3,8,14,4,5,6.9663264951887856,2,7,Ramsey_Cubic
93,6.0,7.348469228349535,8,4,4,3,3,False,3,9,4,False,7,3,True,3,False,6,False,5,4,3,18,162.0,4,5,7,True,3,4,True,6,3,6,12,3,5,6.0,3,6,Diamond_Necklace3
94,4.066666666666666,4.024563864689584,4,4,3,2,7,False,3,16,7,True,3,1,True,3,True,4,True,4,3,2,8,114.0,4,1,6,True,4,5,False,3,3,7,9,3,2,4.270055610029663,1,5,MathematicaGraph7574
95,3.4,3.4328121551534467,3,3,2,2,5,False,2,12,5,True,4,1,True,3,True,3,True,4,2,2,7,70.0,3,1,4,True,4,5,False,4,3,7,8,3,2,3.680739212552621,2,5,MathematicaGraph7560
96,4.457142857142857,5.158815778527303,3,4,3,2,10,False,3,12,4,True,10,1,True,3,True,3,True,4,3,2,12,216.0,2,1,4,True,7,10,False,10,4,12,13,3,7,5.366025403784438,3,10,MathematicaGraph2430
97,2.2857142857142856,2.5883079040543056,2,2,1,2,5,False,2,8,3,True,5,1,True,2,True,2,True,2,1,2,6,40.0,2,1,2,True,5,5,False,5,5,7,7,2,4,2.812188929203217,1,5,MathematicaGraph7548
98,2.25,2.8030431333764523,2,2,1,3,1,False,1,6,2,False,3,2,True,1,False,2,False,2,1,3,7,13.0,1,2,1,True,3,3,False,3,4,2,5,1,3,2.3713203435596424,1,3,G22
99,4.7,4.573691594068752,5,5,3,2,7,False,3,18,7,True,3,1,True,4,True,5,True,6,3,2,9,141.0,4,1,7,True,4,5,False,3,3,8,10,4,2,4.846065214951231,1,6,G36
100,6.833333333333333,6.654700538379252,7,7,5,2,12,False,5,26,13,True,1,1,True,5,True,7,True,8,5,2,13,455.0,7,1,12,True,5,7,True,2,2,10,14,5,1,6.914213562373095,1,7,MathematicaGraph6037
101,2.2,2.3272393461533625,2,2,1,2,4,False,2,8,3,True,4,1,True,2,True,2,True,2,1,2,5,28.0,2,1,2,True,4,4,False,4,4,6,6,2,3,2.560660171779821,1,4,MathematicaGraph2537
102,3.3683982683982685,5.014741714411043,5,2,3,4,1,False,1,5,2,False,3,3,True,1,False,3,False,2,3,4,15,27.0,1,3,1,True,2,2,True,3,6,3,7,1,3,3.4329764226088693,1,4,T17
103,5.0,6.123724356957946,6,4,3,3,3,False,3,9,4,False,5,3,True,3,False,5,False,4,3,3,15,93.0,2,4,4,True,3,4,False,5,3,6,10,3,4,5.0,2,5,cubic13
104,6.9,8.621854961970472,9,3,5,3,6,False,3,12,5,False,6,2,True,6,False,7,False,6,5,3,22,251.0,3,3,6,True,5,6,False,6,5,9,15,6,5,7.187572267246599,3,10,G_in_G_dom_HaHeHe
105,4.0,4.898979485566357,5,3,3,3,2,False,2,6,3,False,3,3,True,2,False,4,False,3,3,3,12,46.0,2,3,3,True,2,3,False,3,3,4,8,2,3,4.0,1,4,cubic5
106,5.0,5.0,5,5,4,2,8,False,4,10,5,True,2,2,True,4,True,5,False,6,4,2,10,125.0,5,2,8,True,4,5,True,2,2,7,10,4,2,5.0,1,5,F_small_F6_HaHeHe
107,4.0,4.898979485566357,5,3,3,3,2,False,2,7,3,False,4,3,True,2,False,4,False,4,3,3,12,50.0,3,4,4,True,2,3,True,4,3,4,8,2,4,4.0,2,4,cubic4
108,2.4642857142857144,3.3284470098351844,3,2,2,4,1,False,1,4,2,False,3,3,True,1,False,2,False,2,2,4,9,11.0,1,3,1,True,2,2,True,3,4,2,5,1,3,2.4820508075688776,1,2,T1
109,5.0,6.123724356957946,6,4,4,3,3,False,3,8,3,False,5,3,False,3,False,5,False,4,4,3,15,90.0,3,4,5,True,3,4,False,5,3,6,10,3,5,5.0,2,5,cubic12
110,3.312121212121212,4.974537675343447,4,2,2,4,1,False,1,6,2,False,4,3,True,1,False,3,False,2,2,4,15,27.0,1,4,1,True,3,3,False,4,6,3,7,1,4,3.40402267717468,1,4,T16
111,6.333333333333333,6.154700538379252,6,7,4,2,11,False,5,24,12,True,1,1,True,5,True,6,True,7,4,2,12,364.0,6,1,11,True,5,7,True,2,2,10,13,5,1,6.414213562373095,1,7,MathematicaGraph6036
112,3.466666666666667,3.457376019843031,4,3,2,2,4,False,2,12,5,True,4,1,True,4,True,4,True,4,2,2,7,68.0,3,1,4,True,4,4,False,4,3,8,8,4,2,3.718744015013406,2,5,MathematicaGraph1567
113,4.214285714285714,6.597913856977557,6,2,3,6,6,False,2,9,3,False,6,1,False,6,False,6,False,6,3,6,21,126.0,2,5,6,True,6,6,True,6,6,12,12,6,5,4.949489742783178,1,8,k_slater_index_atmost_slater_counter_example.txt
114,2.579365079365079,3.399078404939152,3,2,2,4,2,False,1,6,2,False,3,1,True,1,False,3,False,2,2,4,9,21.0,1,3,1,True,3,3,False,3,5,3,6,1,3,2.7676829318773297,1,4,G37
115,2.371428571428571,2.87510100840996,3,2,2,3,1,False,1,5,2,False,2,2,True,1,False,2,False,2,2,3,7,13.0,1,2,1,True,2,2,True,2,4,3,5,1,2,2.434286964637233,1,3,G23
116,5.233333333333333,5.59152986346361,5,4,4,2,7,False,3,14,7,True,4,1,True,3,True,5,False,5,4,2,12,158.0,4,3,6,True,4,6,False,4,3,8,11,3,3,5.360173345306138,2,6,G35
117,2.333333333333333,2.6329931618554525,3,2,2,3,2,False,1,5,2,False,3,2,True,1,False,2,False,2,2,3,6,14.0,1,3,1,True,2,2,True,3,4,3,5,1,3,2.414213562373095,1,3,G21
118,6.0,7.348469228349535,6,4,4,2,4,False,3,8,4,True,4,3,False,4,True,6,False,4,4,2,18,136.0,3,4,6,True,3,6,False,4,3,6,12,4,4,6.0,2,6,cubic109
119,3.0,4.242640687119285,4,2,2,3,2,False,2,4,2,False,4,4,True,2,False,3,False,2,2,3,12,18.0,2,4,2,True,2,2,True,4,4,3,6,2,4,3.0,1,3,quartic2
120,2.4642857142857144,3.3284470098351844,3,2,2,4,1,False,1,4,2,False,3,3,True,1,False,2,False,2,2,4,9,11.0,1,3,1,True,2,2,True,3,4,2,5,1,3,2.4820508075688776,1,2,T14
121,5.333333333333333,5.154700538379252,5,6,4,2,9,False,4,20,10,True,1,1,True,4,True,5,True,6,4,2,10,220.0,5,1,9,True,4,6,True,2,2,8,11,4,1,5.414213562373095,1,6,MathematicaGraph6034
122,3.0,4.242640687119285,4,2,2,3,2,False,2,4,2,False,4,4,True,2,False,3,False,2,2,3,12,18.0,2,4,2,True,2,2,True,4,4,3,6,2,4,3.0,1,3,T3
123,5.0,6.123724356957946,6,4,4,3,3,False,3,9,4,False,4,3,True,3,False,5,False,4,4,3,15,91.0,3,4,4,True,3,4,False,4,3,6,10,3,4,5.0,2,5,cubic10
124,6.0,7.348469228349535,7,4,4,3,3,False,3,10,4,False,4,3,True,3,False,6,False,5,4,3,18,149.0,3,4,5,True,3,5,False,4,3,6,12,3,4,6.0,2,6,cubic38
