0x1302C
0x13072
0x13077
0x1308B
0x1308C
0x1308D
0x1308E
0x1308F
0x13091
0x13092
0x13093
0x13096
0x13097
0x13098
0x1309C
0x130CA
0x130CB
0x130CC
0x130CD
0x130CE
0x130CF
0x130D0
0x130D1
0x1310B
0x1310C
0x1311C
0x1311F
0x13120
0x13123
0x13124
0x13125
0x1312C
0x1312E
0x13130
0x13131
0x131A3
0x131A6
0x131AB
0x131AC
0x131AD
0x131B7
0x131C5
0x131C7
0x131C8
0x131C9
0x131CA
0x131D5
0x131DA
0x131DD
0x131DE
0x131DF
0x131E3
0x131E4
0x131E8
0x131EC
0x131EE
0x131EF
0x131F2
0x131F5
0x131F6
0x131F7
0x131F8
0x131F9
0x131FA
0x131FC
0x131FD
0x131FE
0x131FF
0x13200
0x13201
0x13202
0x13203
0x13208
0x13209
0x1320A
0x1320B
0x1320C
0x1320D
0x1320F
0x13210
0x13213
0x13216
0x13217
0x13218
0x13219
0x1321B
0x1321C
0x1321E
0x1321F
0x13250
0x13251
0x13252
0x1326A
0x1326F
0x13270
0x13271
0x13272
0x13273
0x13274
0x13275
0x13276
0x13277
0x13278
0x13279
0x1327A
0x1327C
0x1327D
0x1327E
0x13280
0x13281
0x13283
0x13285
0x1328C
0x1328E
0x13290
0x13295
0x13296
0x132A0
0x132A2
0x132A4
0x132AA
0x132AB
0x132AC
0x132AD
0x132B1
0x132B3
0x132B4
0x132B5
0x132BD
0x132C1
0x132C3
0x132C7
0x132C8
0x132C9
0x132CA
0x132CB
0x132CD
0x132CF
0x132DD
0x132DE
0x132E0
0x132E3
0x132E4
0x132E5
0x132E6
0x132E9
0x132EB
0x132EC
0x132ED
0x132EE
0x132F0
0x132F1
0x132F2
0x132F9
0x132FA
0x132FB
0x132FC
0x13302
0x13303
0x13309
0x1330A
0x13310
0x13311
0x13312
0x13313
0x13314
0x13316
0x13322
0x13323
0x13328
0x1334A
0x1334B
0x1334C
0x1334F
0x13350
0x13351
0x13352
0x13359
0x1335B
0x13360
0x13361
0x13370
0x13371
0x13372
0x13373
0x13374
0x13375
0x13376
0x13382
0x13383
0x13384
0x13385
0x13386
0x13387
0x13388
0x13389
0x1338A
0x1338B
0x1338C
0x1338D
0x1338E
0x1338F
0x13390
0x13391
0x13392
0x13397
0x13399
0x1339A
0x1339B
0x1339D
0x1339F
0x133A0
0x133A3
0x133A5
0x133AB
0x133AC
0x133AF
0x133B0
0x133B1
0x133B2
0x133B3
0x133B4
0x133B5
0x133B6
0x133B7
0x133BA
0x133BC
0x133BD
0x133BE
0x133BF
0x133C3
0x133C4
