A17 ts be
A17A - be
A18 ts be
A272 ts be
D28 t t
D40 t -
D44 - t
D58 bs -
E6 - te
E15 - b
F20 - b
F39 - b
F40 - b
G1 bs te
G2 bs te
G4 bs te
G5 bs te
G9 bs te
G14 bs te
G17 bs te
G21 bs te
G22 bs te
G23 bs te
G24 bs -
G25 bs te
G26A bs te
G29 bs te
G30 bs te
G31 bs te
G32 bs te
G33 bs te
G34 bs te
G35 bs te
G36 bs te
G37 bs te
G38 bs te
G39 bs te
G41 bs -
G42 bs te
G43 bs te
G44 bs te
G47 bs te
I1 - bs
I10 - bs
I10A - bs
I11 - bs
M4 - be
O1 - m
O38 - be
R8 bs -
R8A bs -
S38 - be
U19 - te
V22 b -
W54 - be
