0x1308B
0x1308F
0x130AA
0x130CA
0x130CC
0x130CE
0x130D0
0x13121
0x13189
0x131A0
0x131A2
0x131EC
0x131F7
0x131FF
0x13200
0x13202
0x13203
0x13206
0x13208
0x13213
0x13218
0x13219
0x1321C
0x1327B
0x13283
0x13285
0x1328C
0x13295
0x13296
0x132AA
0x132C9
0x132CA
0x132CB
0x132ED
0x132F0
0x132F1
0x132F7
0x13307
0x13315
0x13324
0x13355
0x13377
0x13378
0x1337F
0x13382
0x13399
0x1339A
0x133AB
0x133AD
0x133AE
0x133B7
0x133D2
0x133D3
0x133D4
0x133DC
0x133E4
0x133E5
0x133E6
0x133E7
0x133EA
0x133EB
0x133EC
0x133EE
0x133F3
0x133F4
0x133F5
0x133F6
0x133FA
0x133FB
0x133FC
0x133FD
0x133FF
0x13401
0x13402
0x13403
0x13404
0x13405
0x1340B
0x1340C
0x1340D
0x13416
0x13417
0x1341A
0x1342B
0x1342E
0x1398F
0x13996
0x13A33
0x13A34
0x13BD5
0x13BF4
0x13C03
0x13D31
0x13DA9
0x13DDC
0x13DDD
0x13DDF
0x13E0D
0x13E4A
0x13E4B
0x13E64
0x13EE3
0x13F01
0x13F03
0x13F0A
0x13F2E
0x13F32
0x13F36
0x13F39
0x13F3E
0x13F3F
0x13F40
0x13F47
0x13F4A
0x13F56
0x13F72
0x13F75
0x13F76
0x13F85
0x13FF1
0x140A3
0x140CA
0x140F4
0x14145
0x14148
0x141AA
0x141F2
0x14202
0x14203
0x14206
0x1420C
0x1420D
0x1420F
0x14210
0x14211
0x14249
0x14259
0x1425A
0x1425B
0x1425E
0x1425F
0x14271
0x14273
0x14289
0x1428A
0x14294
0x142DF
0x14314
0x1431C
0x1431D
0x1432A
0x1432B
0x1432C
0x14336
0x14341
0x14349
0x1439A
0x143C5
0x143CC
0x143D4
0x143E8
0x143E9
0x143EF
0x143F7
