dates,SM
736131,0.1
736132,0.105
736133,0.128913954
736134,0.145
736135,0.126
736136,0.1325
736137,0.118
736138,0.111110747
736139,0.133622289
736140,0.162
736141,0.151
736142,0.1265
736143,0.118
736144,0.103
736145,0.127
736146,0.1768291
736147,0.181
736148,0.15
736149,0.195
736150,0.158
736151,0.21
736152,0.161985785
736153,0.196
736154,0.181
736155,0.1675
736156,0.179
736157,0.187
736158,0.157
736159,0.19792752
736160,0.233
736161,0.22
736162,0.1875
736163,0.20503971
736164,0.244
736165,0.195
736166,0.264963657
736167,0.261
736168,0.221
736169,0.214
736170,0.2265
736171,0.192
736172,0.20371826
736173,0.264
736174,0.247
736175,0.226
736176,0.2275
736177,0.2475
736178,0.227
736179,0.287402332
736180,0.325
736181,0.242
736182,0.288
736183,0.268
736184,0.285
736185,0.277
736186,0.317807138
736187,0.306
736188,0.2335
736189,0.257
736190,0.25
736191,0.217
736192,0.232475191
736193,0.301
736194,0.288
736195,0.2485
736196,0.247
736197,0.24
736198,0.268
736199,0.271153152
736200,0.261
736201,0.237476379
736202,0.2655
736203,0.26
736204,0.2
736205,0.189
736206,0.268296003
736207,0.26
736208,0.2175
736209,0.2015
736210,0.195
736211,0.177
736212,0.191609219
736213,0.255590498
736214,0.244
736215,0.2195
736216,0.2075
736217,0.19
736218,0.131
736219,0.158462405
736220,0.185
736221,0.1615
736222,0.15
736223,0.167
736224,0.143
736225,0.141
736226,0.170814648
736227,0.171
736228,0.162
736229,0.1515
736230,0.147
736231,0.134
736232,0.180025786
736233,0.391
736234,0.392
736235,0.318
736236,0.2705
736237,0.234
736238,0.21
736239,0.192870051
736240,0.191
736241,0.135
736242,0.157
736243,0.1625
736244,0.153
736245,0.140200213
736246,0.17
736247,0.211
736248,0.153
736249,0.1585
736250,0.177
736251,0.167
736252,0.163604185
736253,0.184
736254,0.1445
736255,0.1385
736256,0.138
736257,0.153
736258,0.214
736259,0.259739339
736260,0.291
736261,0.24
736262,0.204
736263,0.229
736264,0.272
736265,0.259472787
736266,0.283346534
736267,0.254731327
736268,0.220743775
736269,0.18272242
736270,0.19
736271,0.183
736272,0.197286084
736273,0.214
736274,0.216
736275,0.194716454
736276,0.192248076
736277,0.190139413
736278,0.191
736279,0.179301724
736280,0.178
736281,0.1535
736282,0.1555
736283,0.158
736284,0.166
736285,0.159524918
736286,0.187
736287,0.174
736288,0.1835
736289,0.183
736290,0.16645503
736291,0.14358446
736292,0.15279308
736293,0.160974532
736294,0.138
736295,0.13
736296,0.147
736297,0.141273409
736298,0.149398863
736299,0.168506309
736300,0.162
736301,0.17
736302,0.156
736303,0.135
736304,0.145
736305,0.140177235
736306,0.170377254
736307,0.151596829
736308,0.154
736309,0.1305
736310,0.118
736311,0.109464675
736312,0.117123306
736313,0.124702692
736314,0.103
736315,0.11
736316,0.114
736317,0.117
736318,0.11275062
736319,0.129098222
736320,0.124823928
736321,0.119364336
736322,0.120292
736323,0.119684771
736324,0.117466703
736325,0.121593744
736326,0.138229191
736327,0.122804582
736328,0.117964849
736329,0.125
736330,0.114
736331,0.107
736332,0.103391379
736333,0.099841192
736334,0.101454601
736335,0.108956769
736336,0.107989147
736337,0.105237469
736338,0.110107169
736339,0.113729395
736340,0.120659694
736341,0.13
736342,0.117
736343,0.108836956
736344,0.110543132
736345,0.115947902
736346,0.112943113
736347,0.100544386
736348,0.1
736349,0.100015759
736350,0.11
736351,0.122
736352,0.122784667
736353,0.117226943
736354,0.115439877
736355,0.116
736356,0.108
736357,0.151
736358,0.130031228
736359,0.126225263
736360,0.121519893
736361,0.116389349
736362,0.129949003
736363,0.1242778
736364,0.127
736365,0.117880762
736366,0.110560209
736367,0.120972902
736368,0.117932007
736369,0.115
736370,0.109
736371,0.106663615
736372,0.111239865
736373,0.108142242
736374,0.103
736375,0.1095
736376,0.1075
736377,0.101
736378,0.111264385
736379,0.11
736380,0.127
736381,0.106722616
736382,0.096783586
736383,0.102744035
736384,0.106
736385,0.101383932
736386,0.093674019
736387,0.081
736388,0.1
736389,0.111
736390,0.111
736391,0.113120936
736392,0.112997226
736393,0.110288464
736394,0.119
736395,0.104
736396,0.104
736397,0.11
736398,0.112182841
736399,0.127
736400,0.106
736401,0.112057641
736402,0.122
736403,0.142
736404,0.14050658
736405,0.148
736406,0.136
736407,0.145
736408,0.115
736409,0.1645
736410,0.202
736411,0.180946469
736412,0.18
736413,0.144895092
736414,0.13
736415,0.1405
736416,0.123
736417,0.132
736418,0.14280735
736419,0.144865423
736420,0.168
736421,0.1465
736422,0.171
736423,0.229
736424,0.196249545
736425,0.182
736426,0.177
736427,0.2365
736428,0.238912895
736429,0.246
736430,0.265
736431,0.246582717
736432,0.227
736433,0.189
736434,0.1745
736435,0.248
736436,0.158
736437,0.151
736438,0.165052801
736439,0.193
736440,0.151
736441,0.1825
736442,0.18
736443,0.149
736444,0.173611045
736445,0.22
736446,0.215
736447,0.184
736448,0.175
736449,0.148
736450,0.166
736451,0.217962995
736452,0.251
736453,0.1965
736454,0.213
736455,0.192
736456,0.17
736457,0.186012283
736458,0.23
736459,0.215474293
736460,0.192
736461,0.1645
736462,0.1555
736463,0.145
736464,0.183457673
736465,0.201
736466,0.1505
736467,0.147
736468,0.159
736469,0.134
736470,0.126
736471,0.170920759
736472,0.214
736473,0.1585
736474,0.1515
736475,0.142
736476,0.129461035
736477,0.154705867
736478,0.159
736479,0.186
736480,0.15
736481,0.1275
736482,0.106
736483,0.119
736484,0.15116103
736485,0.239
736486,0.163
736487,0.141
736488,0.152
736489,0.139
736490,0.18
736491,0.169031739
736492,0.161
736493,0.136
736494,0.1395
736495,0.1285
736496,0.105
736497,0.135129616
736498,0.144
736499,0.132
736500,0.1235
736501,0.156
736502,0.121
736503,0.113
736504,0.137805387
736505,0.148
736506,0.1255
736507,0.118
736508,0.119
736509,0.105
736510,0.114144377
736511,0.17
736512,0.173
736513,0.1545
736514,0.149
736515,0.147
736516,0.159
736517,0.170939595
736518,0.178
736519,0.175
736520,0.1545
736521,0.168
736522,0.171
736523,0.15
736524,0.197594419
736525,0.226
736526,0.176
736527,0.19
736528,0.1695
736529,0.158
736530,0.175082624
736531,0.254
736532,0.248
736533,0.22
736534,0.2195
736535,0.19
736536,0.19
736537,0.24935171
736538,0.259
736539,0.2415
736540,0.2165
736541,0.225
736542,0.307
736543,0.296418339
736544,0.343
736545,0.303
736546,0.262
736547,0.257
736548,0.33
736549,0.278640032
736550,0.303296953
736551,0.316
736552,0.279
736553,0.2635
736554,0.2505
736555,0.212
736556,0.2
736557,0.282714367
736558,0.28
736559,0.284
736560,0.289
736561,0.2655
736562,0.201
736563,0.214873523
736564,0.279
736565,0.258
736566,0.25
736567,0.241
736568,0.232
736569,0.222
736570,0.257172078
736571,0.326977581
736572,0.347
736573,0.350754797
736574,0.3515
736575,0.357
736576,0.353
736577,0.365861952
736578,0.332
736579,0.2795
736580,0.2585
736581,0.274
736582,0.341
736583,0.199123487
736584,0.222
736585,0.215
736586,0.182
736587,0.182
736588,0.168
736589,0.166
736590,0.190628067
736591,0.208
736592,0.18
736593,0.174
736594,0.175
736595,0.169
736596,0.18118304
736597,0.339
736598,0.303
736599,0.2825
736600,0.245
736601,0.2415
736602,0.2162963
736603,0.237948388
736604,0.262
736605,0.321
736606,0.3335
736607,0.280285895
736608,0.243
736609,0.242
736610,0.274114817
736611,0.264
736612,0.2715
736613,0.204067945
736614,0.179503828
736615,0.179
736616,0.183583558
736617,0.232
736618,0.25139451
736619,0.262
736620,0.218
736621,0.187
736622,0.173
736623,0.187459856
736624,0.213
736625,0.19
736626,0.18
736627,0.191
736628,0.173
736629,0.162229568
736630,0.199
736631,0.188812271
736632,0.1735
736633,0.169
736634,0.159
736635,0.143
736636,0.140018851
736637,0.166309059
736638,0.161677599
736639,0.150051326
736640,0.1495
736641,0.134
736642,0.139
736643,0.147182956
736644,0.137732506
736645,0.1285
736646,0.117049858
736647,0.117184892
736648,0.11428766
736649,0.114569396
736650,0.134532407
736651,0.134073287
736652,0.120529003
736653,0.123037204
736654,0.122
736655,0.12
736656,0.110520691
736657,0.121181712
736658,0.113
736659,0.098
736660,0.121
736661,0.12
736662,0.110538416
736663,0.11509493
736664,0.141269624
736665,0.147
736666,0.142
736667,0.131
736668,0.121053547
736669,0.115118228
736670,0.136871755
736671,0.135816872
736672,0.134
736673,0.121965855
736674,0.105
736675,0.100135699
736676,0.102601245
736677,0.115985297
736678,0.114781976
736679,0.105368987
736680,0.10901399
736681,0.106
736682,0.099232294
736683,0.111480266
736684,0.11527127
736685,0.113
736686,0.098188683
736687,0.099
736688,0.101
736689,0.096880451
736690,0.109125733
736691,0.109197721
736692,0.102647953
736693,0.101
736694,0.099
736695,0.109
736696,0.103336424
736697,0.106047928
736698,0.102742091
736699,0.107334584
736700,0.106129304
736701,0.105591848
736702,0.10551998
736703,0.104494378
736704,0.107714318
736705,0.117044121
736706,0.114446737
736707,0.121965252
736708,0.118519098
736709,0.123110458
736710,0.12478859
736711,0.118605554
736712,0.126718223
736713,0.127
736714,0.121
736715,0.120756552
736716,0.124102339
736717,0.129566252
736718,0.124004722
736719,0.115034096
736720,0.112577833
736721,0.116673812
736722,0.112083912
736723,0.11390686
736724,0.119080991
736725,0.12189199
736726,0.112469643
736727,0.110233456
736728,0.107596323
736729,0.109157346
736730,0.105610356
736731,0.104321413
736732,0.106504478
736733,0.104513034
736734,0.103747256
736735,0.102040112
736736,0.103798285
736737,0.103514791
736738,0.1
736739,0.124
736740,0.098402351
736741,0.097
736742,0.097145081
736743,0.092216454
736744,0.094
736745,0.091192856
736746,0.090617642
736747,0.093
736748,0.092360809
736749,0.092797987
736750,0.100032791
736751,0.099
736752,0.100587659
736753,0.126
736754,0.146864653
736755,0.189276606
736756,0.200468302
736757,0.208
736758,0.161
736759,0.14895615
736760,0.147383153
736761,0.172869012
736762,0.187
736763,0.15958856
736764,0.141
736765,0.143
736766,0.1305
736767,0.13
736768,0.139932215
736769,0.152
736770,0.156121507
736771,0.187
736772,0.162288859
736773,0.161
736774,0.19
736775,0.18770197
736776,0.177
736777,0.15
736778,0.1545
736779,0.1525
736780,0.138
736781,0.1397634
736782,0.158
736783,0.157
736784,0.149
736785,0.1555
736786,0.134
736787,0.135
736788,0.136890739
736789,0.152516156
736790,0.147
736791,0.1525
736792,0.1525
736793,0.135
736794,0.131070346
736795,0.231
736796,0.289
736797,0.312
736798,0.233
736799,0.188
736800,0.171
736801,0.1888403
736802,0.207
736803,0.188156351
736804,0.196168423
736805,0.2365
736806,0.256
736807,0.214285731
736808,0.188
736809,0.239
736810,0.183
736811,0.172
736812,0.1715
736813,0.151
736814,0.151157498
736815,0.203
736816,0.224
736817,0.189
736818,0.242
736819,0.186
736820,0.287
736821,0.239857256
736822,0.228
736823,0.1805
736824,0.138
736825,0.221
736826,0.154
736827,0.177487016
736828,0.179
736829,0.191690058
736830,0.2095
736831,0.193
736832,0.239
736833,0.252
736834,0.229945034
736835,0.238
736836,0.197
736837,0.1775
736838,0.202
736839,0.166268021
736840,0.191
736841,0.184596345
736842,0.182
736843,0.176
736844,0.176
736845,0.1775
736846,0.124
736847,0.142941028
736848,0.152
736849,0.152
736850,0.1345
736851,0.135
736852,0.118
736853,0.125
736854,0.134210855
736855,0.151
736856,0.122
736857,0.1195
736858,0.127
736859,0.117
736860,0.117937312
736861,0.132
736862,0.125
736863,0.221
736864,0.198
736865,0.162
736866,0.14
736867,0.145538256
736868,0.155
736869,0.1445
736870,0.1365
736871,0.1505
736872,0.137
736873,0.118
736874,0.140308022
736875,0.15
736876,0.175
736877,0.16
736878,0.161
736879,0.245
736880,0.225978091
736881,0.209
736882,0.218
736883,0.1865
736884,0.2565
736885,0.228
736886,0.195
736887,0.20950155
736888,0.235
736889,0.197
736890,0.185
736891,0.1825
736892,0.169
736893,0.162497938
736894,0.199
736895,0.208
736896,0.244
736897,0.2335
736898,0.21
736899,0.198
736900,0.234081656
736901,0.279331475
736902,0.2805
736903,0.282
736904,0.286
736905,0.253184378
736906,0.248787031
736907,0.36241886
736908,0.33
736909,0.272
736910,0.333
736911,0.317
736912,0.264
736913,0.295674741
736914,0.333
736915,0.317
736916,0.2815
736917,0.262
736918,0.218
736919,0.252
736920,0.284217536
736921,0.281
736922,0.299
736923,0.292
736924,0.432
736925,0.329
736926,0.310620427
736927,0.341
736928,0.291
736929,0.2675
736930,0.24757649
736931,0.222460151
736932,0.2
736933,0.266187668
736934,0.302
736935,0.213
736936,0.2595
736937,0.372
736938,0.34
736939,0.265327871
736940,0.306
736941,0.279
736942,0.291
736943,0.24
736944,0.235
736945,0.188
736946,0.201427028
736947,0.275
736948,0.187
736949,0.173
736950,0.1975
736951,0.188
736952,0.167
736953,0.212832004
736954,0.239
736955,0.271
736956,0.263684869
736957,0.26
736958,0.209
736959,0.180601716
736960,0.204
736961,0.202
736962,0.2905
736963,0.24
736964,0.216
736965,0.175
736966,0.165942222
736967,0.193
736968,0.1375
736969,0.1325
736970,0.1385
736971,0.124
736972,0.115570784
736973,0.158
736974,0.15
736975,0.151
736976,0.136
736977,0.136
736978,0.093
736979,0.101934873
736980,0.124
736981,0.1325
736982,0.1735
736983,0.1255
736984,0.101
736985,0.105
736986,0.114106745
736987,0.135
736988,0.152
736989,0.1345
736990,0.137
736991,0.116
736992,0.115172237
736993,0.152
736994,0.146
736995,0.1355
736996,0.1225
736997,0.118
736998,0.117
736999,0.123110101
737000,0.149
737001,0.134
737002,0.1395
737003,0.244
737004,0.199090123
737005,0.178625286
737006,0.219229922
737007,0.207
737008,0.211
737009,0.165
737010,0.158
737011,0.153
737012,0.147979409
737013,0.174
737014,0.169073462
737015,0.167129427
737016,0.158633739
737017,0.15
737018,0.158
737019,0.137414664
737020,0.142543167
737021,0.141
737022,0.139
737023,0.129
737024,0.127
737025,0.114513755
737026,0.141006947
737027,0.146
737028,0.146
737029,0.1735
737030,0.172
737031,0.150640428
737032,0.162213415
737033,0.173469722
737034,0.158380449
737035,0.15835309
737036,0.150005266
737037,0.142139807
737038,0.135795742
737039,0.115528435
737040,0.120635599
737041,0.116062447
737042,0.117616557
737043,0.113194764
737044,0.116
737045,0.110580549
737046,0.128
737047,0.11697907
737048,0.1105
737049,0.1305
737050,0.128399372
737051,0.129541293
737052,0.133
737053,0.133334398
737054,0.125075102
737055,0.131250694
737056,0.132564425
737057,0.126834467
737058,0.120831139
737059,0.12393102
737060,0.103286445
737060,0.103286445
737061,0.10300602
737061,0.10300602
737062,0.102593735
737062,0.102593735
737063,0.108704962
737063,0.108704962
737064,0.11498794
737064,0.11498794
737065,0.116482273
737065,0.116482273
737066,0.11112234
737066,0.11112234
737067,0.108847253
737067,0.108847253
737068,0.108264089
737068,0.108264089
737069,0.11536409
737069,0.11536409
737070,0.115672782
737070,0.115672782
737071,0.118389219
737071,0.118389219
737072,0.111228496
737072,0.111228496
737073,0.102509871
737073,0.102509871
737074,0.104030766
737074,0.104030766
737075,0.102335945
737075,0.102335945
737076,0.106848203
737076,0.106848203
737077,0.115541585
737077,0.115541585
737078,0.114802465
737078,0.114802465
737079,0.103597507
737079,0.103597507
737080,0.100820847
737080,0.100820847
737081,0.1
737081,0.1
737082,0.105
737082,0.105
737083,0.107
737083,0.107
737084,0.114214264
737084,0.114214264
737085,0.109450907
737085,0.109450907
737086,0.10281767
737086,0.10281767
737087,0.101565406
737087,0.101565406
737088,0.100214653
737088,0.100214653
737089,0.102467291
737089,0.102467291
737090,0.110200018
737090,0.110200018
737091,0.122330263
737091,0.122330263
737092,0.111568421
737092,0.111568421
737093,0.106211871
737093,0.106211871
737094,0.104
737094,0.104
737095,0.114
737095,0.114
737096,0.137
737096,0.137
737097,0.134537965
737097,0.134537965
737098,0.134839997
737098,0.134839997
737099,0.113423541
737099,0.113423541
737100,0.111555308
737100,0.111555308
737101,0.112425044
737102,0.112893984
737103,0.115835838
737104,0.120777577
737105,0.113475874
737106,0.104599729
737107,0.103382327
737108,0.102425501
737109,0.102065384
737110,0.111788943
737111,0.118377179
737112,0.10518676
737113,0.11
737114,0.099
737115,0.093
737116,0.096490458
737117,0.105771959
737118,0.11
737119,0.098922215
737120,0.124157414
737121,0.13
737122,0.13
737123,0.123
737124,0.126801759
737125,0.121262297
737126,0.109
737127,0.11
737128,0.112
737129,0.109
737130,0.119236231
737131,0.137
737132,0.114394233
737133,0.112
737134,0.1195
737135,0.106
737136,0.106
737137,0.12621364
737138,0.148
737139,0.12500003
737140,0.145
737141,0.146
737142,0.148
737143,0.147470668
737144,0.156
737145,0.159
737146,0.146
737147,0.151
737148,0.137
737149,0.123
737150,0.144505233
737151,0.179
737152,0.142
737153,0.128
737154,0.1505
737155,0.125
737156,0.126
737157,0.156079233
737158,0.159987152
737159,0.158
737160,0.2155
737161,0.203
737162,0.167
737163,0.186826915
737164,0.225
737165,0.205
737166,0.1825
737167,0.1705
737168,0.164
737169,0.173
737170,0.213345289
737171,0.269
737172,0.2205
737173,0.1845
737174,0.2135
737175,0.213
737176,0.204424828
737177,0.271
737178,0.267
737179,0.2025
737180,0.183
737181,0.155
737182,0.158
737183,0.176078439
737184,0.194
737185,0.1805
737186,0.1715
737187,0.1805
737188,0.151
737189,0.159360126
737190,0.193
737191,0.172
737192,0.184
737193,0.2005
737194,0.178
737195,0.145
737196,0.166242599
737197,0.19
737198,0.147
737199,0.147
737200,0.1545
737201,0.103
737202,0.111
737203,0.144050926
737204,0.174
737205,0.1345
737206,0.135
737207,0.171
737208,0.141
737209,0.139175892
737210,0.16
737211,0.147
737212,0.1325
737213,0.1425
737214,0.112
737215,0.125
737216,0.140869543
737217,0.18
737218,0.1585
737219,0.1355
737220,0.135
737221,0.126
737222,0.124597706
737223,0.146
737224,0.134
737225,0.1345
737226,0.126
737227,0.129
737228,0.132
737229,0.1490964
737230,0.215
737231,0.1585
737232,0.141
737233,0.1385
737234,0.121
737235,0.122
737236,0.141
737237,0.147
737238,0.197
737239,0.159
737240,0.1435
737241,0.144
737242,0.138280019
737243,0.157967091
737244,0.158
737245,0.15
737246,0.1445
737247,0.126
737248,0.138
737249,0.154603869
737250,0.204
737251,0.191
737252,0.2065
737253,0.1765
737254,0.151
737255,0.160127491
737256,0.19
737257,0.217
737258,0.1955
737259,0.1765
737260,0.156
737261,0.2
737262,0.26648739
737263,0.269
737264,0.279
737265,0.2355
737266,0.239
737267,0.210691035
737268,0.231717482
737269,0.28
737270,0.305
737271,0.268
737272,0.329
737273,0.296
737274,0.249
737275,0.264281869
737276,0.324
737277,0.298
737278,0.2695
737279,0.277
737280,0.244
737281,0.249922797
737282,0.319
737283,0.277
737284,0.297
737285,0.267
737286,0.2565
737287,0.195
737288,0.230849802
737289,0.296
737290,0.310674191
