Plant_id,MinCapacity,MaxCapacity,Lifetime,Capex,HeatRate,FuelCost,VOM,FOM
83_GAS,0,4897,30,0,1,129.2517007,7.5,0
83_Coal,0,0,30,0,1,129.2517007,7.5,0
