,simple_polytope,p3,temperature(p3),p3_odd,p4,temperature(p4),p4_odd,p5,temperature(p5),p5_odd,p6,temperature(p6),p6_odd,p7,temperature(p7),sum(pk_for_k>7),n,independence_number
0,True,0.0,0.0,False,0.0,0.0,False,12.0,0.75,False,16.0,1.3333333333333333,False,0.0,0.0,0.0,52.0,23.0
1,True,0.0,0.0,False,0.0,0.0,False,12.0,0.9230769230769231,False,13.0,1.0833333333333333,True,0.0,0.0,0.0,46.0,20.0
2,True,0.0,0.0,False,0.0,0.0,False,12.0,1.0,False,12.0,1.0,False,0.0,0.0,0.0,44.0,19.0
3,True,0.0,0.0,False,0.0,0.0,False,12.0,1.5,False,8.0,0.6666666666666666,False,0.0,0.0,0.0,36.0,16.0
4,True,6.0,1.2,False,0.0,0.0,False,0.0,0.0,False,2.0,0.2222222222222222,False,0.0,0.0,3.0,18.0,6.0
5,True,0.0,0.0,False,8.0,1.1428571428571428,False,3.0,0.25,True,1.0,0.07142857142857142,True,2.0,0.15384615384615385,1.0,26.0,12.0
6,True,2.0,0.3333333333333333,False,3.0,0.6,True,1.0,0.14285714285714285,True,1.0,0.14285714285714285,True,1.0,0.14285714285714285,0.0,12.0,5.0
7,True,0.0,0.0,False,0.0,0.0,False,30.0,3.3333333333333335,False,0.0,0.0,False,3.0,0.08333333333333333,6.0,74.0,31.0
8,True,0.0,0.0,False,0.0,0.0,False,30.0,3.3333333333333335,False,0.0,0.0,False,3.0,0.08333333333333333,6.0,74.0,31.0
9,True,0.0,0.0,False,0.0,0.0,False,31.0,3.875,True,0.0,0.0,False,2.0,0.05405405405405406,6.0,74.0,31.0
10,True,0.0,0.0,False,52.0,26.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,2.0,104.0,52.0
11,True,0.0,0.0,False,46.0,23.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,2.0,92.0,46.0
12,True,0.0,0.0,False,47.0,23.5,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,2.0,94.0,46.0
13,True,0.0,0.0,False,4.0,0.5,False,6.0,1.0,False,1.0,0.09090909090909091,True,0.0,0.0,1.0,20.0,9.0
14,True,0.0,0.0,False,53.0,26.5,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,2.0,106.0,52.0
15,True,0.0,0.0,False,0.0,0.0,False,30.0,3.3333333333333335,False,0.0,0.0,False,3.0,0.08333333333333333,6.0,74.0,30.0
16,True,0.0,0.0,False,0.0,0.0,False,30.0,3.3333333333333335,False,0.0,0.0,False,3.0,0.08333333333333333,6.0,74.0,30.0
17,True,0.0,0.0,False,0.0,0.0,False,30.0,3.3333333333333335,False,0.0,0.0,False,3.0,0.08333333333333333,6.0,74.0,30.0
18,True,2.0,0.3333333333333333,False,4.0,1.0,False,0.0,0.0,False,0.0,0.0,False,2.0,0.3333333333333333,0.0,12.0,5.0
19,True,0.0,0.0,False,7.0,1.0,True,3.0,0.2727272727272727,True,2.0,0.16666666666666666,False,1.0,0.07692307692307693,1.0,24.0,11.0
20,True,0.0,0.0,False,6.0,0.75,False,0.0,0.0,False,8.0,1.3333333333333333,False,0.0,0.0,0.0,24.0,12.0
21,True,0.0,0.0,False,0.0,0.0,False,12.0,1.7142857142857142,False,7.0,0.5833333333333334,True,0.0,0.0,0.0,34.0,15.0
22,True,0.0,0.0,False,0.0,0.0,False,12.0,1.0,False,12.0,1.0,False,0.0,0.0,0.0,44.0,19.0
23,True,0.0,0.0,False,0.0,0.0,False,12.0,0.9230769230769231,False,13.0,1.0833333333333333,True,0.0,0.0,0.0,46.0,20.0
24,True,0.0,0.0,False,0.0,0.0,False,12.0,0.9230769230769231,False,13.0,1.0833333333333333,True,0.0,0.0,0.0,46.0,20.0
25,True,0.0,0.0,False,0.0,0.0,False,12.0,1.0,False,12.0,1.0,False,0.0,0.0,0.0,44.0,19.0
26,True,0.0,0.0,False,0.0,0.0,False,12.0,0.8,False,15.0,1.25,True,0.0,0.0,0.0,50.0,22.0
27,True,0.0,0.0,False,0.0,0.0,False,12.0,1.2,False,10.0,0.8333333333333334,False,0.0,0.0,0.0,40.0,17.0
28,True,0.0,0.0,False,0.0,0.0,False,12.0,1.7142857142857142,False,7.0,0.5833333333333334,True,0.0,0.0,0.0,34.0,14.0
29,True,0.0,0.0,False,0.0,0.0,False,12.0,1.0,False,12.0,1.0,False,0.0,0.0,0.0,44.0,20.0
30,True,3.0,0.6,True,1.0,0.14285714285714285,True,2.0,0.3333333333333333,False,1.0,0.14285714285714285,True,1.0,0.14285714285714285,0.0,12.0,5.0
31,True,0.0,0.0,False,0.0,0.0,False,12.0,6.0,False,2.0,0.16666666666666666,False,0.0,0.0,0.0,24.0,9.0
32,True,0.0,0.0,False,0.0,0.0,False,30.0,3.3333333333333335,False,0.0,0.0,False,3.0,0.08333333333333333,6.0,74.0,31.0
33,True,0.0,0.0,False,0.0,0.0,False,30.0,3.3333333333333335,False,0.0,0.0,False,3.0,0.08333333333333333,6.0,74.0,31.0
34,True,0.0,0.0,False,45.0,22.5,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,2.0,90.0,44.0
35,True,0.0,0.0,False,51.0,25.5,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,2.0,102.0,50.0
36,True,0.0,0.0,False,39.0,19.5,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,2.0,78.0,38.0
37,True,0.0,0.0,False,38.0,19.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,2.0,76.0,38.0
38,True,0.0,0.0,False,50.0,25.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,2.0,100.0,50.0
39,True,1.0,0.025,True,24.0,1.411764705882353,False,6.0,0.17142857142857143,False,3.0,0.07894736842105263,True,0.0,0.0,7.0,78.0,35.0
40,True,0.0,0.0,False,44.0,22.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,2.0,88.0,44.0
41,True,0.0,0.0,False,0.0,0.0,False,30.0,3.3333333333333335,False,0.0,0.0,False,3.0,0.08333333333333333,6.0,74.0,31.0
42,True,0.0,0.0,False,0.0,0.0,False,30.0,3.3333333333333335,False,0.0,0.0,False,3.0,0.08333333333333333,6.0,74.0,31.0
43,True,3.0,0.75,True,0.0,0.0,False,3.0,0.75,True,1.0,0.16666666666666666,True,0.0,0.0,0.0,10.0,4.0
44,True,0.0,0.0,False,0.0,0.0,False,12.0,1.3333333333333333,False,9.0,0.75,True,0.0,0.0,0.0,38.0,16.0
45,True,0.0,0.0,False,0.0,0.0,False,12.0,1.2,False,10.0,0.8333333333333334,False,0.0,0.0,0.0,40.0,17.0
46,True,0.0,0.0,False,0.0,0.0,False,12.0,1.2,False,10.0,0.8333333333333334,False,0.0,0.0,0.0,40.0,17.0
47,True,0.0,0.0,False,0.0,0.0,False,12.0,0.5454545454545454,False,22.0,1.8333333333333333,False,0.0,0.0,0.0,64.0,28.0
48,True,0.0,0.0,False,0.0,0.0,False,12.0,1.0,False,12.0,1.0,False,0.0,0.0,0.0,44.0,19.0
49,True,0.0,0.0,False,0.0,0.0,False,12.0,1.7142857142857142,False,7.0,0.5833333333333334,True,0.0,0.0,0.0,34.0,14.0
50,True,0.0,0.0,False,0.0,0.0,False,12.0,0.9230769230769231,False,13.0,1.0833333333333333,True,0.0,0.0,0.0,46.0,20.0
51,True,0.0,0.0,False,0.0,0.0,False,12.0,0.7058823529411765,False,17.0,1.4166666666666667,True,0.0,0.0,0.0,54.0,24.0
52,True,2.0,0.6666666666666666,False,3.0,1.5,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,6.0,2.0
53,True,0.0,0.0,False,17.0,8.5,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,2.0,34.0,16.0
54,True,0.0,0.0,False,0.0,0.0,False,12.0,1.0909090909090908,False,11.0,0.9166666666666666,True,0.0,0.0,0.0,42.0,18.0
55,True,0.0,0.0,False,0.0,0.0,False,12.0,3.0,False,4.0,0.3333333333333333,False,0.0,0.0,0.0,28.0,11.0
56,True,0.0,0.0,False,0.0,0.0,False,30.0,3.3333333333333335,False,0.0,0.0,False,3.0,0.08333333333333333,6.0,74.0,30.0
