ID,RA_ICRS,DE_ICRS,Name,GaiaDR2,Distcat,VBURMG,SpTop,SpTnir,SpTph,plxlit,RP-W3,G-RP,Jmag,Hmag,Kmag,W1mag,W2mag,W3mag,gmagPS,rmagPS,imagPS,zmagPS,ymagPS,Gmag,FG,BPmag,FBP,RPmag,FRP,GaiaGest,plx,pmRA,pmDE,SimbadName,_RA.icrs,_DE.icrs
J1306+3820 ,196.5711524,38.34152155,2MASS 13061727+3820296   ,1.52277E+18,0.05,-    ,L0      ,L0.5      ,-     ,       ,6.073,1.652,14.63,13.797,13.219,12.919,12.602,11.848,      ,21.34,19.113,17.634,16.61,19.573,279.4,21.412,37.6,17.921,544.8,19.44,28.8,-154.47,-17.5,Gaia DR2 1522768049067813504,196.5720004,38.34159689
J2036+1051 ,309.0126352,10.85744391,2MASS 20360316+1051295   ,1.7545E+18,0.12,-    ,L3      ,-         ,-     ,       ,6.242,1.653,13.95,13.018,12.447,11.909,11.602,11.114,      ,20.898,18.611,17.098,16.084,19.009,469.8,21.794,26.5,17.356,916.7,19.001,42.37,-123.96,-179.35,Gaia DR2 1754495583527340416,309.0131787,10.85821611
J0921-2104 ,140.3099174,-21.08293118,2MASS 09211410-2104446   ,5.67635E+18,0.48,-    ,L1.5    ,L4 p(blue),-     ,       ,5.597,1.653,12.779,12.152,11.69,11.238,10.947,10.387,      ,      ,      ,15.678,14.681,17.637,1661.8,21.147,48.1,15.984,3244,18.211,79.31,245.94,-911.6,Gaia DR2 5676353096222033792,140.3087825,-21.07900623
J2339+3507 ,354.8562733,35.12113972,2MASS 23392527+3507165   ,2.87322E+18,0.07,-    ,L3.5    ,-         ,-     ,       ,6.341,1.653,15.362,14.351,13.588,13.082,12.764,12.521,      ,21.865,20.088,18.582,17.535,20.515,117.3,21.419,37.4,18.862,229.1,20.361,36.54,176.54,-29.38,Gaia DR2 2873220249284763392,354.8553441,35.12126622
J0219-1938 ,34.86785631,-19.64543609,SSSPM J0219-1939         ,5.13105E+18,0.11,-    ,L1      ,L2.5      ,-     ,37.2,4.776,1.654,14.11,13.339,12.91,12.57,12.322,12.486,      ,      ,18.458,      ,      ,18.916,511.5,21.42,37.4,17.262,1000.2,19.406,36.38,210.91,-143.89,Gaia DR2 5131045975099845376,34.8668921,-19.64481656
J1338+4140 ,204.6079812,41.67462313,2MASSW J1338261+414034   ,1.501E+18,0.18,-    ,L2.5    ,L2.5      ,-     ,       ,5.719,1.654,14.221,13.311,12.771,12.312,12.033,11.711,      ,      ,18.623,      ,      ,19.084,438.2,21.126,49,17.43,856.9,19.218,47.33,-156.5,-315.88,Gaia DR2 1500998715270526592,204.6088834,41.67598317
J1341+1138 ,205.2999451,11.64109153,ULAS J134112.02+113827.8 ,3.7267E+18,0.04,-    ,-       ,-         ,L0    ,       ,6.292,1.654,15.38,14.743,14.123,13.925,13.591,12.138,21.562,21.84,19.566,18.096,17.187,20.084,174.4,21.599,31.7,18.43,340.9,19.996,15.69,-66.19,21.86,Gaia DR2 3726701375657846912,205.3002361,11.64099741
J1245+1204 ,191.3122876,12.07816042,2MASS 12451496+1204423   ,3.92808E+18,0.11,-    ,L1      ,-         ,L1.5  ,       ,7.196,1.654,16.047,15.319,14.733,14.381,14.132,12.13,22.77,20.718,20.467,19.015,18.052,20.98,76.5,21.564,32.7,19.326,149.5,20.649,12.29,-10.58,-53.73,Gaia DR2 3928077690494407936,191.3123341,12.07839176
J0151-0051 ,27.92082902,-0.865734501,ULAS J015141.01-005156.5 ,2.50614E+18,0.21,-    ,-       ,-         ,L3    ,       ,6.025,1.655,15.096,14.274,13.587,13.137,12.846,12.353,22.798,20.42,19.5,18.126,17.129,20.033,182.8,21.039,53.1,18.378,357.6,20.035,28.66,-46.05,-16.35,Gaia DR2 2506136919278381568,27.92102731,-0.865664105
J0847+2607 ,131.9952519,26.12315829,2MASS 08475895+2607241   ,6.91086E+17,0.03,-    ,L0      ,-         ,L0    ,       ,6.199,1.655,14.92,14.129,13.689,13.38,13.092,11.708,24.48,21.345,19.081,17.592,16.669,19.562,282.2,21.517,34.2,17.907,552.3,19.707,19.62,-73.51,-44.02,Gaia DR2  691085629773862912,131.9956044,26.12334782
J2254-2840 ,343.7164325,-28.67363387,2MASSI J2254519-284025   ,6.60925E+18,0.02,-    ,L0.5    ,L0.5      ,-     ,       ,6.357,1.655,14.134,13.432,12.955,12.578,12.348,10.912,20.184,21.036,18.467,16.959,15.999,18.924,507.8,21.588,32,17.269,993.2,18.841,34.79,-1.1,23.23,Gaia DR2 6609254898113164416,343.7164379,-28.67373389
J1551+5442 ,237.884928,54.70057267,2MASS 15513273+5442010   ,1.59753E+18,0.07,-    ,L0      ,-         ,-     ,       ,5.546,1.656,14.857,14.042,13.504,13.181,12.945,12.484,      ,21.354,19.22,17.777,16.839,19.686,251.8,21.166,47.2,18.03,493,19.642,26.22,-182.01,63.84,Gaia DR2 1597533701590333440,237.8862842,54.70029779
J0443+0002 ,70.90694054,0.03428978,2MUCD 10320              ,3.23001E+18,0.02,MG   ,M9Int-G ,L0Int-G   ,-     ,47.32,5.593,1.656,12.507,11.804,11.216,10.831,10.481,10.084,21.511,19.66,16.956,15.381,14.403,17.333,2199.2,20.738,70.1,15.677,4305.7,17.416,47.41,55.11,-107.48,Gaia DR2 3230008650057256960,70.90670327,0.034752541
J1008+4707 ,152.185411,47.12666325,2MASS 10084466+4707388   ,8.22501E+17,0.08,-    ,L0      ,-         ,-     ,       ,6.377,1.656,15.933,15.242,14.91,14.474,14.176,12.612,24.16,22.68,20.135,18.677,17.69,20.645,104.1,21.565,32.7,18.989,203.9,20.711,10.41,-97.47,-159.67,Gaia DR2  822501084886320128,152.1860279,47.12735072
J0856+1240 ,134.0081264,12.67051176,2MASS 08560211+1240150   ,6.05081E+17,0.15,-    ,L0      ,-         ,-     ,       ,6.429,1.656,15.452,14.674,14.275,13.938,13.719,12.214,      ,22.036,19.757,18.343,17.412,20.299,143.2,21.521,34.1,18.643,280.4,20.214,15.5,-130.56,-67.69,Gaia DR2  605080765097481856,134.0087025,12.67080321
J1409+4327 ,212.2890257,43.46371258,2MASS 14090944+4327500   ,1.50458E+18,0.03,-    ,L0      ,-         ,-     ,       ,6.749,1.656,15.916,15.108,14.609,14.25,13.887,12.207,22.624,22.2,20.064,18.683,17.715,20.612,107.3,21.081,51,18.956,210.1,20.415,16.95,-66.34,-46.02,Gaia DR2 1504580919859813632,212.2894192,43.46391072
J2118-3217 ,319.5296421,-32.28767439,2MASS 21180695-3217095   ,6.78401E+18,0.3,-    ,-       ,L1.5      ,-     ,       ,6.753,1.656,15.445,14.565,14.093,13.827,13.59,11.96,      ,      ,19.913,      ,      ,20.369,134.2,21.439,36.7,18.713,262.8,20.306,23.76,110.22,-363.34,Gaia DR2 6784009322021106048,319.5290808,-32.28611
J1743+1549 ,265.9030862,15.81686881,2MASS 17433635+1549025   ,4.50116E+18,0.19,-    ,-       ,L1 p(blue),-     ,       ,5.524,1.657,14.455,13.786,13.501,13.057,12.803,11.983,      ,21.341,18.792,17.186,16.248,19.164,407.1,21.318,41,17.507,797.6,19.44,30.72,319.5,-100.7,Gaia DR2 4501162495423931776,265.9016565,15.81730237
J1440-1303 ,220.1311295,-13.05766623,2MASS 14403186-1303263   ,6.3233E+18,0.16,-    ,L1      ,L1 p(blue),-     ,       ,5.972,1.657,15.379,14.719,14.251,13.941,13.738,12.634,      ,      ,19.782,18.298,17.305,20.263,148,21.698,28.9,18.606,289.9,20.332,19.41,-390.24,-81.55,Gaia DR2 6323304363616153344,220.1328543,-13.0573151
J1315+1103 ,198.8243275,11.05421775,ULAS J131517.96+110316.2 ,3.73333E+18,0.12,-    ,-       ,-         ,L0    ,       ,5.987,1.657,15.559,14.734,14.257,13.949,13.696,12.45,      ,21.796,19.56,18.1,17.209,20.094,172.9,21.531,33.7,18.437,338.9,20.152,14.95,-198.21,-141.53,Gaia DR2 3733327449338012928,198.8251971,11.05482712
J0909+1940 ,137.4499095,19.67941697,2MASS 09094822+1940428   ,6.36343E+17,0.17,-    ,L1      ,L0        ,-     ,       ,6,1.657,14.733,13.925,13.44,13.171,12.925,11.904,24.96,21.536,19.119,17.612,16.678,19.561,282.5,21.175,46.8,17.904,553.3,19.735,27.81,-209.54,183.51,Gaia DR2  636342839906737792,137.4508676,19.67862686
J2013-1242 ,303.2949463,-12.71266365,DENIS J2013108-124244    ,6.87976E+18,0.02,-    ,L1.5    ,L0.5      ,-     ,       ,6.177,1.657,14.672,13.873,13.299,12.989,12.69,11.737,21.659,21.51,19.116,17.648,16.688,19.571,279.9,21.367,39.2,17.914,548.4,19.433,20.45,-41.11,-22.69,Gaia DR2 6879759330057470208,303.2951277,-12.71256596
J1032+3300 ,158.1047475,33.01103567,2MASS 10322521+3300433   ,7.48554E+17,0.26,-    ,L0      ,-         ,-     ,       ,6.207,1.657,15.259,14.561,13.939,13.659,13.42,12.078,24.12,21.632,19.427,18.005,17.041,19.942,198.8,21.229,44.6,18.285,389.8,20.02,21.02,-50.88,-214.62,Gaia DR2  748553877036649216,158.1050088,33.01195973
J2028+0052 ,307.0852003,0.874003661,2MASS 20282035+0052265   ,4.23073E+18,0.09,-    ,L3      ,-         ,-     ,33.25,6.288,1.658,14.298,13.377,12.793,12.303,12.028,11.33,      ,21.118,18.844,17.344,16.348,19.276,367.3,21.527,33.9,17.618,720.5,19.307,35.21,86.54,-6.32,Gaia DR2 4230729359939866752,307.0848277,0.874030872
J1402+0648 ,210.5933957,6.813403233,ULAS J140222.38+064848.2 ,3.67265E+18,0.01,-    ,-       ,-         ,L0.5  ,       ,5.195,1.659,13.719,13.012,12.508,12.172,11.871,11.648,22.164,20.56,17.995,16.513,15.56,18.502,749,21.116,49.5,16.843,1471,18.628,26.27,57.16,22.65,Gaia DR2 3672649761993527424,210.5931478,6.813305712
J0050-1538 ,12.60076439,-15.64074281,SIPS J0050-1538          ,2.37227E+18,0.28,-    ,L1:     ,L0.5      ,-     ,       ,5.33,1.659,13.779,13.077,12.647,12.318,12.058,11.452,      ,      ,      ,      ,      ,18.441,792.5,21.303,41.6,16.782,1555.6,18.753,40.32,-214.7,-484.31,Gaia DR2 2372272516761781888,12.60172433,-15.63865758
J1404+4453 ,211.0131556,44.89203218,2MASS 14040328+4453314   ,1.50566E+18,0.03,-    ,L0      ,-         ,-     ,       ,6.307,1.659,15.932,15.511,14.772,14.619,14.444,12.63,21.51,19.853,20.001,18.605,17.734,20.596,108.9,21.308,41.4,18.937,213.9,20.294,11.66,-70.98,-14.88,Gaia DR2 1505663084115053568,211.013587,44.89209624
J1728+0839 ,262.0473995,8.665708384,2MASS 17281134+0839590   ,4.49036E+18,0.13,-    ,M9 p    ,L0        ,-     ,       ,5.215,1.659,13.634,12.974,12.504,12.188,11.918,11.328,21.751,      ,17.654,16.215,15.41,18.202,987.1,21.38,38.8,16.543,1938.5,18.432,28.56,30.62,-163,Gaia DR2 4490357663379552256,262.0472661,8.66641019
J1159+0057 ,179.9104615,0.957399631,DENIS-P J1159+0057       ,3.89124E+18,0.32,-    ,L0      ,L0.5      ,L1.5  ,       ,5.714,1.659,14.084,13.31,12.811,12.38,12.051,11.529,20.621,20.963,18.46,16.965,15.994,18.902,518.2,21.238,44.2,17.243,1017.8,18.815,31.06,21.32,-3.63,Gaia DR2 3891237587037953152,179.9103697,0.95741526
J0125-3435 ,21.40475303,-34.58456196,2MASSI J0125369-343505   ,5.01361E+18,0.06,-    ,L2      ,L1        ,-     ,       ,6.806,1.66,15.522,14.474,13.898,13.467,13.147,12.021,      ,      ,19.963,      ,      ,20.487,120.4,21.414,37.6,18.827,236.6,20.147,24.72,180.29,31.88,Gaia DR2 5013609062282550528,21.40381016,-34.58469921
J1409-3357 ,212.2634236,-33.96549926,2MASS 14090310-3357565   ,6.12378E+18,0.04,-    ,L2      ,L1.5      ,-     ,40.09,5.589,1.66,14.248,13.424,12.865,12.542,12.277,11.856,      ,      ,      ,      ,      ,19.105,429.9,20.684,73.6,17.445,844.4,19.21,41.54,88.5,44.93,Gaia DR2 6123776156029125760,212.2629642,-33.96569271
J1446+1102 ,221.5217131,11.04727226,ULAS J144605.19+110250.6 ,1.17527E+18,0.04,-    ,-       ,-         ,L0    ,       ,5.889,1.66,15.899,14.953,14.697,14.311,13.93,12.962,20.743,21.977,19.969,18.492,17.565,20.511,117.7,20.344,100.7,18.851,231.3,20.312,14.48,40.79,-26.31,Gaia DR2 1175271140027709440,221.5215341,11.04738554
J1334-8226 ,203.5474823,-82.43968022,2MASS 13341216-8226232   ,5.77119E+18,0.04,-    ,L0      ,-         ,-     ,       ,5.603,1.661,14.566,13.751,13.182,12.934,12.708,12.162,      ,      ,      ,      ,      ,19.426,319.8,21.53,33.8,17.765,629.3,19.321,19.54,-90.21,7.26,Gaia DR2 5771194186096748800,203.5504344,-82.43971147
J1450+3920 ,222.7387004,39.34589417,2MASS 14505734+3920451   ,1.48848E+18,0.03,-    ,L0      ,-         ,-     ,       ,5.76,1.661,14.455,13.721,13.35,12.858,12.512,11.793,20.356,21.19,18.74,17.269,16.29,19.214,388.9,21.575,32.4,17.553,764.5,19.072,27.19,-40.93,5.24,Gaia DR2 1488484486239825664,222.7389283,39.34587161
J1337+4938 ,204.3801725,49.64379069,2MASS 13373116+4938367   ,1.55858E+18,0.06,-    ,L0      ,M9        ,-     ,       ,5.19,1.661,13.765,13.035,12.576,12.249,11.946,11.576,22.377,20.637,17.951,16.492,15.538,18.427,802.8,20.997,55.2,16.766,1578.8,18.558,35.53,47.8,62.91,Gaia DR2 1558581651047392512,204.3798546,49.64351982
J2147+0101 ,326.8654795,1.017765995,ULAS J214727.67+010104.0 ,2.69332E+18,0.07,-    ,-       ,-         ,L0    ,       ,5.305,1.661,14.566,13.931,13.468,13.058,12.726,12.329,20.176,21.538,18.844,17.319,16.375,19.295,360.9,21.164,47.3,17.634,710,19.249,21.69,72.93,-0.4,Gaia DR2 2693324513299347584,326.8651655,1.017767717
J1632+3505 ,248.2342852,35.08514456,2MASS 16325610+3505076   ,1.32772E+18,0.08,-    ,-       ,L0.5      ,-     ,       ,5.796,1.662,14.65,13.867,13.297,12.892,12.651,12.015,21.693,21.302,19.009,17.522,16.566,19.473,306.4,21.55,33.2,17.811,603.2,19.382,28.58,89.15,-60.53,Gaia DR2 1327719286210329344,248.2338162,35.08540517
J0316-2848 ,49.18860539,-28.81490106,2MASSI J0316451-284852   ,5.05866E+18,0.07,-    ,L0:     ,L1        ,-     ,       ,6.236,1.662,14.578,13.772,13.114,12.662,12.322,11.672,      ,21.573,19.144,17.646,16.58,19.57,280,21.596,31.8,17.908,551.6,19.403,30.06,104.41,-95.12,Gaia DR2 5058664471807949952,49.18809232,-28.81449152
J0500+0330 ,75.08759719,3.512396422,2MASS 05002100+0330501   ,3.23845E+18,0.32,-    ,L4      ,L4        ,-     ,73.85,6.332,1.662,13.669,12.683,12.062,11.511,11.244,10.93,      ,20.723,18.596,16.987,15.934,18.924,507.9,21.304,41.6,17.262,1000.2,18.869,76.21,10.2,-351.69,Gaia DR2 3238449635184620672,75.08755319,3.513910643
J2211-1008 ,332.9219761,-10.13951648,PM I22118-1005 B         ,2.61556E+18,0.22,VB   ,-       ,L1.5      ,-     ,       ,6.941,1.662,15.246,14.69,14.051,13.576,13.336,11.685,      ,      ,19.78,      ,      ,20.288,144.6,22.37,15.6,18.626,284.6,20.182,23.75,28.37,-251.97,Gaia DR2 2615562725950286208,332.921852,-10.13843161
J1022+0200 ,155.5195996,2.011481078,2MASS 10220489+0200477   ,3.8565E+18,0.17,-    ,L0      ,M9        ,L0    ,34.55,5.602,1.662,14.1,13.398,12.899,12.625,12.338,11.528,22.84,20.621,18.309,16.857,15.945,18.792,573.6,21.49,35.1,17.13,1129.5,18.841,33.13,-179.65,-417.81,Gaia DR2 3856498658891737728,155.5203736,2.013279982
J1353-0857 ,208.2807427,-8.953402641,WISE J135307.51-085712.0 ,3.6187E+18,0.16,-    ,-       ,L0        ,-     ,       ,5.813,1.663,      ,      ,14.197,13.707,13.354,12.175,      ,21.452,19.138,17.638,16.732,19.651,259.9,21.581,32.2,17.988,512.4,19.805,21.74,-364.23,-31.15,Gaia DR2 3618701953393187456,208.2823302,-8.95326852
J2026-2943 ,306.566146,-29.72185219,2MASS 20261584-2943124   ,6.79763E+18,0.18,UR   ,L1:     ,L1 + T6:  ,-     ,       ,6.177,1.663,14.802,13.946,13.36,13.078,12.8,11.81,      ,21.394,19.172,17.702,16.777,19.65,260.3,21.297,41.9,17.987,513,19.608,25.56,26.59,-366.31,Gaia DR2 6797628972554531840,306.5660142,-29.72027502
J1228+5833 ,187.0776393,58.56197938,2MASS 12281851+5833419   ,1.58088E+18,0.06,-    ,L0      ,-         ,-     ,       ,6.514,1.663,15.91,15.212,14.894,14.354,14.021,12.279,24.62,21.618,19.978,18.506,17.571,20.456,123.9,21.694,29,18.793,244,20.553,16.17,56.96,67.1,Gaia DR2 1580883212896723456,187.0771691,58.56169047
J0032-2237 ,8.180041222,-22.62425182,2MASSI J0032431-223727   ,2.34857E+18,0.24,-    ,L1      ,M9.5:     ,-     ,       ,5.756,1.664,15.388,14.512,13.962,13.694,13.441,12.71,22.711,21.689,19.669,18.197,17.194,20.13,167.2,20.835,64.1,18.466,329.8,20,22.56,98.18,-12.52,Gaia DR2 2348571890789987456,8.179583262,-22.62419791
J1642+3308 ,250.6606135,33.14891364,2MASS 16423861+3308554   ,1.31431E+18,0.01,-    ,L0      ,-         ,-     ,       ,6.095,1.664,15.181,14.45,14.099,13.691,13.396,12.109,20.672,21.828,19.368,17.901,16.949,19.868,212.8,22.104,19.9,18.204,420.1,19.724,20.69,-54.99,31.64,Gaia DR2 1314312185020118144,250.6608963,33.14877741
J0357-4417 ,59.36280015,-44.29181879,DENIS-P J035726.9-441730 ,4.84145E+18,0.09,MG   ,L0 beta ,L2 p      ,-     ,       ,6.125,1.664,14.367,13.531,12.907,12.486,12.096,11.6,      ,      ,      ,      ,      ,19.389,331,21.161,47.5,17.725,652.8,19.284,21.37,76.15,-3.09,Gaia DR2 4841448081361281920,59.3623421,-44.29180549
J0016-1039 ,4.156241659,-10.65384509,2MASS 00163762-1039106   ,2.42801E+18,0.12,-    ,L0      ,M9        ,-     ,       ,6.202,1.664,15.455,14.78,14.533,14.136,13.823,12.354,25.5,22.64,19.705,18.23,17.344,20.22,153.9,21.834,25.5,18.556,303.7,20.421,15.89,-119.99,-191.89,Gaia DR2 2428008410441149824,4.156767343,-10.65301889
J0933+2654 ,143.366264,26.91277196,2MASS 09332805+2654495   ,6.46251E+17,0.12,-    ,L0      ,-         ,-     ,       ,6.36,1.664,15.649,15.064,14.344,14.258,13.894,12.161,23.89,22.061,19.681,18.204,17.31,20.185,159,20.724,71,18.521,313.6,20.336,12.81,-120.72,-209.63,Gaia DR2  646251398178053376,143.3668469,26.91367454
J0028-1927 ,7.231526647,-19.4544917,2MASS 00285545-1927165   ,2.3635E+18,0.07,-    ,L0:     ,L0.5      ,-     ,       ,5.492,1.665,14.191,13.331,12.845,12.521,12.253,11.831,19.788,20.946,18.551,17.078,16.104,18.988,478.8,21.398,38.1,17.323,945.1,18.824,25.47,109.22,23.08,Gaia DR2 2363496283669200768,7.23102792,-19.45459107
J1058-1548 ,164.6981622,-15.80465896,DENIS-P J1058.7-1548     ,3.56272E+18,0.08,MG   ,L3      ,L3        ,-     ,55.88,5.893,1.665,14.155,13.226,12.532,12.081,11.784,11.694,      ,20.982,18.83,17.34,16.3,19.252,375.6,22.022,21.5,17.587,741.2,19.205,54.65,-258.07,31.1,Gaia DR2 3562717226488303360,164.699317,-15.80479286
J0130-4445 ,22.64920039,-44.76156487,2MASS01303563-4445411    ,4.93468E+18,0.08,VB   ,-       ,M9+L6     ,-     ,       ,5.84,1.666,14.065,13.39,12.869,12.362,12.025,11.202,      ,      ,      ,      ,      ,18.708,619.6,21.071,51.5,17.042,1224.3,18.632,29.06,116.19,-28.68,Gaia DR2 4934682372428878208,22.64849584,-44.76144139
J1420+2131 ,215.2419069,21.53294954,2MASS 14205843+2131555   ,1.25267E+18,0.1,-    ,L1      ,L0:       ,-     ,       ,5.96,1.667,15.124,14.518,14.056,13.643,13.36,12.27,      ,      ,19.476,17.982,16.93,19.897,207.3,21.782,26.8,18.23,410.1,19.925,23.23,-326.15,191.37,Gaia DR2 1252671918193902208,215.2434165,21.53212558
J1711+2326 ,257.8060332,23.44236305,2MASS 17111353+2326333   ,4.56872E+18,0.05,-    ,L0:     ,L1Vl-G    ,-     ,30.57,6.168,1.667,14.499,13.668,13.056,12.598,12.24,11.717,24.56,21.4,19.135,17.615,16.587,19.552,284.9,21.573,32.5,17.885,563.5,19.543,31.13,-65.17,-47.36,Gaia DR2 4568719543555702272,257.8063391,23.44256696
J0845+3605 ,131.3340792,36.09746902,2MASS 08452021+3605515   ,7.17469E+17,0.11,-    ,L0      ,-         ,-     ,       ,6.765,1.667,15.816,15.009,14.452,14.245,13.951,12.317,22.701,20.59,20.214,18.739,17.746,20.749,94.5,21.542,33.4,19.082,187,20.297,14.8,-22.49,-35.63,Gaia DR2  717468896612925952,131.334199,36.09762242
J0228-6325 ,37.18711253,-63.41634616,2MASS 02284355-6325052   ,4.7004E+18,0.27,-    ,L1      ,L0        ,-     ,       ,5.421,1.667,13.556,12.747,12.248,11.932,11.731,11.194,      ,      ,      ,      ,      ,18.282,917.2,20.955,57.4,16.615,1815.1,19.539,47.1,621.95,435.49,Gaia DR2 4700401321000355712,37.18112819,-63.41822106
J1048-5254 ,162.1144158,-52.904829,DENIS-P J1048278-525418  ,5.35365E+18,0.18,-    ,L1.5    ,-         ,-     ,36.212,5.753,1.667,14.016,13.207,12.666,12.244,12.004,11.468,      ,      ,      ,      ,      ,18.888,525.2,21.093,50.5,17.221,1038.7,18.96,36.36,-239.36,48.08,Gaia DR2 5353652721316104832,162.1161245,-52.905036
J1315+2454 ,198.9396378,24.901972,2MASS 13154557+2454072   ,1.44704E+18,0.02,-    ,L0      ,-         ,L0.5  ,       ,5.923,1.668,15.536,14.765,14.36,14.005,13.674,12.72,21.517,19.656,19.864,18.348,17.373,20.311,141.6,21.559,32.9,18.643,280.1,20.003,17.67,-54.01,-15.13,Gaia DR2 1447035882875220736,198.9398942,24.90203715
J1058+3031 ,164.5606174,30.53332449,2MASS 10581455+3031594   ,7.33413E+17,0.06,-    ,L0      ,-         ,-     ,       ,6.057,1.668,15.624,15.072,14.599,14.21,13.928,12.554,20.715,22.111,19.795,18.3,17.377,20.279,145.8,21.994,22,18.611,288.5,20.151,16.99,-2.84,32.31,Gaia DR2  733413219670542464,164.5606316,30.53318538
J2107-4544 ,316.9760655,-45.73523211,2MASS 21075409-4544064   ,6.48354E+18,0.07,-    ,L0:     ,L2.5      ,-     ,       ,6.154,1.668,14.915,13.953,13.38,12.961,12.648,12.055,      ,      ,      ,      ,      ,19.877,211.1,21.413,37.6,18.209,417.8,19.838,30.65,103.84,-25.32,Gaia DR2 6483544920505696256,316.975425,-45.73512309
J2301+0404 ,345.3236457,4.070648648,ULAS J230117.67+040414.9 ,2.66205E+18,0.13,-    ,-       ,-         ,L1    ,       ,6.639,1.668,15.696,14.963,14.388,14.08,13.804,12.34,21.07,21.551,20.122,18.66,17.661,20.647,103.9,20.684,73.6,18.979,205.6,20.342,16.03,9.92,-64.97,ULAS J230117.67+040414.9    ,345.3236029,4.07092838
J0931+2802 ,142.8060583,28.03991146,2MASS 09311309+2802289   ,6.96088E+17,0.21,-    ,L3      ,L2.5:     ,-     ,       ,6.769,1.668,14.975,14.256,13.726,13.319,12.945,11.594,      ,      ,19.597,18.045,17.006,20.031,183.3,21.557,32.9,18.363,362.6,19.997,31.95,253.93,-311.75,Gaia DR2  696088343256278272,142.8048196,28.04125371
J0355+1133 ,58.84837089,11.55944775,2MUCD 20171              ,3.30335E+18,0.34,MG   ,L5 gamma,L3 gamma  ,-     ,109.51,8.696,1.668,14.05,12.53,11.526,10.526,9.944,9.219,      ,21.252,19.223,17.618,16.59,19.583,276.8,21.185,46.4,17.915,547.9,18.63,109.65,219.76,-631.28,Gaia DR2 3303349202364648320,58.8474051,11.56216576
J1411+3936 ,212.8172768,39.61058834,SDSSJ141117.12+393636.8  ,1.48555E+18,0.49,-    ,L2      ,L1.5      ,-     ,       ,5.64,1.669,14.64,13.772,13.239,12.805,12.536,12.216,      ,21.044,19.099,      ,16.62,19.525,291.8,21.308,41.4,17.856,578.4,19.533,34.87,-926.08,111.14,Gaia DR2 1485548584035554816,212.8224524,39.6101097
J1159+5409 ,179.9189449,54.16071495,2MASS 11594076+5409386   ,7.92628E+17,0.04,-    ,L2      ,L1        ,-     ,       ,5.856,1.669,15.216,14.339,13.755,13.456,13.208,12.61,      ,21.675,19.615,18.192,17.212,20.135,166.5,21.207,45.5,18.466,329.8,20.056,16.18,-119.66,1.6,Gaia DR2  792627865060597760,179.9198248,54.16070806
J1537+1405 ,234.3415199,14.08517062,2MASS 15372197+1405082   ,1.19431E+18,0.2,-    ,L0      ,-         ,-     ,       ,5.978,1.669,16.132,15.463,15.046,14.715,14.5,13.147,21.666,21.392,20.215,18.804,17.883,20.794,90.8,19.858,157.6,19.125,179.8,20.584,11.86,-3.72,-89.71,Gaia DR2 1194307946912712192,234.3415364,14.08555687
J1402+0148 ,210.6312772,1.80832882,2MASS 14023175+0148301   ,3.66137E+18,0.14,-    ,L1      ,-         ,L1.5  ,       ,6.04,1.669,15.451,14.653,14.176,13.839,13.521,12.7,      ,22.164,19.95,18.414,17.42,20.409,129.3,21.914,23.7,18.74,256.4,20.337,23.43,-251.07,-20.94,Gaia DR2 3661370872931025536,210.6323587,1.808418978
