iter	Logloss
0	0.6362885742
1	0.5942001953
2	0.5512207729
3	0.5178152902
4	0.4879588797
5	0.4611646205
6	0.4400663365
7	0.4192486747
8	0.4037260045
9	0.3851849191
10	0.3687057757
11	0.3538234166
12	0.3421247907
13	0.3296723982
14	0.3180876465
15	0.3071052246
16	0.2979748884
17	0.2892042934
18	0.2807371303
19	0.2727551967
20	0.265499721
21	0.2593071987
22	0.2529110456
23	0.2467948347
24	0.2444049247
25	0.2391121652
26	0.2341036377
27	0.2304479632
28	0.2276111537
29	0.2238831613
30	0.2205159215
31	0.2172749895
32	0.2139351632
33	0.210451416
34	0.2073398263
35	0.2045590995
36	0.2015065569
37	0.1984790388
38	0.1959239851
39	0.1935968541
40	0.1913098145
41	0.188913644
42	0.1872251674
43	0.1849001465
44	0.182983817
45	0.1813366525
46	0.1799035819
47	0.1776421596
48	0.1755408587
49	0.1735070103
50	0.1717605155
51	0.1708479004
52	0.1693242885
53	0.1682461809
54	0.1669966518
55	0.1656675502
56	0.1644097028
57	0.1629219273
58	0.1616410435
59	0.1603222656
60	0.1593700997
61	0.1583394601
62	0.157288365
63	0.1561399275
64	0.1550665806
65	0.1542460589
66	0.1533109654
67	0.1523282645
68	0.1509953788
69	0.1501919992
70	0.1491152693
71	0.1483133196
72	0.1476182861
73	0.146908796
74	0.1459721244
75	0.1449764579
76	0.1443999198
77	0.1434828578
78	0.1426116071
79	0.1418664638
80	0.1411921038
81	0.1406058611
82	0.1397167969
83	0.1389527065
84	0.1380323748
85	0.1371696777
86	0.136580331
87	0.135831883
88	0.1351580898
89	0.1343722621
90	0.1338470459
91	0.1331548723
92	0.1324483468
93	0.1318982108
94	0.1311931501
95	0.1306126099
96	0.1299248134
97	0.1295400914
98	0.1290236119
99	0.1285369786
