*
* Overschrijdingskansen potentiele windsnelheid Schiphol_met_Volkerfactor. Met statistische onzekerheid.
* WTI2017: 12-uursmaxima, gegeven windrichting
*
* Door: K.A. Wojciechowska van HKV lijn in water
* Project: PR3280.10
*
* u         NNO             NO              ONO             O               OZO             ZO              ZZO             Z               ZZW             ZW              WZW             W               WNW             NW              NNW             N
 10.00      8.165e-002      9.733e-002      9.484e-002      3.586e-002      1.995e-002      2.805e-002      6.015e-002      1.204e-001      2.352e-001      3.887e-001      4.231e-001      4.132e-001      3.044e-001      1.850e-001      1.595e-001      5.903e-002 
 10.50      6.358e-002      7.093e-002      6.247e-002      2.455e-002      1.367e-002      1.970e-002      4.309e-002      9.413e-002      1.925e-001      3.459e-001      3.729e-001      3.699e-001      2.640e-001      1.555e-001      1.268e-001      4.566e-002 
 11.00      4.949e-002      5.183e-002      4.144e-002      1.681e-002      9.292e-003      1.383e-002      3.072e-002      7.118e-002      1.560e-001      3.055e-001      3.266e-001      3.276e-001      2.264e-001      1.297e-001      9.832e-002      3.518e-002 
 11.50      3.841e-002      3.784e-002      2.807e-002      1.152e-002      6.219e-003      9.699e-003      2.186e-002      5.246e-002      1.260e-001      2.675e-001      2.841e-001      2.861e-001      1.896e-001      1.049e-001      7.506e-002      2.697e-002 
 12.00      2.952e-002      2.748e-002      1.940e-002      7.890e-003      4.101e-003      6.749e-003      1.549e-002      3.832e-002      1.010e-001      2.317e-001      2.443e-001      2.460e-001      1.548e-001      8.272e-002      5.674e-002      2.058e-002 
 12.50      2.231e-002      1.974e-002      1.354e-002      5.408e-003      2.689e-003      4.622e-003      1.087e-002      2.778e-002      7.952e-002      1.980e-001      2.067e-001      2.076e-001      1.235e-001      6.448e-002      4.263e-002      1.567e-002 
 13.00      1.660e-002      1.400e-002      9.469e-003      3.707e-003      1.762e-003      3.103e-003      7.565e-003      2.001e-002      6.178e-002      1.663e-001      1.720e-001      1.704e-001      9.686e-002      5.003e-002      3.189e-002      1.197e-002 
 13.50      1.224e-002      9.812e-003      6.627e-003      2.542e-003      1.157e-003      2.042e-003      5.245e-003      1.437e-002      4.763e-002      1.372e-001      1.409e-001      1.347e-001      7.536e-002      3.868e-002      2.376e-002      9.262e-003 
 14.00      8.940e-003      6.818e-003      4.638e-003      1.744e-003      7.607e-004      1.322e-003      3.633e-003      1.028e-002      3.661e-002      1.110e-001      1.135e-001      1.025e-001      5.842e-002      2.979e-002      1.763e-002      7.245e-003 
 14.50      6.446e-003      4.717e-003      3.248e-003      1.197e-003      5.011e-004      8.486e-004      2.515e-003      7.308e-003      2.812e-002      8.817e-002      8.961e-002      7.533e-002      4.515e-002      2.284e-002      1.307e-002      5.682e-003 
 15.00      4.589e-003      3.260e-003      2.275e-003      8.213e-004      3.306e-004      5.429e-004      1.739e-003      5.168e-003      2.160e-002      6.859e-002      6.927e-002      5.420e-002      3.479e-002      1.745e-002      9.765e-003      4.427e-003 
 15.50      3.244e-003      2.253e-003      1.594e-003      5.639e-004      2.186e-004      3.472e-004      1.199e-003      3.641e-003      1.661e-002      5.211e-002      5.255e-002      3.876e-002      2.670e-002      1.333e-002      7.414e-003      3.405e-003 
 16.00      2.292e-003      1.559e-003      1.117e-003      3.873e-004      1.447e-004      2.221e-004      8.240e-004      2.562e-003      1.277e-002      3.872e-002      3.940e-002      2.788e-002      2.039e-002      1.025e-002      5.727e-003      2.586e-003 
 16.50      1.622e-003      1.079e-003      7.828e-004      2.660e-004      9.599e-005      1.421e-004      5.657e-004      1.802e-003      9.820e-003      2.829e-002      2.945e-002      2.025e-002      1.547e-002      7.999e-003      4.467e-003      1.948e-003 
 17.00      1.152e-003      7.473e-004      5.489e-004      1.828e-004      6.378e-005      9.097e-005      3.886e-004      1.268e-003      7.555e-003      2.045e-002      2.205e-002      1.481e-002      1.165e-002      6.341e-003      3.489e-003      1.462e-003 
 17.50      8.202e-004      5.180e-004      3.850e-004      1.256e-004      4.245e-005      5.826e-005      2.673e-004      8.926e-004      5.815e-003      1.469e-002      1.654e-002      1.087e-002      8.721e-003      5.079e-003      2.716e-003      1.096e-003 
 18.00      5.859e-004      3.592e-004      2.701e-004      8.638e-005      2.830e-005      3.733e-005      1.842e-004      6.284e-004      4.477e-003      1.050e-002      1.238e-002      7.984e-003      6.532e-003      4.082e-003      2.105e-003      8.216e-004 
 18.50      4.198e-004      2.493e-004      1.895e-004      5.941e-005      1.889e-005      2.392e-005      1.272e-004      4.425e-004      3.447e-003      7.482e-003      9.247e-003      5.875e-003      4.933e-003      3.277e-003      1.625e-003      6.160e-004 
 19.00      3.017e-004      1.731e-004      1.330e-004      4.087e-005      1.264e-005      1.534e-005      8.797e-005      3.116e-004      2.656e-003      5.315e-003      6.885e-003      4.357e-003      3.773e-003      2.617e-003      1.253e-003      4.618e-004 
 19.50      2.175e-004      1.203e-004      9.340e-005      2.812e-005      8.466e-006      9.839e-006      6.093e-005      2.196e-004      2.046e-003      3.778e-003      5.123e-003      3.280e-003      2.917e-003      2.074e-003      9.657e-004      3.463e-004 
 20.00      1.572e-004      8.363e-005      6.560e-005      1.936e-005      5.680e-006      6.313e-006      4.227e-005      1.547e-004      1.577e-003      2.703e-003      3.825e-003      2.515e-003      2.271e-003      1.632e-003      7.442e-004      2.598e-004 
 20.50      1.139e-004      5.818e-005      4.608e-005      1.333e-005      3.817e-006      4.052e-006      2.936e-005      1.090e-004      1.216e-003      1.959e-003      2.879e-003      1.958e-003      1.772e-003      1.275e-003      5.735e-004      1.949e-004 
 21.00      8.279e-005      4.049e-005      3.238e-005      9.177e-006      2.568e-006      2.602e-006      2.043e-005      7.688e-005      9.372e-004      1.445e-003      2.188e-003      1.538e-003      1.384e-003      9.931e-004      4.420e-004      1.462e-004 
 21.50      6.032e-005      2.820e-005      2.276e-005      6.322e-006      1.731e-006      1.672e-006      1.423e-005      5.422e-005      7.228e-004      1.082e-003      1.676e-003      1.213e-003      1.081e-003      7.719e-004      3.407e-004      1.097e-004 
 22.00      4.405e-005      1.965e-005      1.600e-005      4.356e-006      1.168e-006      1.074e-006      9.923e-006      3.824e-005      5.575e-004      8.188e-004      1.288e-003      9.581e-004      8.448e-004      5.997e-004      2.627e-004      8.234e-005 
 22.50      3.224e-005      1.370e-005      1.125e-005      3.002e-006      7.894e-007      6.906e-007      6.928e-006      2.698e-005      4.302e-004      6.229e-004      9.898e-004      7.570e-004      6.602e-004      4.658e-004      2.026e-004      6.181e-005 
 23.00      2.365e-005      9.561e-006      7.914e-006      2.070e-006      5.342e-007      4.442e-007      4.842e-006      1.904e-005      3.319e-004      4.750e-004      7.594e-004      5.982e-004      5.161e-004      3.618e-004      1.563e-004      4.640e-005 
 23.50      1.739e-005      6.673e-006      5.569e-006      1.427e-006      3.619e-007      2.857e-007      3.388e-006      1.344e-005      2.562e-004      3.624e-004      5.814e-004      4.728e-004      4.035e-004      2.811e-004      1.205e-004      3.484e-005 
 24.00      1.280e-005      4.661e-006      3.919e-006      9.845e-007      2.455e-007      1.839e-007      2.373e-006      9.489e-006      1.978e-004      2.766e-004      4.446e-004      3.737e-004      3.155e-004      2.184e-004      9.301e-005      2.617e-005 
 24.50      9.447e-006      3.257e-006      2.759e-006      6.793e-007      1.668e-007      1.184e-007      1.663e-006      6.701e-006      1.527e-004      2.111e-004      3.398e-004      2.954e-004      2.467e-004      1.698e-004      7.177e-005      1.966e-005 
 25.00      6.982e-006      2.277e-006      1.942e-006      4.688e-007      1.134e-007      7.625e-008      1.167e-006      4.733e-006      1.179e-004      1.612e-004      2.596e-004      2.336e-004      1.930e-004      1.319e-004      5.539e-005      1.477e-005 
 25.50      5.168e-006      1.592e-006      1.368e-006      3.236e-007      7.720e-008      4.913e-008      8.192e-007      3.344e-006      9.109e-005      1.231e-004      1.984e-004      1.847e-004      1.510e-004      1.026e-004      4.276e-005      1.110e-005 
 26.00      3.831e-006      1.114e-006      9.638e-007      2.235e-007      5.261e-008      3.166e-008      5.756e-007      2.363e-006      7.037e-005      9.404e-005      1.517e-004      1.460e-004      1.181e-004      7.974e-005      3.301e-005      8.338e-006 
 26.50      2.844e-006      7.803e-007      6.791e-007      1.543e-007      3.589e-008      2.042e-008      4.047e-007      1.670e-006      5.437e-005      7.184e-005      1.160e-004      1.155e-004      9.246e-005      6.201e-005      2.549e-005      6.267e-006 
 27.00      2.114e-006      5.466e-007      4.787e-007      1.066e-007      2.451e-008      1.317e-008      2.848e-007      1.181e-006      4.201e-005      5.489e-005      8.871e-005      9.135e-005      7.237e-005      4.822e-005      1.969e-005      4.712e-006 
 27.50      1.573e-006      3.830e-007      3.375e-007      7.369e-008      1.675e-008      8.496e-009      2.005e-007      8.352e-007      3.247e-005      4.195e-005      6.788e-005      7.226e-005      5.666e-005      3.751e-005      1.521e-005      3.542e-006 
 28.00      1.172e-006      2.686e-007      2.380e-007      5.094e-008      1.146e-008      5.483e-009      1.412e-007      5.908e-007      2.510e-005      3.207e-005      5.195e-005      5.717e-005      4.437e-005      2.918e-005      1.175e-005      2.664e-006 
 28.50      8.740e-007      1.884e-007      1.679e-007      3.522e-008      7.849e-009      3.540e-009      9.956e-008      4.180e-007      1.941e-005      2.452e-005      3.977e-005      4.523e-005      3.474e-005      2.270e-005      9.077e-006      2.004e-006 
 29.00      6.524e-007      1.322e-007      1.184e-007      2.435e-008      5.379e-009      2.287e-009      7.021e-008      2.958e-007      1.501e-005      1.875e-005      3.046e-005      3.579e-005      2.721e-005      1.766e-005      7.015e-006      1.507e-006 
 29.50      4.874e-007      9.282e-008      8.357e-008      1.685e-008      3.690e-009      1.477e-009      4.954e-008      2.094e-007      1.161e-005      1.434e-005      2.333e-005      2.832e-005      2.132e-005      1.374e-005      5.422e-006      1.134e-006 
 30.00      3.645e-007      6.519e-008      5.899e-008      1.166e-008      2.533e-009      9.549e-010      3.498e-008      1.482e-007      8.977e-006      1.097e-005      1.788e-005      2.242e-005      1.670e-005      1.070e-005      4.191e-006      8.532e-007 
 30.50      2.727e-007      4.581e-008      4.165e-008      8.068e-009      1.740e-009      6.174e-010      2.470e-008      1.050e-007      6.944e-006      8.392e-006      1.371e-005      1.775e-005      1.309e-005      8.327e-006      3.240e-006      6.421e-007 
 31.00      2.042e-007      3.220e-008      2.941e-008      5.585e-009      1.196e-009      3.993e-010      1.746e-008      7.434e-008      5.373e-006      6.422e-006      1.051e-005      1.405e-005      1.026e-005      6.482e-006      2.505e-006      4.833e-007 
 31.50      1.530e-007      2.265e-008      2.077e-008      3.867e-009      8.228e-010      2.584e-010      1.234e-008      5.267e-008      4.158e-006      4.915e-006      8.064e-006      1.112e-005      8.044e-006      5.047e-006      1.938e-006      3.638e-007 
 32.00      1.147e-007      1.593e-008      1.468e-008      2.679e-009      5.664e-010      1.672e-010      8.727e-009      3.732e-008      3.218e-006      3.763e-006      6.188e-006      8.806e-006      6.307e-006      3.930e-006      1.499e-006      2.739e-007 
 32.50      8.605e-008      1.121e-008      1.037e-008      1.856e-009      3.902e-010      1.083e-010      6.174e-009      2.645e-008      2.491e-006      2.881e-006      4.750e-006      6.974e-006      4.946e-006      3.061e-006      1.159e-006      2.063e-007 
 33.00      6.459e-008      7.896e-009      7.332e-009      1.286e-009      2.689e-010      7.011e-011      4.369e-009      1.875e-008      1.928e-006      2.206e-006      3.648e-006      5.523e-006      3.879e-006      2.384e-006      8.970e-007      1.554e-007 
 33.50      4.850e-008      5.562e-009      5.184e-009      8.913e-010      1.855e-010      4.542e-011      3.094e-009      1.330e-008      1.493e-006      1.690e-006      2.802e-006      4.375e-006      3.043e-006      1.857e-006      6.941e-007      1.170e-007 
 34.00      3.644e-008      3.919e-009      3.666e-009      6.180e-010      1.280e-010      2.944e-011      2.191e-009      9.430e-009      1.156e-006      1.295e-006      2.153e-006      3.465e-006      2.387e-006      1.447e-006      5.372e-007      8.817e-008 
 34.50      2.738e-008      2.762e-009      2.593e-009      4.285e-010      8.837e-011      1.908e-011      1.552e-009      6.689e-009      8.952e-007      9.920e-007      1.655e-006      2.745e-006      1.873e-006      1.128e-006      4.158e-007      6.644e-008 
 35.00      2.059e-008      1.948e-009      1.835e-009      2.972e-010      6.104e-011      1.238e-011      1.100e-009      4.746e-009      6.934e-007      7.602e-007      1.273e-006      2.175e-006      1.470e-006      8.789e-007      3.219e-007      5.007e-008 
 35.50      1.549e-008      1.374e-009      1.298e-009      2.062e-010      4.219e-011      8.028e-012      7.799e-010      3.368e-009      5.371e-007      5.827e-007      9.794e-007      1.724e-006      1.154e-006      6.850e-007      2.492e-007      3.774e-008 
 36.00      1.165e-008      9.696e-010      9.190e-010      1.431e-010      2.917e-011      5.210e-012      5.531e-010      2.391e-009      4.162e-007      4.468e-007      7.537e-007      1.366e-006      9.062e-007      5.340e-007      1.930e-007      2.845e-008 
 36.50      8.771e-009      6.844e-010      6.506e-010      9.934e-011      2.018e-011      3.382e-012      3.923e-010      1.698e-009      3.225e-007      3.426e-007      5.803e-007      1.083e-006      7.116e-007      4.163e-007      1.495e-007      2.145e-008 
 37.00      6.604e-009      4.833e-010      4.607e-010      6.897e-011      1.397e-011      2.196e-012      2.784e-010      1.205e-009      2.499e-007      2.627e-007      4.469e-007      8.581e-007      5.588e-007      3.246e-007      1.158e-007      1.618e-008 
 37.50      4.973e-009      3.414e-010      3.263e-010      4.790e-011      9.673e-012      1.426e-012      1.976e-010      8.562e-010      1.937e-007      2.015e-007      3.444e-007      6.803e-007      4.390e-007      2.531e-007      8.969e-008      1.220e-008 
 38.00      3.747e-009      2.412e-010      2.312e-010      3.327e-011      6.701e-012      9.268e-013      1.403e-010      6.083e-010      1.501e-007      1.546e-007      2.654e-007      5.393e-007      3.449e-007      1.974e-007      6.949e-008      9.202e-009 
 38.50      2.823e-009      1.705e-010      1.638e-010      2.312e-011      4.644e-012      6.024e-013      9.961e-011      4.323e-010      1.164e-007      1.187e-007      2.047e-007      4.276e-007      2.710e-007      1.540e-007      5.385e-008      6.942e-009 
 39.00      2.128e-009      1.206e-010      1.161e-010      1.607e-011      3.220e-012      3.917e-013      7.076e-011      3.072e-010      9.024e-008      9.106e-008      1.579e-007      3.391e-007      2.130e-007      1.201e-007      4.173e-008      5.238e-009 
 39.50      1.604e-009      8.527e-011      8.232e-011      1.117e-011      2.233e-012      2.547e-013      5.027e-011      2.184e-010      6.998e-008      6.990e-008      1.218e-007      2.689e-007      1.674e-007      9.374e-008      3.235e-008      3.953e-009 
 40.00      1.210e-009      6.033e-011      5.837e-011      7.764e-012      1.549e-012      1.657e-013      3.573e-011      1.553e-010      5.427e-008      5.367e-008      9.406e-008      2.133e-007      1.316e-007      7.314e-008      2.508e-008      2.983e-009 
 40.50      9.126e-010      4.270e-011      4.140e-011      5.400e-012      1.075e-012      1.078e-013      2.540e-011      1.104e-010      4.210e-008      4.121e-008      7.265e-008      1.692e-007      1.035e-007      5.708e-008      1.944e-008      2.252e-009 
 41.00      6.885e-010      3.023e-011      2.937e-011      3.756e-012      7.467e-013      7.020e-014      1.806e-011      7.856e-011      3.266e-008      3.165e-008      5.613e-008      1.342e-007      8.136e-008      4.455e-008      1.508e-008      1.700e-009 
 41.50      5.196e-010      2.141e-011      2.084e-011      2.613e-012      5.187e-013      4.571e-014      1.284e-011      5.589e-011      2.533e-008      2.432e-008      4.338e-008      1.065e-007      6.399e-008      3.478e-008      1.169e-008      1.284e-009 
 42.00      3.921e-010      1.516e-011      1.479e-011      1.819e-012      3.604e-013      2.978e-014      9.137e-012      3.977e-011      1.966e-008      1.868e-008      3.354e-008      8.450e-008      5.034e-008      2.715e-008      9.069e-009      9.695e-010 
