"","l","n","Cab","Car","Cbrown","Cw","Cm"
"435",834,1.4626,0,0,0.02786,0.03662,2.3
"436",835,1.4625,0,0,0.02753,0.03702,2.3
"437",836,1.4623,0,0,0.0272,0.03788,2.3
"438",837,1.4622,0,0,0.02688,0.03829,2.3
"439",838,1.462,0,0,0.02655,0.03854,2.3
"440",839,1.4619,0,0,0.02622,0.03909,2.3
"441",840,1.4617,0,0,0.02589,0.03949,2.3
"442",841,1.4616,0,0,0.02559,0.03972,2.3
"443",842,1.4614,0,0,0.02529,0.04,2.3
"444",843,1.4613,0,0,0.02499,0.0404,2.3
"445",844,1.4611,0,0,0.02469,0.04057,2.3
"446",845,1.461,0,0,0.0244,0.04075,2.3
"447",846,1.4608,0,0,0.0241,0.04115,2.3
"448",847,1.4607,0,0,0.0238,0.04127,2.3
"449",848,1.4605,0,0,0.0235,0.04149,2.3
"450",849,1.4604,0,0,0.0232,0.04204,2.3
"451",850,1.4602,0,0,0.0229,0.04199,2.3
"452",851,1.4601,0,0,0.02264,0.04223,2.3
"453",852,1.46,0,0,0.02238,0.04254,2.3
"454",853,1.4599,0,0,0.02212,0.04272,2.3
"455",854,1.4597,0,0,0.02186,0.0428,2.3
"456",855,1.4596,0,0,0.02159,0.04306,2.3
"457",856,1.4595,0,0,0.02133,0.0436,2.3
"458",857,1.4594,0,0,0.02107,0.04369,2.3
"459",858,1.4592,0,0,0.02081,0.04379,2.3
"460",859,1.4591,0,0,0.02055,0.04433,2.3
"461",860,1.4589,0,0,0.02029,0.04454,2.3
"462",861,1.4587,0,0,0.02006,0.04466,2.3
"463",862,1.4586,0,0,0.01983,0.04505,2.3
"464",863,1.4584,0,0,0.01961,0.04527,2.3
"465",864,1.4583,0,0,0.01938,0.04552,2.3
"466",865,1.4582,0,0,0.01915,0.04605,2.3
"467",866,1.4582,0,0,0.01893,0.04658,2.3
"468",867,1.4581,0,0,0.0187,0.04691,2.3
"469",868,1.458,0,0,0.01847,0.04705,2.3
"470",869,1.4579,0,0,0.01825,0.04713,2.3
"471",870,1.4577,0,0,0.01802,0.04752,2.3
"472",871,1.4576,0,0,0.01782,0.04833,2.3
"473",872,1.4574,0,0,0.01762,0.04867,2.3
"474",873,1.4572,0,0,0.01742,0.04894,2.3
"475",874,1.4571,0,0,0.01723,0.0496,2.3
"476",875,1.4569,0,0,0.01703,0.05006,2.3
"477",876,1.4568,0,0,0.01683,0.0505,2.3
"478",877,1.4566,0,0,0.01663,0.05115,2.3
"479",878,1.4565,0,0,0.01643,0.05153,2.3
"480",879,1.4563,0,0,0.01623,0.05204,2.3
"481",880,1.4562,0,0,0.01604,0.05298,2.3
"482",881,1.456,0,0,0.01586,0.05346,2.3
"483",882,1.4559,0,0,0.01568,0.05386,2.3
"484",883,1.4558,0,0,0.01551,0.05465,2.3
"485",884,1.4556,0,0,0.01533,0.05528,2.3
"486",885,1.4554,0,0,0.01516,0.05566,2.3
"487",886,1.4553,0,0,0.01498,0.05596,2.3
"488",887,1.4551,0,0,0.01481,0.05653,2.3
"489",888,1.455,0,0,0.01463,0.05745,2.3
"490",889,1.4548,0,0,0.01446,0.05789,2.3
"491",890,1.4547,0,0,0.01428,0.05831,2.3
"492",891,1.4545,0,0,0.01414,0.05924,2.3
"493",892,1.4544,0,0,0.014,0.05982,2.3
"494",893,1.4542,0,0,0.01385,0.06009,2.3
"495",894,1.4541,0,0,0.01371,0.06035,2.3
"496",895,1.4539,0,0,0.01357,0.06094,2.3
"497",896,1.4538,0,0,0.01343,0.06185,2.3
"498",897,1.4536,0,0,0.01328,0.06226,2.3
"499",898,1.4535,0,0,0.01314,0.06269,2.3
"500",899,1.4533,0,0,0.013,0.0636,2.3
"501",900,1.4532,0,0,0.01286,0.06407,2.3
"502",901,1.4531,0,0,0.01275,0.06458,2.3
"503",902,1.4529,0,0,0.01265,0.06562,2.3
"504",903,1.4528,0,0,0.01255,0.06636,2.3
"505",904,1.4526,0,0,0.01245,0.06672,2.3
"506",905,1.4525,0,0,0.01235,0.06699,2.3
"507",906,1.4524,0,0,0.01225,0.06769,2.3
"508",907,1.4522,0,0,0.01215,0.069,2.3
"509",908,1.4521,0,0,0.01205,0.06989,2.3
"510",909,1.4519,0,0,0.01195,0.07037,2.3
"511",910,1.4518,0,0,0.01185,0.07085,2.3
"512",911,1.4516,0,0,0.01175,0.07187,2.3
"513",912,1.4515,0,0,0.01165,0.07358,2.3
"514",913,1.4513,0,0,0.01155,0.07486,2.3
"515",914,1.4512,0,0,0.01145,0.07562,2.3
"516",915,1.4511,0,0,0.01135,0.0763,2.3
"517",916,1.4509,0,0,0.01125,0.07792,2.3
"518",917,1.4508,0,0,0.01115,0.08085,2.3
"519",918,1.4506,0,0,0.01105,0.08292,2.3
"520",919,1.4505,0,0,0.01096,0.0841,2.3
"521",920,1.4503,0,0,0.01086,0.08528,2.3
"522",921,1.4502,0,0,0.01076,0.08801,2.3
"523",922,1.45,0,0,0.01066,0.09268,2.3
"524",923,1.4498,0,0,0.01056,0.09584,2.3
"525",924,1.4497,0,0,0.01047,0.09819,2.3
"526",925,1.4495,0,0,0.01037,0.1012,2.3
"527",926,1.4493,0,0,0.01027,0.1042,2.3
"528",927,1.4492,0,0,0.01017,0.1066,2.3
"529",928,1.4491,0,0,0.01008,0.1113,2.3
"530",929,1.4489,0,0,0.00998,0.1194,2.3
"531",930,1.4488,0,0,0.009884,0.1246,2.3
"532",931,1.4487,0,0,0.009787,0.1281,2.3
"533",932,1.4485,0,0,0.009691,0.1327,2.3
"534",933,1.4483,0,0,0.009595,0.1374,2.3
"535",934,1.4481,0,0,0.0095,0.141,2.3
"536",935,1.4479,0,0,0.009404,0.1465,2.3
"537",936,1.4478,0,0,0.009309,0.1557,2.3
"538",937,1.4477,0,0,0.009214,0.1635,2.3
"539",938,1.4476,0,0,0.00912,0.1688,2.3
"540",939,1.4474,0,0,0.009025,0.1732,2.3
"541",940,1.4472,0,0,0.008931,0.1818,2.3
"542",941,1.4469,0,0,0.008837,0.1963,2.3
"543",942,1.4466,0,0,0.008743,0.205,2.3
"544",943,1.4465,0,0,0.00865,0.2106,2.3
"545",944,1.4463,0,0,0.008557,0.2187,2.3
"546",945,1.4462,0,0,0.008464,0.2287,2.3
"547",946,1.4461,0,0,0.008371,0.2386,2.3
"548",947,1.4461,0,0,0.008279,0.2468,2.3
"549",948,1.4461,0,0,0.008187,0.2542,2.3
"550",949,1.446,0,0,0.008095,0.2701,2.3
"551",950,1.4457,0,0,0.008004,0.2976,2.3
"552",951,1.4455,0,0,0.007913,0.3153,2.3
"553",952,1.4453,0,0,0.007822,0.3274,2.3
"554",953,1.4451,0,0,0.007732,0.3438,2.3
"555",954,1.445,0,0,0.007641,0.3622,2.3
"556",955,1.4449,0,0,0.007552,0.3785,2.3
"557",956,1.4448,0,0,0.007462,0.393,2.3
"558",957,1.4447,0,0,0.007373,0.4068,2.3
"559",958,1.4445,0,0,0.007284,0.4184,2.3
"560",959,1.4445,0,0,0.007195,0.4273,2.3
"561",960,1.4445,0,0,0.007107,0.4385,2.3
"562",961,1.4442,0,0,0.007019,0.4538,2.3
"563",962,1.444,0,0,0.006932,0.4611,2.3
"564",963,1.4438,0,0,0.006844,0.4633,2.3
"565",964,1.4437,0,0,0.006758,0.4663,2.3
"566",965,1.4436,0,0,0.006671,0.4701,2.3
"567",966,1.4436,0,0,0.006585,0.4733,2.3
"568",967,1.4435,0,0,0.006499,0.4756,2.3
"569",968,1.4434,0,0,0.006414,0.4772,2.3
"570",969,1.4434,0,0,0.006329,0.4785,2.3
"571",970,1.4434,0,0,0.006244,0.48,2.3
"572",971,1.4434,0,0,0.00616,0.4814,2.3
"573",972,1.4432,0,0,0.006076,0.4827,2.3
"574",973,1.443,0,0,0.005993,0.4843,2.3
"575",974,1.4428,0,0,0.00591,0.4864,2.3
"576",975,1.4427,0,0,0.005827,0.487,2.3
"577",976,1.4426,0,0,0.005745,0.4867,2.3
"578",977,1.4425,0,0,0.005663,0.4864,2.3
"579",978,1.4423,0,0,0.005581,0.4857,2.3
"580",979,1.4421,0,0,0.0055,0.4841,2.3
"581",980,1.442,0,0,0.005419,0.4821,2.3
"582",981,1.4418,0,0,0.005339,0.4804,2.3
"583",982,1.4416,0,0,0.005259,0.4786,2.3
"584",983,1.4415,0,0,0.00518,0.4764,2.3
"585",984,1.4414,0,0,0.005101,0.4738,2.3
"586",985,1.4414,0,0,0.005023,0.471,2.3
"587",986,1.4414,0,0,0.004945,0.4677,2.3
"588",987,1.4415,0,0,0.004867,0.4641,2.3
"589",988,1.4416,0,0,0.00479,0.4604,2.3
"590",989,1.4416,0,0,0.004713,0.457,2.3
"591",990,1.4415,0,0,0.004637,0.4532,2.3
"592",991,1.4414,0,0,0.004561,0.4482,2.3
"593",992,1.4413,0,0,0.004486,0.4434,2.3
"594",993,1.4411,0,0,0.004411,0.4397,2.3
"595",994,1.4409,0,0,0.004337,0.4362,2.3
"596",995,1.4407,0,0,0.004263,0.4316,2.3
"597",996,1.4405,0,0,0.00419,0.4265,2.3
"598",997,1.4403,0,0,0.004117,0.4215,2.3
"599",998,1.4401,0,0,0.004044,0.4168,2.3
"600",999,1.44,0,0,0.003972,0.4121,2.3
"601",1000,1.4399,0,0,0.003901,0.4072,2.3
"602",1001,1.4397,0,0,0.00383,0.4017,2.3
"603",1002,1.4395,0,0,0.00376,0.3963,2.3
"604",1003,1.4394,0,0,0.00369,0.3915,2.3
"605",1004,1.4393,0,0,0.00362,0.3868,2.3
"606",1005,1.4392,0,0,0.003552,0.3816,2.3
"607",1006,1.4392,0,0,0.003483,0.376,2.3
"608",1007,1.4391,0,0,0.003416,0.3701,2.3
"609",1008,1.4391,0,0,0.003348,0.364,2.3
"610",1009,1.439,0,0,0.003282,0.3581,2.3
"611",1010,1.4389,0,0,0.003215,0.3521,2.3
"612",1011,1.4387,0,0,0.00315,0.3461,2.3
"613",1012,1.4386,0,0,0.003085,0.3402,2.3
"614",1013,1.4385,0,0,0.00302,0.3349,2.3
"615",1014,1.4384,0,0,0.002956,0.3297,2.3
"616",1015,1.4384,0,0,0.002893,0.3243,2.3
"617",1016,1.4383,0,0,0.00283,0.3191,2.3
"618",1017,1.4381,0,0,0.002768,0.3141,2.3
"619",1018,1.4379,0,0,0.002706,0.3086,2.3
"620",1019,1.4378,0,0,0.002645,0.3022,2.3
"621",1020,1.4376,0,0,0.002585,0.2957,2.3
"622",1021,1.4374,0,0,0.002525,0.2897,2.3
"623",1022,1.4372,0,0,0.002465,0.284,2.3
"624",1023,1.4371,0,0,0.002407,0.2782,2.3
"625",1024,1.437,0,0,0.002348,0.2724,2.3
"626",1025,1.4369,0,0,0.002291,0.2672,2.3
"627",1026,1.4368,0,0,0.002234,0.2621,2.3
"628",1027,1.4367,0,0,0.002178,0.2566,2.3
"629",1028,1.4365,0,0,0.002122,0.2506,2.3
"630",1029,1.4365,0,0,0.002067,0.2444,2.3
"631",1030,1.4364,0,0,0.002012,0.2391,2.3
"632",1031,1.4364,0,0,0.001959,0.2357,2.3
"633",1032,1.4363,0,0,0.001905,0.2331,2.3
"634",1033,1.4363,0,0,0.001853,0.2299,2.3
"635",1034,1.4363,0,0,0.001801,0.2251,2.3
"636",1035,1.4363,0,0,0.00175,0.2198,2.3
"637",1036,1.4363,0,0,0.001699,0.2151,2.3
"638",1037,1.4362,0,0,0.001649,0.2109,2.3
"639",1038,1.4361,0,0,0.0016,0.2064,2.3
"640",1039,1.436,0,0,0.001551,0.202,2.3
"641",1040,1.4359,0,0,0.001503,0.1981,2.3
"642",1041,1.4357,0,0,0.001456,0.1944,2.3
"643",1042,1.4356,0,0,0.001409,0.1904,2.3
"644",1043,1.4354,0,0,0.001363,0.1868,2.3
"645",1044,1.4352,0,0,0.001318,0.1841,2.3
"646",1045,1.4351,0,0,0.001274,0.1818,2.3
"647",1046,1.4351,0,0,0.00123,0.179,2.3
"648",1047,1.435,0,0,0.001187,0.1752,2.3
"649",1048,1.4349,0,0,0.001144,0.1715,2.3
"650",1049,1.4349,0,0,0.001102,0.1687,2.3
"651",1050,1.4348,0,0,0.001061,0.1664,2.3
"652",1051,1.4347,0,0,0.001021,0.1639,2.3
"653",1052,1.4345,0,0,0.0009811,0.1613,2.3
"654",1053,1.4343,0,0,0.0009422,0.1586,2.3
"655",1054,1.4342,0,0,0.000904,0.1562,2.3
"656",1055,1.4342,0,0,0.0008665,0.1545,2.3
"657",1056,1.4342,0,0,0.0008297,0.1532,2.3
"658",1057,1.4341,0,0,0.0007937,0.1522,2.3
"659",1058,1.434,0,0,0.0007584,0.151,2.3
"660",1059,1.4339,0,0,0.0007239,0.1495,2.3
"661",1060,1.4338,0,0,0.0006901,0.1475,2.3
"662",1061,1.4337,0,0,0.0006571,0.1457,2.3
"663",1062,1.4335,0,0,0.0006248,0.1447,2.3
"664",1063,1.4334,0,0,0.0005933,0.1442,2.3
"665",1064,1.4333,0,0,0.0005626,0.1438,2.3
"666",1065,1.4333,0,0,0.0005326,0.1433,2.3
"667",1066,1.4334,0,0,0.0005034,0.1426,2.3
"668",1067,1.4333,0,0,0.000475,0.1418,2.3
"669",1068,1.4333,0,0,0.0004473,0.1412,2.3
"670",1069,1.4332,0,0,0.0004205,0.141,2.3
"671",1070,1.433,0,0,0.0003944,0.1409,2.3
"672",1071,1.4329,0,0,0.0003691,0.1408,2.3
"673",1072,1.4328,0,0,0.0003446,0.1406,2.3
"674",1073,1.4327,0,0,0.000321,0.1405,2.3
"675",1074,1.4325,0,0,0.0002981,0.1408,2.3
"676",1075,1.4324,0,0,0.000276,0.1414,2.3
"677",1076,1.4322,0,0,0.0002548,0.1426,2.3
"678",1077,1.4321,0,0,0.0002344,0.1435,2.3
"679",1078,1.4319,0,0,0.0002148,0.1438,2.3
"680",1079,1.4318,0,0,0.000196,0.1439,2.3
"681",1080,1.4317,0,0,0.000178,0.1443,2.3
"682",1081,1.4316,0,0,0.0001609,0.1456,2.3
"683",1082,1.4315,0,0,0.0001446,0.1475,2.3
"684",1083,1.4314,0,0,0.0001292,0.1498,2.3
"685",1084,1.4314,0,0,0.0001146,0.1519,2.3
"686",1085,1.4313,0,0,0.0001009,0.1534,2.3
"687",1086,1.4312,0,0,8.804e-05,0.1547,2.3
"688",1087,1.431,0,0,7.603e-05,0.1561,2.3
"689",1088,1.4309,0,0,6.488e-05,0.158,2.3
"690",1089,1.4307,0,0,5.46e-05,0.1604,2.3
"691",1090,1.4305,0,0,4.519e-05,0.1632,2.3
"692",1091,1.4304,0,0,3.666e-05,0.1659,2.3
"693",1092,1.4303,0,0,2.901e-05,0.1677,2.3
"694",1093,1.4302,0,0,2.225e-05,0.1693,2.3
"695",1094,1.4302,0,0,1.637e-05,0.1712,2.3
"696",1095,1.4301,0,0,1.138e-05,0.1739,2.3
"697",1096,1.43,0,0,7.297e-06,0.1777,2.3
"698",1097,1.4297,0,0,4.111e-06,0.1824,2.3
"699",1098,1.4295,0,0,1.83e-06,0.1866,2.3
"700",1099,1.4294,0,0,4.581e-07,0.189,2.3
"701",1100,1.4293,0,0,0,0.1906,2.3
"702",1101,1.4292,0,0,0,0.1929,2.3
"703",1102,1.4291,0,0,0,0.1967,2.3
"704",1103,1.429,0,0,0,0.2005,2.3
"705",1104,1.4289,0,0,0,0.2031,2.3
"706",1105,1.4288,0,0,0,0.2051,2.3
"707",1106,1.4286,0,0,0,0.2079,2.3
"708",1107,1.4284,0,0,0,0.2123,2.3
"709",1108,1.4283,0,0,0,0.2166,2.3
"710",1109,1.4283,0,0,0,0.2196,2.3
"711",1110,1.4284,0,0,0,0.2219,2.3
"712",1111,1.4284,0,0,0,0.2251,2.3
"713",1112,1.4284,0,0,0,0.2298,2.3
"714",1113,1.4284,0,0,0,0.2337,2.3
"715",1114,1.4283,0,0,0,0.2346,2.3
"716",1115,1.4282,0,0,0,0.2342,2.3
"717",1116,1.4282,0,0,0,0.2353,2.3
"718",1117,1.428,0,0,0,0.2397,2.3
"719",1118,1.4278,0,0,0,0.245,2.3
"720",1119,1.4276,0,0,0,0.2491,2.3
"721",1120,1.4275,0,0,0,0.2528,2.3
"722",1121,1.4274,0,0,0,0.2578,2.3
"723",1122,1.4272,0,0,0,0.265,2.3
"724",1123,1.427,0,0,0,0.2719,2.3
"725",1124,1.4268,0,0,0,0.2765,2.3
"726",1125,1.4267,0,0,0,0.2811,2.3
"727",1126,1.4267,0,0,0,0.2891,2.3
"728",1127,1.4266,0,0,0,0.3023,2.3
"729",1128,1.4265,0,0,0,0.3164,2.3
"730",1129,1.4264,0,0,0,0.3271,2.3
"731",1130,1.4263,0,0,0,0.3378,2.3
"732",1131,1.4262,0,0,0,0.3533,2.3
"733",1132,1.426,0,0,0,0.377,2.3
"734",1133,1.4259,0,0,0,0.4037,2.3
"735",1134,1.4258,0,0,0,0.4281,2.3
"736",1135,1.4257,0,0,0,0.4502,2.3
"737",1136,1.4256,0,0,0,0.4712,2.3
"738",1137,1.4256,0,0,0,0.4932,2.3
"739",1138,1.4255,0,0,0,0.5202,2.3
"740",1139,1.4254,0,0,0,0.5572,2.3
"741",1140,1.4252,0,0,0,0.6052,2.3
"742",1141,1.425,0,0,0,0.652,2.3
"743",1142,1.4249,0,0,0,0.6863,2.3
"744",1143,1.4248,0,0,0,0.7159,2.3
"745",1144,1.4247,0,0,0,0.7535,2.3
"746",1145,1.4244,0,0,0,0.8064,2.3
"747",1146,1.4241,0,0,0,0.8597,2.3
"748",1147,1.4239,0,0,0,0.8981,2.3
"749",1148,1.4237,0,0,0,0.9253,2.3
"750",1149,1.4235,0,0,0,0.9493,2.3
"751",1150,1.4234,0,0,0,0.9769,2.3
"752",1151,1.4233,0,0,0,1.008,2.3
"753",1152,1.4231,0,0,0,1.041,2.3
"754",1153,1.423,0,0,0,1.073,2.3
"755",1154,1.4228,0,0,0,1.1,2.3
"756",1155,1.4226,0,0,0,1.119,2.3
"757",1156,1.4224,0,0,0,1.131,2.3
"758",1157,1.4224,0,0,0,1.14,2.3
"759",1158,1.4223,0,0,0,1.15,2.3
"760",1159,1.4223,0,0,0,1.16,2.3
"761",1160,1.4222,0,0,0,1.17,2.3
"762",1161,1.4222,0,0,0,1.181,2.3
"763",1162,1.4221,0,0,0,1.19,2.3
"764",1163,1.4221,0,0,0,1.194,2.3
"765",1164,1.4221,0,0,0,1.196,2.3
"766",1165,1.4219,0,0,0,1.197,2.3
"767",1166,1.4217,0,0,0,1.2,2.3
"768",1167,1.4216,0,0,0,1.203,2.3
"769",1168,1.4215,0,0,0,1.205,2.3
"770",1169,1.4215,0,0,0,1.206,2.3
"771",1170,1.4214,0,0,0,1.207,2.3
"772",1171,1.4212,0,0,0,1.213,2.3
"773",1172,1.421,0,0,0,1.223,2.3
"774",1173,1.4208,0,0,0,1.232,2.3
"775",1174,1.4207,0,0,0,1.234,2.3
"776",1175,1.4206,0,0,0,1.232,2.3
"777",1176,1.4206,0,0,0,1.229,2.3
"778",1177,1.4206,0,0,0,1.23,2.3
"779",1178,1.4206,0,0,0,1.233,2.3
"780",1179,1.4206,0,0,0,1.236,2.3
"781",1180,1.4205,0,0,0,1.239,2.3
"782",1181,1.4203,0,0,0,1.241,2.3
"783",1182,1.42,0,0,0,1.244,2.3
"784",1183,1.4199,0,0,0,1.248,2.3
"785",1184,1.4198,0,0,0,1.252,2.3
"786",1185,1.4199,0,0,0,1.256,2.3
"787",1186,1.4201,0,0,0,1.258,2.3
"788",1187,1.4204,0,0,0,1.26,2.3
"789",1188,1.4205,0,0,0,1.262,2.3
"790",1189,1.4205,0,0,0,1.265,2.3
"791",1190,1.4203,0,0,0,1.267,2.3
"792",1191,1.42,0,0,0,1.27,2.3
"793",1192,1.4196,0,0,0,1.272,2.3
"794",1193,1.4192,0,0,0,1.275,2.3
"795",1194,1.4189,0,0,0,1.277,2.3
"796",1195,1.4187,0,0,0,1.28,2.3
"797",1196,1.4187,0,0,0,1.282,2.3
"798",1197,1.4188,0,0,0,1.283,2.3
"799",1198,1.4188,0,0,0,1.283,2.3
"800",1199,1.4187,0,0,0,1.279,2.3
"801",1200,1.4186,0,0,0,1.272,2.3
"802",1201,1.4185,0,0,0,1.266,2.3
"803",1202,1.4182,0,0,0,1.267,2.301
"804",1203,1.4181,0,0,0,1.271,2.301
"805",1204,1.4179,0,0,0,1.273,2.302
"806",1205,1.4178,0,0,0,1.271,2.303
"807",1206,1.4177,0,0,0,1.265,2.305
"808",1207,1.4177,0,0,0,1.26,2.306
"809",1208,1.4176,0,0,0,1.258,2.308
"810",1209,1.4175,0,0,0,1.258,2.31
"811",1210,1.4173,0,0,0,1.257,2.312
"812",1211,1.4173,0,0,0,1.252,2.315
"813",1212,1.4172,0,0,0,1.247,2.318
"814",1213,1.4171,0,0,0,1.243,2.32
"815",1214,1.417,0,0,0,1.243,2.323
"816",1215,1.4168,0,0,0,1.243,2.327
"817",1216,1.4167,0,0,0,1.24,2.33
"818",1217,1.4165,0,0,0,1.233,2.334
"819",1218,1.4164,0,0,0,1.224,2.338
"820",1219,1.4163,0,0,0,1.216,2.342
"821",1220,1.4161,0,0,0,1.214,2.346
"822",1221,1.4158,0,0,0,1.214,2.35
"823",1222,1.4156,0,0,0,1.213,2.354
"824",1223,1.4155,0,0,0,1.21,2.359
"825",1224,1.4154,0,0,0,1.205,2.364
"826",1225,1.4153,0,0,0,1.2,2.369
"827",1226,1.4151,0,0,0,1.199,2.374
"828",1227,1.4151,0,0,0,1.198,2.379
"829",1228,1.4151,0,0,0,1.197,2.384
"830",1229,1.415,0,0,0,1.194,2.389
"831",1230,1.4148,0,0,0,1.189,2.395
"832",1231,1.4147,0,0,0,1.184,2.4
"833",1232,1.4146,0,0,0,1.18,2.406
"834",1233,1.4145,0,0,0,1.176,2.412
"835",1234,1.4144,0,0,0,1.171,2.418
"836",1235,1.4143,0,0,0,1.166,2.424
"837",1236,1.4141,0,0,0,1.161,2.43
"838",1237,1.4139,0,0,0,1.158,2.436
"839",1238,1.4136,0,0,0,1.157,2.442
"840",1239,1.4134,0,0,0,1.157,2.448
"841",1240,1.4133,0,0,0,1.155,2.454
"842",1241,1.413,0,0,0,1.152,2.461
"843",1242,1.4128,0,0,0,1.148,2.467
"844",1243,1.4128,0,0,0,1.142,2.473
"845",1244,1.4128,0,0,0,1.138,2.48
"846",1245,1.4127,0,0,0,1.133,2.486
"847",1246,1.4126,0,0,0,1.13,2.493
"848",1247,1.4124,0,0,0,1.126,2.499
"849",1248,1.4122,0,0,0,1.123,2.506
"850",1249,1.4122,0,0,0,1.12,2.512
"851",1250,1.4121,0,0,0,1.116,2.519
"852",1251,1.4121,0,0,0,1.111,2.525
"853",1252,1.4121,0,0,0,1.107,2.532
"854",1253,1.4119,0,0,0,1.103,2.538
"855",1254,1.4118,0,0,0,1.101,2.545
"856",1255,1.4116,0,0,0,1.101,2.551
"857",1256,1.4115,0,0,0,1.101,2.558
"858",1257,1.4113,0,0,0,1.101,2.564
"859",1258,1.4112,0,0,0,1.1,2.57
"860",1259,1.4112,0,0,0,1.098,2.577
"861",1260,1.4111,0,0,0,1.094,2.583
"862",1261,1.4111,0,0,0,1.089,2.589
"863",1262,1.411,0,0,0,1.085,2.595
"864",1263,1.4108,0,0,0,1.084,2.601
"865",1264,1.4106,0,0,0,1.083,2.607
"866",1265,1.4104,0,0,0,1.083,2.613
"867",1266,1.4102,0,0,0,1.082,2.619
"868",1267,1.4102,0,0,0,1.081,2.625
"869",1268,1.4102,0,0,0,1.08,2.631
"870",1269,1.4103,0,0,0,1.079,2.636
"871",1270,1.4103,0,0,0,1.08,2.642
"872",1271,1.4101,0,0,0,1.083,2.647
"873",1272,1.4099,0,0,0,1.087,2.652
"874",1273,1.4097,0,0,0,1.093,2.657
"875",1274,1.4095,0,0,0,1.099,2.662
"876",1275,1.4093,0,0,0,1.104,2.667
"877",1276,1.4091,0,0,0,1.107,2.672
"878",1277,1.4091,0,0,0,1.109,2.677
"879",1278,1.4091,0,0,0,1.111,2.681
"880",1279,1.409,0,0,0,1.115,2.685
"881",1280,1.4089,0,0,0,1.121,2.689
"882",1281,1.4088,0,0,0,1.129,2.693
"883",1282,1.4085,0,0,0,1.137,2.697
"884",1283,1.4083,0,0,0,1.147,2.701
"885",1284,1.4081,0,0,0,1.156,2.704
"886",1285,1.408,0,0,0,1.164,2.708
"887",1286,1.4079,0,0,0,1.17,2.711
"888",1287,1.4078,0,0,0,1.175,2.714
"889",1288,1.4077,0,0,0,1.181,2.716
"890",1289,1.4078,0,0,0,1.188,2.719
"891",1290,1.4078,0,0,0,1.196,2.721
"892",1291,1.4078,0,0,0,1.206,2.723
"893",1292,1.4077,0,0,0,1.216,2.725
"894",1293,1.4076,0,0,0,1.227,2.726
"895",1294,1.4075,0,0,0,1.239,2.728
"896",1295,1.4073,0,0,0,1.252,2.729
"897",1296,1.407,0,0,0,1.267,2.73
"898",1297,1.4068,0,0,0,1.283,2.73
"899",1298,1.4066,0,0,0,1.297,2.731
"900",1299,1.4064,0,0,0,1.31,2.731
"901",1300,1.4064,0,0,0,1.323,2.721
"902",1301,1.4062,0,0,0,1.336,2.736
"903",1302,1.4061,0,0,0,1.351,2.728
"904",1303,1.4059,0,0,0,1.37,2.719
"905",1304,1.4056,0,0,0,1.392,2.712
"906",1305,1.4055,0,0,0,1.416,2.698
"907",1306,1.4055,0,0,0,1.44,2.702
"908",1307,1.4055,0,0,0,1.465,2.691
"909",1308,1.4055,0,0,0,1.489,2.688
"910",1309,1.4056,0,0,0,1.511,2.686
"911",1310,1.4057,0,0,0,1.532,2.682
"912",1311,1.4058,0,0,0,1.555,2.676
"913",1312,1.4058,0,0,0,1.58,2.675
"914",1313,1.4056,0,0,0,1.61,2.677
"915",1314,1.4055,0,0,0,1.642,2.67
"916",1315,1.4053,0,0,0,1.672,2.671
"917",1316,1.4051,0,0,0,1.701,2.668
"918",1317,1.405,0,0,0,1.728,2.67
"919",1318,1.4049,0,0,0,1.758,2.674
"920",1319,1.4048,0,0,0,1.791,2.674
"921",1320,1.4046,0,0,0,1.831,2.683
"922",1321,1.4045,0,0,0,1.872,2.674
"923",1322,1.4044,0,0,0,1.911,2.675
"924",1323,1.4044,0,0,0,1.943,2.682
"925",1324,1.4044,0,0,0,1.974,2.683
"926",1325,1.4045,0,0,0,2.007,2.665
"927",1326,1.4045,0,0,0,2.047,2.661
"928",1327,1.4043,0,0,0,2.098,2.668
"929",1328,1.4042,0,0,0,2.153,2.67
"930",1329,1.404,0,0,0,2.203,2.674
"931",1330,1.404,0,0,0,2.243,2.664
"932",1331,1.4041,0,0,0,2.277,2.661
"933",1332,1.4041,0,0,0,2.312,2.665
"934",1333,1.404,0,0,0,2.357,2.668
"935",1334,1.4036,0,0,0,2.415,2.681
"936",1335,1.4034,0,0,0,2.479,2.686
"937",1336,1.4032,0,0,0,2.54,2.684
"938",1337,1.4031,0,0,0,2.59,2.697
"939",1338,1.403,0,0,0,2.631,2.712
"940",1339,1.4031,0,0,0,2.666,2.72
"941",1340,1.4033,0,0,0,2.701,2.717
"942",1341,1.4033,0,0,0,2.738,2.726
"943",1342,1.4033,0,0,0,2.78,2.744
"944",1343,1.4031,0,0,0,2.829,2.743
"945",1344,1.4028,0,0,0,2.889,2.751
"946",1345,1.4023,0,0,0,2.96,2.763
"947",1346,1.4017,0,0,0,3.033,2.778
"948",1347,1.4013,0,0,0,3.097,2.793
"949",1348,1.401,0,0,0,3.146,2.818
"950",1349,1.401,0,0,0,3.181,2.835
"951",1350,1.4008,0,0,0,3.226,2.865
"952",1351,1.4007,0,0,0,3.267,2.879
"953",1352,1.4004,0,0,0,3.319,2.899
"954",1353,1.4002,0,0,0,3.363,2.918
"955",1354,1.4,0,0,0,3.412,2.936
